Frequency [Hz],AA transfer function,AI transfer function,
4.242556e+02,0.9955227067214010-0.0932650360125529j,0.9955227067214010-0.0932650360125529j,
4.291732e+02,0.9954184156836463-0.0943430242483516j,0.9954184156836463-0.0943430242483516j,
4.341478e+02,0.9953116956389331-0.0954334001120378j,0.9953116956389331-0.0954334001120378j,
4.391801e+02,0.9952024900780225-0.0965363034154628j,0.9952024900780225-0.0965363034154628j,
4.442707e+02,0.9950907411800104-0.0976518754585947j,0.9950907411800104-0.0976518754585947j,
4.494203e+02,0.9949763897820281-0.0987802590421277j,0.9949763897820281-0.0987802590421277j,
4.546295e+02,0.9948593753482372-0.0999215984800729j,0.9948593753482372-0.0999215984800729j,
4.598992e+02,0.9947396359381225-0.1010760396123298j,0.9947396359381225-0.1010760396123298j,
4.652300e+02,0.9946171081740556-0.1022437298172277j,0.9946171081740556-0.1022437298172277j,
4.706225e+02,0.9944917272081194-0.1034248180240345j,0.9944917272081194-0.1034248180240345j,
4.760775e+02,0.9943634266881733-0.1046194547254233j,0.9943634266881733-0.1046194547254233j,
4.815958e+02,0.9942321387231432-0.1058277919898923j,0.9942321387231432-0.1058277919898923j,
4.871780e+02,0.9940977938475176-0.1070499834741281j,0.9940977938475176-0.1070499834741281j,
4.928250e+02,0.9939603209850381-0.1082861844353079j,0.9939603209850381-0.1082861844353079j,
4.985373e+02,0.9938196474115553-0.1095365517433298j,0.9938196474115553-0.1095365517433298j,
5.043159e+02,0.9936756987170422-0.1108012438929654j,0.9936756987170422-0.1108012438929654j,
5.101615e+02,0.9935283987667431-0.1120804210159243j,0.9935283987667431-0.1120804210159243j,
5.160749e+02,0.9933776696614310-0.1133742448928227j,0.9933776696614310-0.1133742448928227j,
5.220568e+02,0.9932234316967679-0.1146828789650462j,0.9932234316967679-0.1146828789650462j,
5.281080e+02,0.9930656033217357-0.1160064883464976j,0.9930656033217357-0.1160064883464976j,
5.342293e+02,0.9929041010961235-0.1173452398352190j,0.9929041010961235-0.1173452398352190j,
5.404216e+02,0.9927388396470499-0.1186993019248779j,0.9927388396470499-0.1186993019248779j,
5.466857e+02,0.9925697316244950-0.1200688448161074j,0.9925697316244950-0.1200688448161074j,
5.530224e+02,0.9923966876558239-0.1214540404276865j,0.9923966876558239-0.1214540404276865j,
5.594326e+02,0.9922196162992818-0.1228550624075519j,0.9922196162992818-0.1228550624075519j,
5.659170e+02,0.9920384239964286-0.1242720861436260j,0.9920384239964286-0.1242720861436260j,
5.724766e+02,0.9918530150235009-0.1257052887744505j,0.9918530150235009-0.1257052887744505j,
5.791123e+02,0.9916632914416715-0.1271548491996110j,0.9916632914416715-0.1271548491996110j,
5.858248e+02,0.9914691530461811-0.1286209480899385j,0.9914691530461811-0.1286209480899385j,
5.926152e+02,0.9912704973143219-0.1301037678974750j,0.9912704973143219-0.1301037678974750j,
5.994843e+02,0.9910672193522454-0.1316034928651853j,0.9910672193522454-0.1316034928651853j,
6.064329e+02,0.9908592118405682-0.1331203090364034j,0.9908592118405682-0.1331203090364034j,
6.134622e+02,0.9906463649787512-0.1346544042639922j,0.9906463649787512-0.1346544042639922j,
6.205729e+02,0.9904285664282231-0.1362059682192048j,0.9904285664282231-0.1362059682192048j,
6.277660e+02,0.9902057012542235-0.1377751924002261j,0.9902057012542235-0.1377751924002261j,
6.350425e+02,0.9899776518663376-0.1393622701403778j,0.9899776518663376-0.1393622701403778j,
6.424034e+02,0.9897442979576889-0.1409673966159688j,0.9897442979576889-0.1409673966159688j,
6.498495e+02,0.9895055164427696-0.1425907688537690j,0.9895055164427696-0.1425907688537690j,
6.573820e+02,0.9892611813938714-0.1442325857380891j,0.9892611813938714-0.1442325857380891j,
6.650018e+02,0.9890111639760897-0.1458930480174421j,0.9890111639760897-0.1458930480174421j,
6.727099e+02,0.9887553323808741-0.1475723583107671j,0.9887553323808741-0.1475723583107671j,
6.805074e+02,0.9884935517580813-0.1492707211131907j,0.9884935517580813-0.1492707211131907j,
6.883952e+02,0.9882256841465169-0.1509883428013033j,0.9882256841465169-0.1509883428013033j,
6.963745e+02,0.9879515884029155-0.1527254316379250j,0.9879515884029155-0.1527254316379250j,
7.044462e+02,0.9876711201293383-0.1544821977763361j,0.9876711201293383-0.1544821977763361j,
7.126115e+02,0.9873841315989493-0.1562588532639464j,0.9873841315989493-0.1562588532639464j,
7.208715e+02,0.9870904716801314-0.1580556120453727j,0.9870904716801314-0.1580556120453727j,
7.292272e+02,0.9867899857589187-0.1598726899649002j,0.9867899857589187-0.1598726899649002j,
7.376798e+02,0.9864825156596952-0.1617103047682944j,0.9864825156596952-0.1617103047682944j,
7.462303e+02,0.9861678995641345-0.1635686761039362j,0.9861678995641345-0.1635686761039362j,
7.548799e+02,0.9858459719283327-0.1654480255232443j,0.9858459719283327-0.1654480255232443j,
7.636298e+02,0.9855165633981111-0.1673485764803564j,0.9855165633981111-0.1673485764803564j,
7.724811e+02,0.9851795007224304-0.1692705543310303j,0.9851795007224304-0.1692705543310303j,
7.814351e+02,0.9848346066648966-0.1712141863307342j,0.9848346066648966-0.1712141863307342j,
7.904928e+02,0.9844816999133005-0.1731797016318839j,0.9844816999133005-0.1731797016318839j,
7.996555e+02,0.9841205949871661-0.1751673312801942j,0.9841205949871661-0.1751673312801942j,
8.089243e+02,0.9837511021432513-0.1771773082101000j,0.9837511021432513-0.1771773082101000j,
8.183007e+02,0.9833730272789711-0.1792098672392102j,0.9833730272789711-0.1792098672392102j,
8.277857e+02,0.9829861718336869-0.1812652450617480j,0.9829861718336869-0.1812652450617480j,
8.373807e+02,0.9825903326878311-0.1833436802409364j,0.9825903326878311-0.1833436802409364j,
8.470868e+02,0.9821853020598129-0.1854454132002826j,0.9821853020598129-0.1854454132002826j,
8.569055e+02,0.9817708674006590-0.1875706862137107j,0.9817708674006590-0.1875706862137107j,
8.668380e+02,0.9813468112863512-0.1897197433944999j,0.9813468112863512-0.1897197433944999j,
8.768856e+02,0.9809129113078018-0.1918928306829705j,0.9809129113078018-0.1918928306829705j,
8.870497e+02,0.9804689399584285-0.1940901958328696j,0.9804689399584285-0.1940901958328696j,
8.973316e+02,0.9800146645192725-0.1963120883963995j,0.9800146645192725-0.1963120883963995j,
9.077327e+02,0.9795498469416133-0.1985587597078337j,0.9795498469416133-0.1985587597078337j,
9.182543e+02,0.9790742437270274-0.2008304628656600j,0.9790742437270274-0.2008304628656600j,
9.288979e+02,0.9785876058048398-0.2031274527131913j,0.9785876058048398-0.2031274527131913j,
9.396648e+02,0.9780896784069156-0.2054499858175811j,0.9780896784069156-0.2054499858175811j,
9.505566e+02,0.9775802009397359-0.2077983204471771j,0.9775802009397359-0.2077983204471771j,
9.615746e+02,0.9770589068537084-0.2101727165471483j,0.9770589068537084-0.2101727165471483j,
9.727203e+02,0.9765255235096467-0.2125734357133100j,0.9765255235096467-0.2125734357133100j,
9.839952e+02,0.9759797720423748-0.2150007411640812j,0.9759797720423748-0.2150007411640812j,
9.954008e+02,0.9754213672213892-0.2174548977104943j,0.9754213672213892-0.2174548977104943j,
1.006939e+03,0.9748500173085234-0.2199361717241805j,0.9748500173085234-0.2199361717241805j,
1.018610e+03,0.9742654239125551-0.2224448311032510j,0.9742654239125551-0.2224448311032510j,
1.030417e+03,0.9736672818406963-0.2249811452359909j,0.9736672818406963-0.2249811452359909j,
1.042361e+03,0.9730552789469014-0.2275453849622764j,0.9730552789469014-0.2275453849622764j,
1.054443e+03,0.9724290959769335-0.2301378225326310j,0.9724290959769335-0.2301378225326310j,
1.066665e+03,0.9717884064101276-0.2327587315648224j,0.9717884064101276-0.2327587315648224j,
1.079029e+03,0.9711328762977749-0.2354083869979071j,0.9711328762977749-0.2354083869979071j,
1.091536e+03,0.9704621640980776-0.2380870650436251j,0.9704621640980776-0.2380870650436251j,
1.104188e+03,0.9697759205075939-0.2407950431350347j,0.9697759205075939-0.2407950431350347j,
1.116987e+03,0.9690737882891134-0.2435325998722909j,0.9690737882891134-0.2435325998722909j,
1.129934e+03,0.9683554020958886-0.2463000149654460j,0.9683554020958886-0.2463000149654460j,
1.143031e+03,0.9676203882921579-0.2490975691741684j,0.9676203882921579-0.2490975691741684j,
1.156280e+03,0.9668683647698768-0.2519255442442511j,0.9668683647698768-0.2519255442442511j,
1.169683e+03,0.9660989407616013-0.2547842228407953j,0.9660989407616013-0.2547842228407953j,
1.183241e+03,0.9653117166494348-0.2576738884779384j,0.9653117166494348-0.2576738884779384j,
1.196956e+03,0.9645062837699735-0.2605948254449939j,0.9645062837699735-0.2605948254449939j,
1.210830e+03,0.9636822242151625-0.2635473187288668j,0.9636822242151625-0.2635473187288668j,
1.224865e+03,0.9628391106290011-0.2665316539326071j,0.9628391106290011-0.2665316539326071j,
1.239062e+03,0.9619765060000026-0.2695481171899493j,0.9619765060000026-0.2695481171899493j,
1.253424e+03,0.9610939634493377-0.2725969950756902j,0.9610939634493377-0.2725969950756902j,
1.267953e+03,0.9601910260145776-0.2756785745117455j,0.9601910260145776-0.2756785745117455j,
1.282650e+03,0.9592672264289545-0.2787931426687247j,0.9592672264289545-0.2787931426687247j,
1.297517e+03,0.9583220868960520-0.2819409868628509j,0.9583220868960520-0.2819409868628509j,
1.312557e+03,0.9573551188598465-0.2851223944480578j,0.9573551188598465-0.2851223944480578j,
1.327771e+03,0.9563658227700070-0.2883376527030757j,0.9563658227700070-0.2883376527030757j,
1.343161e+03,0.9553536878423667-0.2915870487133212j,0.9553536878423667-0.2915870487133212j,
1.358730e+03,0.9543181918144786-0.2948708692473959j,0.9543181918144786-0.2948708692473959j,
1.374479e+03,0.9532588006961600-0.2981894006279937j,0.9532588006961600-0.2981894006279937j,
1.390411e+03,0.9521749685149385-0.3015429285970026j,0.9521749685149385-0.3015429285970026j,
1.406527e+03,0.9510661370563003-0.3049317381745886j,0.9510661370563003-0.3049317381745886j,
1.422830e+03,0.9499317355986453-0.3083561135120313j,0.9499317355986453-0.3083561135120313j,
1.439323e+03,0.9487711806428605-0.3118163377380841j,0.9487711806428605-0.3118163377380841j,
1.456006e+03,0.9475838756363962-0.3153126927986087j,0.9475838756363962-0.3153126927986087j,
1.472883e+03,0.9463692106917624-0.3188454592892383j,0.9463692106917624-0.3188454592892383j,
1.489955e+03,0.9451265622993279-0.3224149162808035j,0.9451265622993279-0.3224149162808035j,
1.507225e+03,0.9438552930343301-0.3260213411372534j,0.9438552930343301-0.3260213411372534j,
1.524696e+03,0.9425547512579819-0.3296650093257877j,0.9425547512579819-0.3296650093257877j,
1.542369e+03,0.9412242708125685-0.3333461942189068j,0.9412242708125685-0.3333461942189068j,
1.560246e+03,0.9398631707104330-0.3370651668880788j,0.9398631707104330-0.3370651668880788j,
1.578331e+03,0.9384707548167258-0.3408221958887028j,0.9384707548167258-0.3408221958887028j,
1.596626e+03,0.9370463115258182-0.3446175470360456j,0.9370463115258182-0.3446175470360456j,
1.615133e+03,0.9355891134312533-0.3484514831718039j,0.9355891134312533-0.3484514831718039j,
1.633854e+03,0.9340984169891279-0.3523242639209442j,0.9340984169891279-0.3523242639209442j,
1.652792e+03,0.9325734621747737-0.3562361454384438j,0.9325734621747737-0.3562361454384438j,
1.671950e+03,0.9310134721326314-0.3601873801455555j,0.9310134721326314-0.3601873801455555j,
1.691330e+03,0.9294176528191773-0.3641782164551871j,0.9294176528191773-0.3641782164551871j,
1.710934e+03,0.9277851926387900-0.3682088984859894j,0.9277851926387900-0.3682088984859894j,
1.730766e+03,0.9261152620724242-0.3722796657647109j,0.9261152620724242-0.3722796657647109j,
1.750827e+03,0.9244070132989574-0.3763907529163679j,0.9244070132989574-0.3763907529163679j,
1.771121e+03,0.9226595798090835-0.3805423893417637j,0.9226595798090835-0.3805423893417637j,
1.791650e+03,0.9208720760116147-0.3847347988818587j,0.9208720760116147-0.3847347988818587j,
1.812418e+03,0.9190435968320552-0.3889681994684831j,0.9190435968320552-0.3889681994684831j,
1.833425e+03,0.9171732173033021-0.3932428027608535j,0.9171732173033021-0.3932428027608535j,
1.854677e+03,0.9152599921483431-0.3975588137673399j,0.9152599921483431-0.3975588137673399j,
1.876175e+03,0.9133029553547888-0.4019164304518909j,0.9133029553547888-0.4019164304518909j,
1.897922e+03,0.9113011197411127-0.4063158433245172j,0.9113011197411127-0.4063158433245172j,
1.919921e+03,0.9092534765144284-0.4107572350151865j,0.9092534765144284-0.4107572350151865j,
1.942175e+03,0.9071589948196719-0.4152407798304697j,0.9071589948196719-0.4152407798304697j,
1.964687e+03,0.9050166212800153-0.4197666432922351j,0.9050166212800153-0.4197666432922351j,
1.987460e+03,0.9028252795283760-0.4243349816576656j,0.9028252795283760-0.4243349816576656j,
2.010496e+03,0.9005838697298441-0.4289459414198264j,0.9005838697298441-0.4289459414198264j,
2.033800e+03,0.8982912680948770-0.4335996587879880j,0.8982912680948770-0.4335996587879880j,
2.057374e+03,0.8959463263831023-0.4382962591468587j,0.8959463263831023-0.4382962591468587j,
2.081222e+03,0.8935478713975538-0.4430358564938461j,0.8935478713975538-0.4430358564938461j,
2.105345e+03,0.8910947044691829-0.4478185528534218j,0.8910947044691829-0.4478185528534218j,
2.129749e+03,0.8885856009314835-0.4526444376676155j,0.8885856009314835-0.4526444376676155j,
2.154435e+03,0.8860193095850479-0.4575135871616191j,0.8860193095850479-0.4575135871616191j,
2.179407e+03,0.8833945521519071-0.4624260636834232j,0.8833945521519071-0.4624260636834232j,
2.204669e+03,0.8807100227194696-0.4673819150163597j,0.8807100227194696-0.4673819150163597j,
2.230223e+03,0.8779643871739081-0.4723811736633593j,0.8779643871739081-0.4723811736633593j,
2.256074e+03,0.8751562826228194-0.4774238561016731j,0.8751562826228194-0.4774238561016731j,
2.282224e+03,0.8722843168070049-0.4825099620067391j,0.8722843168070049-0.4825099620067391j,
2.308678e+03,0.8693470675012059-0.4876394734438050j,0.8693470675012059-0.4876394734438050j,
2.335438e+03,0.8663430819036489-0.4928123540258389j,0.8663430819036489-0.4928123540258389j,
2.362508e+03,0.8632708760142473-0.4980285480361839j,0.8632708760142473-0.4980285480361839j,
2.389893e+03,0.8601289340013255-0.5032879795143236j,0.8601289340013255-0.5032879795143236j,
2.417594e+03,0.8569157075567326-0.5085905513030330j,0.8569157075567326-0.5085905513030330j,
2.445617e+03,0.8536296152392293-0.5139361440550941j,0.8536296152392293-0.5139361440550941j,
2.473964e+03,0.8502690418060430-0.5193246151976517j,0.8502690418060430-0.5193246151976517j,
2.502640e+03,0.8468323375325024-0.5247557978521673j,0.8468323375325024-0.5247557978521673j,
2.531648e+03,0.8433178175196836-0.5302294997078246j,0.8433178175196836-0.5302294997078246j,
2.560993e+03,0.8397237609900216-0.5357455018460942j,0.8397237609900216-0.5357455018460942j,
2.590678e+03,0.8360484105708670-0.5413035575140516j,0.8360484105708670-0.5413035575140516j,
2.620707e+03,0.8322899715659978-0.5469033908438805j,0.8322899715659978-0.5469033908438805j,
2.651084e+03,0.8284466112151365-0.5525446955158571j,0.8284466112151365-0.5525446955158571j,
2.681813e+03,0.8245164579415578-0.5582271333619274j,0.8245164579415578-0.5582271333619274j,
2.712898e+03,0.8204976005879232-0.5639503329068423j,0.8204976005879232-0.5639503329068423j,
2.744343e+03,0.8163880876405319-0.5697138878436011j,0.8163880876405319-0.5697138878436011j,
2.776153e+03,0.8121859264422396-0.5755173554397740j,0.8121859264422396-0.5755173554397740j,
