Frequency [Hz],Input whitening transfer function,Output whitening transfer function,
9.077327e+01,1.4251466954202598+2.8101668100591741j,10.1460284161767049+302.2705547974484830j,
9.182543e+01,1.4348327941299743+2.8412573853170455j,10.3590828979231446+305.7676854470483931j,
9.288979e+01,1.4447342871543469+2.8726578058936862j,10.5770956734158972+309.3051226167115715j,
9.396648e+01,1.4548557211488955+2.9043699789742972j,10.8001819099135901+312.8833254613396662j,
9.505566e+01,1.4652017275570550+2.9363957799080684j,11.0284594391214341+316.5027581760538737j,
9.615746e+01,1.4757770236688543+2.9687370502382127j,11.2620488183365524+320.1638900447603646j,
9.727203e+01,1.4865864136666360+3.0013955956689840j,11.5010733929666458+323.8671954889356925j,
9.839952e+01,1.4976347896559155+3.0343731839683943j,11.7456593604692898+327.6131541166230363j,
9.954008e+01,1.5089271326797444+3.0676715428053201j,11.9959358357245947+331.4022507716287578j,
1.006939e+02,1.5204685137146612+3.1012923575197187j,12.2520349178776087+335.2349755829088735j,
1.018610e+02,1.5322640946461448+3.1352372688246839j,12.5140917586977594+339.1118240141359479j,
1.030417e+02,1.5443191292216767+3.1695078704390736j,12.7822446324516932+343.0332969134327072j,
1.042361e+02,1.5566389639791254+3.2041057066494689j,13.0566350073622743+346.9999005632624289j,
1.054443e+02,1.5692290391482615+3.2390322698002487j,13.3374076186701132+351.0121467304618932j,
1.066665e+02,1.5820948895230167+3.2742889977105727j,13.6247105433194520+355.0705527164042792j,
1.079029e+02,1.5952421453020804+3.3098772710171147j,13.9186952763247973+359.1756414072780785j,
1.091536e+02,1.6086765328952382+3.3457984104413931j,14.2195168088546779+363.3279413244665648j,
1.104188e+02,1.6224038756928003+3.3820536739806224j,14.5273337080343481+367.5279866750139490j,
1.116987e+02,1.6364300947953723+3.4186442540209963j,14.8423081985583849+371.7763174021599752j,
1.129934e+02,1.6507612097010167+3.4555712743724132j,15.1646062460986286+376.0734792359280050j,
1.143031e+02,1.6654033389469554+3.4928357872236684j,15.4943976425856818+380.4200237437477767j,
1.156280e+02,1.6803627007025170+3.5304387700172035j,15.8318560933894332+384.8165083810944225j,
1.169683e+02,1.6956456133102584+3.5683811222425708j,16.1771593064113404+389.2634965421254378j,
1.183241e+02,1.7112584957718582+3.6066636621478319j,16.5304890831921512+393.7615576102929822j,
1.196956e+02,1.7272078681752561+3.6452871233681803j,16.8920314120059629+398.3112670089133758j,
1.210830e+02,1.7435003520596126+3.6842521514711621j,17.2619765630315669+402.9132062516689530j,
1.224865e+02,1.7601426707141883+3.7235593004179579j,17.6405191856247257+407.5679629930213537j,
1.239062e+02,1.7771416494074330+3.7632090289402607j,18.0278584077423147+412.2761310785102182j,
1.253424e+02,1.7945042155422897+3.8032016968324189j,18.4241979375565279+417.0383105949132414j,
1.267953e+02,1.8122373987336076+3.8435375611585938j,18.8297461672973441+421.8551079202417213j,
1.282650e+02,1.8303483308034636+3.8842167723748031j,19.2447162793887401+426.7271357735426704j,
1.297517e+02,1.8488442456900636+3.9252393703658490j,19.6693263549277617+431.6550132644807718j,
1.312557e+02,1.8677324792656869+3.9666052803972640j,20.1037994845028152+436.6393659426684621j,
1.327771e+02,1.8870204690591628+4.0083143089825368j,20.5483638814966980+441.6808258467152086j,
1.343161e+02,1.9067157538781032+4.0503661396660418j,21.0032529977943341+446.7800315529624982j,
1.358730e+02,1.9268259733260109+4.0927603287222283j,21.4687056420916633+451.9376282238682734j,
1.374479e+02,1.9473588672093740+4.1354963007718775j,21.9449661007165560+457.1542676560142127j,
1.390411e+02,1.9683222748295499+4.1785733443162663j,22.4322842611218221+462.4306083276886170j,
1.406527e+02,1.9897241341542937+4.2219906071904152j,22.9309157380412216+467.7673154460134128j,
1.422830e+02,2.0115724808635171+4.2657470919367038j,23.4411220023794158+473.1650609935757643j,
1.439323e+02,2.0338754472639451+4.3098416511003910j,23.9631705128922476+478.6245237745200143j,
1.456006e+02,2.0566412610669751+4.3542729824487756j,24.4973348507155606+484.1463894600610161j,
1.472883e+02,2.0798782440241617+4.3990396241159679j,25.0438948567916668+489.7313506333702549j,
1.489955e+02,2.1035948104145064+4.4441399496755114j,25.6031367722462164+495.3801068337932634j,
1.507225e+02,2.1277994653777768+4.4895721631433112j,26.1753533817773132+501.0933646003467175j,
1.524696e+02,2.1525008030877295+4.5353342939136221j,26.7608441601278173+506.8718375144472361j,
1.542369e+02,2.1777075047594536+4.5814241916311218j,27.3599154216772149+512.7162462418190216j,
1.560246e+02,2.2034283364844853+4.6278395210023691j,27.9728804732258141+518.6273185735281004j,
1.578331e+02,2.2296721468876939+4.6745777565502902j,28.6000597700422077+524.6057894660865486j,
1.596626e+02,2.2564478645996005+4.7216361773156024j,29.2417810751958314+530.6524010805671878j,
1.615133e+02,2.2837644955379979+4.7690118615094690j,29.8983796222910314+536.7679028206728162j,
1.633854e+02,2.3116311199923985+4.8167016811219519j,30.5701982816353848+542.9530513696918206j,
1.652792e+02,2.3400568895051350+4.8647022964912656j,31.2575877298859268+549.2086107262820178j,
1.671950e+02,2.3690510235427169+4.9130101508391224j,31.9609066232878831+555.5353522390092849j,
1.691330e+02,2.3986228059511241+4.9616214647778936j,32.6805217745368282+561.9340546395761748j,
1.710934e+02,2.4287815811887619+5.0105322307956666j,33.4168083333242976+568.4055040746652594j,
1.730766e+02,2.4595367503308161+5.0597382077256974j,34.1701499706668983+574.9504941363243233j,
1.750827e+02,2.4908977668387813+5.1092349152071685j,34.9409390670498397+581.5698258908142861j,
1.771121e+02,2.5228741320890826+5.1590176281445776j,35.7295769044812914+588.2643079058408375j,
1.791650e+02,2.5554753906547099+5.2090813711735215j,36.5364738624975871+595.0347562760849769j,
1.812418e+02,2.5887111253339903+5.2594209131410867j,37.3620496182247734+601.8819946469479873j,
1.833425e+02,2.6225909519207526+5.3100307616095019j,38.2067333505219722+608.8068542364198947j,
1.854677e+02,2.6571245137101727+5.3609051573921800j,39.0709639483211504+615.8101738549788706j,
1.876175e+02,2.6923214757349996+5.4120380691317322j,39.9551902231996792+622.8927999234271056j,
1.897922e+02,2.7281915187268986+5.4634231879300277j,40.8598711262784491+630.0555864885611754j,
1.919921e+02,2.7647443327979175+5.5150539220408419j,41.7854759694946551+637.2993952365787891j,
1.942175e+02,2.8019896108374489+5.5669233916361236j,42.7324846513511147+644.6250955041095949j,
1.964687e+02,2.8399370416202459+5.6190244236574047j,43.7013878871875932+652.0335642867651131j,
1.987460e+02,2.8785963026214354+5.6713495467643646j,44.6926874440578104+659.5256862450901281j,
2.010496e+02,2.9179770525348339+5.7238909863930543j,45.7068963802830694+667.1023537078012851j,
2.033800e+02,2.9580889234912497+5.7766406599367617j,46.7445392897534475+674.7644666721881777j,
2.057374e+02,2.9989415129739037+5.8295901720630203j,47.8061525510565843+682.5129328015513011j,
2.081222e+02,3.0405443754285493+5.8827308101807070j,48.8922845814959146+690.3486674195490878j,
2.105345e+02,3.0829070135663912+5.9360535400716676j,50.0034960960783792+698.2725935013158960j,
2.129749e+02,3.1260388693584105+5.9895490017017945j,51.1403603715352801+706.2856416612144130j,
2.154435e+02,3.1699493147203128+6.0432075052269072j,52.3034635154617717+714.3887501370772952j,
2.179407e+02,3.2146476418879715+6.0970190272092406j,53.4934047406368336+722.5828647707888877j,
2.204669e+02,3.2601430534837021+6.1509732070607894j,54.7107966445983038+730.8689389850571843j,
2.230223e+02,3.3064446522746991+6.2050593437301416j,55.9562654945439135+739.2479337562095907j,
2.256074e+02,3.3535614306254473+6.2592663926498409j,57.2304515176165296+747.7208175828603771j,
2.282224e+02,3.4015022596467652+6.3135829629616804j,58.5340091966845648+756.2885664502676946j,
2.308678e+02,3.4502758780450691+6.3679973150376536j,59.8676075716120977+764.9521637902161046j,
2.335438e+02,3.4998908806760980+6.4224973583146259j,61.2319305461678596+773.7126004362389722j,
2.362508e+02,3.5503557068084035+6.4770706494610257j,62.6276772005858220+782.5708745739957521j,
2.389893e+02,3.6016786281027748+6.5317043908941557j,64.0555621098556003+791.5279916866136318j,
2.417594e+02,3.6538677363147301+6.5863854296668354j,65.5163156678136147+800.5849644947941215j,
2.445617e+02,3.7069309307282339+6.6411002567423427j,67.0106844171041303+809.7428128914808667j,
2.473964e+02,3.7608759053298826+6.6958350066766608j,68.5394313850265462+819.0025638708796123j,
2.502640e+02,3.8157101357337773+6.7505754577271277j,70.1033364254035405+828.3652514516099927j,
2.531648e+02,3.8714408658685784+6.8053070324066116j,71.7031965664482414+837.8319165937701882j,
2.560993e+02,3.9280750944391869+6.8600147985022231j,73.3398263647341082+847.4036071096787737j,
2.590678e+02,3.9856195611768790+6.9146834705775699j,75.0140582653129968+857.0813775680603612j,
2.620707e+02,4.0440807328927431+6.9692974119772861j,76.7267429680032365+866.8662891914294732j,
2.651084e+02,4.1034647893506193+7.0238406373523796j,78.4787497999259358+876.7594097464174183j,
2.681813e+02,4.1637776089769147+7.0782968157246486j,80.2709670943131641+886.7618134267880805j,
2.712898e+02,4.2250247544259718+7.1326492741079832j,82.1043025756443967+896.8745807288696597j,
2.744343e+02,4.2872114580209022+7.1868810017039566j,83.9796837511203194+907.0987983191344028j,
2.776153e+02,4.3503426070911537+7.2409746546885216j,85.8980583085358376+917.4355588936348340j,
2.808332e+02,4.4144227292292566+7.2949125616061012j,87.8603945205522905+927.8859610290141973j,
2.840884e+02,4.4794559774906073+7.3486767293864839j,89.8676816554325342+938.4511090247846141j,
2.873813e+02,4.5454461155613419+7.4022488499993360j,91.9209303941934195+949.1321127365691837j,
2.907123e+02,4.6123965029206389+7.4556103077601135j,94.0211732542611571+959.9300873999907253j,
2.940820e+02,4.6803100800250999+7.5087421873002498j,96.1694650195859140+970.8461534448823613j,
2.974908e+02,4.7491893535440166+7.5616252822133756j,98.3668831772374688+981.8814362994826297j,
3.009390e+02,4.8190363816755575+7.6142401043882266j,100.6145283604710130+993.0370661842783875j,
3.044272e+02,4.8898527595751258+7.6665668940375911j,102.9135247982794681+1004.3141778951344349j,
3.079559e+02,4.9616396049281946+7.7185856304312690j,105.2650207713504642+1015.7139105753584545j,
3.115254e+02,5.0343975437009778+7.7702760433396518j,107.6701890744934644+1027.2374074763181397j,
3.151363e+02,5.1081266961034935+7.8216176251928973j,110.1302274854133429+1038.8858157062409191j,
3.187891e+02,5.1828266628002311+7.8725896439590866j,112.6463592398595210+1050.6602859667957546j,
3.224842e+02,5.2584965114048092+7.9231711567430123j,115.2198335130597115+1062.5619722770652515j,
3.262222e+02,5.3351347632956188+7.9733410241054292j,117.8519259073964349+1074.5920316844894842j,
3.300035e+02,5.4127393807902440+8.0230779251006616j,120.5439389462571853+1086.7516239623641923j,
3.338286e+02,5.4913077547170204+8.0723603730285802j,123.2972025739600213+1099.0419112934662280j,
3.376980e+02,5.5708366924227075+8.1211667318947285j,126.1130746616981924+1111.4640579393580992j,
3.416123e+02,5.6513224062555061+8.1694752335703953j,128.9929415193873865+1124.0192298949204996j,
3.455720e+02,5.7327605025630639+8.2172639956421776j,131.9382184132700786+1136.7085945276594430j,
3.495776e+02,5.8151459712452720+8.2645110399382133j,134.9503500892133161+1149.5333202013036953j,
3.536296e+02,5.8984731759015627+8.3111943117161271j,138.0308113015162235+1162.4945758832161573j,
3.577285e+02,5.9827358446124919+8.3572916994951889j,141.1811073470671545+1175.5935307351273877j,
3.618750e+02,6.0679270613950216+8.4027810555128379j,144.4027746047449909+1188.8313536866739923j,
3.660695e+02,6.1540392583705472+8.4476402167833573j,147.6973810797808255+1202.2092129912500695j,
3.703127e+02,6.2410642086841523+8.4918470267338684j,151.0665269529872603+1215.7282757636212409j,
3.746050e+02,6.3289930202129572+8.5353793573904930j,154.5118451345697395+1229.3897074987823999j,
3.789471e+02,6.4178161301003644+8.5782151320849493j,158.0350018222943618+1243.1946715715059781j,
3.833395e+02,6.5075233001521653+8.6203323486494501j,161.6376970637902559+1257.1443287160282125j,
3.877828e+02,6.5981036131291191+8.6617091030652809j,165.3216653226918424+1271.2398364852997474j,
3.922777e+02,6.6895454699693175+8.7023236135280921j,169.0886760483317630+1285.4823486892314577j,
3.968246e+02,6.7818365879720304+8.7421542448904734j,172.9405342486697919+1299.8730148113454561j,
4.014242e+02,6.8749639999731098+8.7811795334401985j,176.8790810661430442+1314.4129794032346581j,
4.060772e+02,6.9689140545399866+8.8193782119702036j,180.9061943560409418+1329.1033814562244970j,
4.107841e+02,7.0636724172123788+8.8567292350942388j,185.0237892670702422+1343.9453537496269746j,
4.155455e+02,7.1592240728125613+8.8932118047601278j,189.2338188236644783+1358.9400221749579032j,
4.203622e+02,7.2555533288465401+8.9288053959105422j,193.5382745096303552+1374.0885050354854684j,
4.252346e+02,7.3526438200152295+8.9634897822394866j,197.9391868526599865+1389.3919123204773314j,
4.301636e+02,7.4504785138516336+8.9972450619908919j,202.4386260092123848+1404.8513449534905249j,
4.351497e+02,7.5490397174976245+9.0300516837443094j,207.0387023492839944+1420.4678940140508985j,
4.401935e+02,7.6483090856305971+9.0618904721312408j,211.7415670404752746+1436.2426399320670498j,
4.452959e+02,7.7482676295474686+9.0927426534244180j,216.5494126308021805+1452.1766516543048056j,
4.504573e+02,7.8488957274100617+9.1225898809414510j,221.4644736296395422+1468.2709857822503636j,
4.556786e+02,7.9501731356527809+9.1514142602033512j,226.4890270861451427+1484.5266856806929354j,
4.609604e+02,8.0520790015500516+9.1791983737877576j,231.6253931644732802+1500.9447805563327165j,
4.663035e+02,8.1545918769374648+9.2059253058164803j,236.8759357150993310+1517.5262845057436607j,
4.717085e+02,8.2576897330771573+9.2315786660165777j,242.2430628414531384+1534.2721955319971130j,
4.771761e+02,8.3613499766542958+9.2561426132943421j,247.7292274611027096+1551.1834945292600878j,
4.827071e+02,8.4655494668880085+9.2796018787618415j,253.3369278606314765+1568.2611442346890271j,
4.883022e+02,8.5702645337364149+9.3019417881560873j,259.0687082433596515+1585.5060881469187279j,
4.939622e+02,8.6754709971719119+9.3231482835917152j,264.9271592689710815+1602.9192494104763682j,
4.996877e+02,8.7811441874991463+9.3432079445890555j,270.9149185840869904+1620.5015296654364647j,
5.054797e+02,8.8872589666846871+9.3621080083206198j,277.0346713427825307+1638.2538078616385064j,
5.113388e+02,8.9937897506638489+9.3798363890205838j,283.2891507159984030+1656.1769390368031054j,
5.172657e+02,9.1007105325867155+9.3963816965035143j,289.6811383887325064+1674.2717530578856895j,
5.232614e+02,9.2079949069620834+9.4117332537404650j,296.2134650438601966+1692.5390533250147200j,
5.293266e+02,9.3156160946548514+9.4258811134428893j,302.8890108313844394+1710.9796154373814261j,
5.354621e+02,9.4235469686892905+9.4388160736070059j,309.7107058218771272+1729.5941858204496384j,
5.416687e+02,9.5317600808076293+9.4505296919740083j,316.6815304427582305+1748.3834803138759071j,
5.479472e+02,9.6402276887307377+9.4610142993642441j,323.8045158960940171+1767.3481827195610094j,
5.542986e+02,9.7489217840648923+9.4702630118464892j,331.0827445564646041+1786.4889433092362196j,
5.607235e+02,9.8578141207963927+9.4782697417066295j,338.5193503474365571+1805.8063772910588796j,
5.672229e+02,9.9668762443134167+9.4850292071834250j,346.1175190951125842+1825.3010632346802140j,
5.737976e+02,10.0760795208926286+9.4905369409424534j,353.8804888571285119+1844.9735414542856233j,
5.804486e+02,10.1853951675861669+9.4947892972630967j,361.8115502254822786+1864.8243123491506594j,
5.871766e+02,10.2947942824432328+9.4977834579170111j,369.9140466014523554+1884.8538347012668055j,
5.939827e+02,10.4042478749991023+9.4995174367205522j,378.1913744408211642+1905.0625239296516611j,
6.008676e+02,10.5137268969634441+9.4999900827474413j,386.6469834675663151+1925.4507503009717766j,
6.078323e+02,10.6232022730389719+9.4992010821920196j,395.2843768541260943+1946.0188370961773217j,
6.148778e+02,10.7326449318010386+9.4971509588774712j,404.1071113662110292+1966.7670587328650527j,
6.220049e+02,10.8420258365685029+9.4938410734075180j,413.1187974701897474+1987.6956388431678988j,
6.292146e+02,10.9513160161962038+9.4892736209640827j,422.3230994008881680+2008.8047483069856298j,
6.365079e+02,11.0604865957197358+9.4834516277576117j,431.7237351876356115+2030.0945032404699759j,
6.438857e+02,11.1695088267837903+9.4763789461406915j,441.3244766363513918+2051.5649629397080389j,
6.513491e+02,11.2783541177860780+9.4680602483996399j,451.1291492653108435+2073.2161277796221839j,
6.588990e+02,11.3869940636700697+9.4585010192426413j,461.1416321922442876+2095.0479370681982800j,
6.665363e+02,11.4954004753010164+9.4477075470068659j,471.3658579703314899+2117.0602668561837163j,
6.742622e+02,11.6035454083614056+9.4356869136107129j,481.8058123705486651+2139.2529277025223564j,
6.820777e+02,11.7114011917037679+9.4224469832808673j,492.4655341078359925+2161.6256623958615819j,
6.899837e+02,11.8189404551008295+9.4079963900874475j,503.3491145083971787+2184.1781436325409231j,
6.979814e+02,11.9261361563352750+9.3923445243236916j,514.4606971154662460+2206.9099716515938781j,
7.060718e+02,12.0329616075738492+9.3755015177698429j,525.8044772307403036+2229.8206718273895603j,
7.142559e+02,12.1393905009731569+9.3574782278837798j,537.3847013886843342+2252.9096922206231284j,
7.225349e+02,12.2453969334674042+9.3382862209638127j,549.2056667607666895+2276.1764010885194693j,
7.309099e+02,12.3509554306912346+9.3179377543314068j,561.2717204867440159+2299.6200843551882826j,
7.393820e+02,12.4560409699939854+9.2964457575841859j,573.5872589299378888+2323.2399430432337795j,
7.479523e+02,12.5606290025049141+9.2738238129714095j,586.1567268534818140+2347.0350906678140745j,
7.566219e+02,12.6646954742122713+9.2500861349462529j,598.9846165144335828+2371.0045505945163313j,
7.653919e+02,12.7682168460226162+9.2252475489506089j,612.0754666725897550+2395.1472533625369579j,
7.742637e+02,12.8711701127701410+9.1993234694897890j,625.4338615108354134+2419.4620339748039441j,
7.832383e+02,12.9735328211494583+9.1723298775554500j,639.0644294637786516+2443.9476291568494162j,
7.923169e+02,13.0752830865488452+9.1442832974561465j,652.9718419514592824+2468.6026745863864562j,
8.015007e+02,13.1763996087645019+9.1152007731154896j,667.1608120147793670+2493.4257020957315945j,
8.107910e+02,13.2768616865801121+9.0850998438984387j,681.6360928494159452+2518.4151368493603513j,
8.201889e+02,13.3766492311994316+9.0539985200263704j,696.4024762348435615+2543.5692944991019431j,
8.296959e+02,13.4757427785233226+9.0219152576416004j,711.4647908551942237+2568.8863783196347867j,
8.393129e+02,13.5741235002660883+8.9888689335817880j,726.8279005085496465+2594.3644763271672673j,
8.490415e+02,13.6717732139094252+8.9548788199241791j,742.4967022014261602+2620.0015583843573950j,
8.588829e+02,13.7686743914956686+8.9199645583589842j,758.4761241250762396+2645.7954732947700904j,
8.688383e+02,13.8648101672653059+8.8841461344502903j,774.7711235103724903+2671.7439458903427294j,
8.789091e+02,13.9601643441468770+8.8474438518418754j,791.3866843579708075+2697.8445741155965152j,
8.890966e+02,14.0547213991104609+8.8098783064640660j,808.3278150406204077+2724.0948261125008685j,
8.994022e+02,14.1484664873988226+8.7714703607962843j,825.5995457743774750+2750.4920373101790574j,
9.098273e+02,14.2413854456532043+8.7322411182384538j,843.2069259557265468+2777.0334075238470177j,
9.203732e+02,14.3334647939532527+8.6922118976426788j,861.1550213615137181+2803.7159980676265150j,
9.310413e+02,14.4246917367931751+8.6514042080547462j,879.4489112088576803+2830.5367288861198176j,
9.418332e+02,14.5150541630185543+8.6098397237130584j,898.0936850721482188+2857.4923757098772512j,
9.527500e+02,14.6045406447503545+8.5675402593505403j,917.0944396544873598+2884.5795672401450247j,
9.637935e+02,14.6931404353248070+8.5245277458428195j,936.4562754109774687+2911.7947823685267394j,
9.749649e+02,14.7808434662795651+8.4808242062438470j,956.1842930214570515+2939.1343474374634752j,
9.862658e+02,14.8676403434182980+8.4364517322476811j,976.2835897104123433+2966.5944335476647211j,
9.976978e+02,14.9535223419873713+8.3914324611129008j,996.7592554120074055+2994.1710539189275551j,
1.009262e+03,15.0384814009995917+8.3457885530835725j,1017.6163687783300702+3021.8600613109938422j,
1.020961e+03,15.1225101167411289+8.2995421693383715j,1038.8599930292202771+3049.6571455113689808j,
1.032795e+03,15.2056017354988775+8.2527154504968809j,1060.4951716422237951+3077.5578308973176718j,
1.044766e+03,15.2877501455460756+8.2053304957096955j,1082.5269238815017161+3105.5574740794218087j,
1.056876e+03,15.3689498684249735+8.1574093423564591j,1104.9602401647935039+3133.6512616344307389j,
1.069126e+03,15.4491960495656375+8.1089739463734798j,1127.8000772677805799+3161.8342079353010377j,
1.081519e+03,15.5284844482804480+8.0600461632301865j,1151.0513533656030631+3190.1011530866230714j,
1.094055e+03,15.6068114271740246+8.0106477295712359j,1174.7189429114841914+3218.4467609737903331j,
1.106736e+03,15.6841739410083605+7.9608002455387510j,1198.8076713528917026+3246.8655174345794876j,
1.119564e+03,15.7605695250629445+7.9105251577868723j,1223.3223096859328507+3275.3517285619386712j,
1.132541e+03,15.8359962830293881+7.8598437431984962j,1248.2675688491726760+3303.8995191470262398j,
1.145669e+03,15.9104528744797484+7.8087770933119751j,1273.6480939583980216+3332.5028312717263361j,
1.158948e+03,15.9839385019474172+7.7573460994633141j,1299.4684583843136352+3361.1554230600231676j,
1.172382e+03,16.0564528976587440+7.7055714386474774j,1325.7331576756496361+3389.8508675977941493j,
1.185971e+03,16.1279963099530228+7.6534735601003527j,1352.4466033305816381+3418.5825520306971157j,
1.199718e+03,16.1985694894277046+7.6010726726011306j,1379.6131164198941406+3447.3436768499791469j,
1.213624e+03,16.2681736748449097+7.5483887324929277j,1407.2369210658234806+3476.1272553760859410j,
1.227691e+03,16.3368105788343136+7.4954414324179650j,1435.3221377810987178+3504.9261134500775370j,
1.241921e+03,16.4044823734266600+7.4422501907617882j,1463.8727766731590236+3533.7328893428657466j,
1.256317e+03,16.4711916754509815+7.3888341417996983j,1492.8927305192191852+3562.5400338923318486j,
1.270879e+03,16.5369415318276225+7.3352121265369510j,1522.3857677183568740+3591.3398108783680982j,
1.285610e+03,16.6017354047879699+7.2814026842331003j,1552.3555251274610782+3620.1242976458652265j,
1.300511e+03,16.6655771570506133+7.2274240445995463j,1582.8055007884540828+3648.8853859855817063j,
1.315586e+03,16.7284710369825369+7.1732941206582117j,1613.7390465549087821+3677.6147832827309685j,
1.330835e+03,16.7904216637725447+7.1190305022482550j,1645.1593606267142604+3706.3040139430104318j,
1.346261e+03,16.8514340126430220+7.0646504501667575j,1677.0694800022756681+3734.9444211055742926j,
1.361865e+03,16.9115134001247718+7.0101708909284426j,1709.4722728581964475+3763.5271686522810342j,
1.377651e+03,16.9706654694184138+6.9556084121287460j,1742.3704308672440675+3792.0432435222573986j,
1.393619e+03,17.0288961758644923+6.9009792583938419j,1775.7664614659697691+3820.4834583405518060j,
1.409773e+03,17.0862117725432512+6.8462993279006348j,1809.6626800840549549+3848.8384543692677653j,
1.426114e+03,17.1426187960236547+6.7915841694492203j,1844.0612023481753567+3877.0987047892253941j,
1.442644e+03,17.1981240522799936+6.7368489800698539j,1878.9639362737761985+3905.2545183197203187j,
1.459366e+03,17.2527346027931898+6.6821086031461281j,1914.3725744588919042+3933.2960431835035706j,
1.476281e+03,17.3064577508526014+6.6273775270357520j,1950.2885862947241549+3961.2132714235494859j,
1.493393e+03,17.3593010280730091+6.5726698841700975j,1986.7132102084297003+3988.9960435776088161j,
1.510703e+03,17.4112721811401379+6.5179994506135408j,2023.6474459540877433+4016.6340537159117048j,
1.528214e+03,17.4623791587970523+6.4633796460635411j,2061.0920469685142962+4044.1168548467107939j,
1.545928e+03,17.5126300990824646+6.4088235342723125j,2099.0475128091329680+4071.4338646936089390j,
1.563847e+03,17.5620333168310623+6.3543438238710426j,2137.5140816916500626+4098.5743718478624942j,
1.581973e+03,17.6105972914446944+6.2999528695776252j,2176.4917231458530296+4125.5275422979866562j,
1.600310e+03,17.6583306549424002+6.2456626737690453j,2215.9801308083033291+4152.2824263381517085j,
1.618860e+03,17.7052421802961355+6.1914848883996632j,2255.9787153711486098+4178.8279658558803931j,
1.637624e+03,17.7513407700581602+6.1374308172469298j,2296.4865977067174754+4205.1530019986548723j,
1.656606e+03,17.7966354452850872+6.0835114184662560j,2337.5026021878429674+4231.2462832179453471j,
1.675808e+03,17.8411353347627042+6.0297373074370704j,2379.0252502242874471+4257.0964736881824138j,
1.695232e+03,17.8848496645349258+5.9761187598824019j,2421.0527540357516045+4282.6921620970442746j,
1.714882e+03,17.9277877477392309+5.9226657152446949j,2463.5830106822877497+4308.0218708023230647j,
1.734759e+03,17.9699589747504298+5.8693877803008965j,2506.6135963729302603+4333.0740653494522121j,
1.754867e+03,18.0113728036336731+5.8162942330002894j,2550.1417610735388735+4357.8371643425598450j,
1.775208e+03,18.0520387509070197+5.7633940265089256j,2594.1644234347577367+4382.2995496607054520j,
1.795785e+03,18.0919663826132577+5.7106957934449802j,2638.6781660609585742+4406.4495770096827982j,
1.816600e+03,18.1311653056999980+5.6582078502897595j,2683.6792311408562455+4430.2755867985142686j,
1.837656e+03,18.1696451597065582+5.6059382019595745j,2729.1635164602712393+4453.7659153284394051j,
1.858957e+03,18.2074156087555714+5.5538945465241785j,2775.1265718171644039+4476.9089062809589450j,
1.880504e+03,18.2444863338468046+5.5020842800578835j,2821.5635958586899505+4499.6929224901259659j,
1.902301e+03,18.2808670254502168+5.4505145016100531j,2868.4694333595116404+4522.1063579830406525j,
1.924351e+03,18.3165673763947972+5.3991920182820454j,2915.8385729600486229+4544.1376502711436842j,
1.946656e+03,18.3515970750494333+5.3481233503982653j,2963.6651453826580109+4565.7752928737027105j,
1.969220e+03,18.3859657987916378+5.2973147367594233j,3011.9429221429900281+4587.0078480535421477j,
1.992046e+03,18.4196832077596611+5.2467721399665983j,3060.6653147729202828+4607.8239597438996498j,
2.015136e+03,18.4527589388832247+5.1965012518051967j,3109.8253745705096662+4628.2123666440656962j,
2.038493e+03,18.4852026001878649+5.1465074986783979j,3159.4157928914428339+4648.1619154602876733j,
2.062122e+03,18.5170237653675791+5.0967960470801108j,3209.4289019952266244+4667.6615742673520799j,
2.086024e+03,18.5482319686203674+5.0473718090979922j,3259.8566764583283657+4686.7004459651352590j,
2.110203e+03,18.5788366997409469+4.9982394479375225j,3310.6907351650206692+4705.2677818034835582j,
2.134663e+03,18.6088473994649135+4.9494033834585665j,3361.9223438854651249+4723.3529949477833725j,
2.159406e+03,18.6382734550583109+4.9008677977163684j,3413.5424184490120751+4740.9456740567957240j,
2.184436e+03,18.6671241961466450+4.8526366404992691j,3465.5415285192939336+4758.0355968434714669j,
2.209756e+03,18.6954088907771343+4.8047136348559922j,3517.9099019759732982+4774.6127435888556647j,
2.235370e+03,18.7231367417080214+4.7571022826056213j,3570.6374299065173545+4790.6673105785221196j,
2.261280e+03,18.7503168829186215+4.7098058698239331j,3623.7136722095101504+4806.1897234305233724j,
2.287491e+03,18.7769583763338872+4.6628274723000755j,3677.1278638093872360+4821.1706502834240382j,
2.314005e+03,18.8030702087570774+4.6161699609579676j,3730.8689214806208838+4835.6010148127106731j,
2.340827e+03,18.8286612890042733+4.5698360072372060j,3784.9254512775351031+4849.4720090436821920j,
2.367960e+03,18.8537404452343544+4.5238280884286164j,3839.2857565641206747+4862.7751059288802935j,
2.395407e+03,18.8783164224682416+4.4781484929598934j,3893.9378466362886684+4875.5020716581648230j,
2.423173e+03,18.9023978802910193+4.4327993256271991j,3948.8694459271318919+4887.6449776697563721j,
2.451260e+03,18.9259933907308557+4.3877825127688261j,4004.0680037838546923+4899.1962123308248920j,
2.479673e+03,18.9491114363084634+4.3430998073773930j,4059.5207048030979422+4910.1484922566987734j,
2.508415e+03,18.9717604082510682+4.2987527941473571j,4115.2144797096116235+4920.4948732382781600j,
2.537490e+03,18.9939486048648796+4.2547428944548393j,4171.1360167612383520+4930.2287607479565850j,
2.566903e+03,19.0156842300600957+4.2110713712671473j,4227.2717736614249588+4939.3439199951753835j,
