Frequency,M2a to BHD,M2b to BHD,DARM to BHD,M6 to BHD,M7 to BHD,M9 to BHD,M2a to PDH_A,M2b to PDH_B,DARM to PDH,M6 to PDH_A,M6 to PDH_B,M7 to PDH_A,M7 to PDH_B,M9 to PDH_A,M9 to PDH_B,
1.472883e+01,1020009.9497867970494553+211661501.6368587315082550j,-1019999.3066640673205256-211662214.7359494268894196j,-1020004.6282254322431982-211661858.1864040791988373j,350.1281923333212376+71335.8273078685306245j,322.3534907641993073+65677.3549822862114524j,-0.0006546725442549-0.1382783305881453j,-90633971.0862955749034882+218375.6268336183857173j,-91536247.0677047818899155+220551.0113990594982170j,451137.9907046034932137-1087.6922827205562498j,0.0000072792764106-0.0011627059836339j,-0.1857086354990713-77.0776432769923758j,0.1692852503775449+70.2657986274430613j,-0.0000148708160773+0.0031070421066998j,0.0000098231902318-0.0015068989505280j,0.0000099377367054-0.0015225468465466j,
1.486525e+01,1038958.1599787252489477+213621880.5401366055011749j,-1038966.0670230953255668-213622600.6992218196392059j,-1038962.1135009103454649-213622240.6196792125701904j,356.6390673683274599+71996.5294606217939872j,328.3520469570605655+66285.6491729767876677j,-0.0006660992640912-0.1395591321557157j,-90633961.0021975934505463+220398.0838648188218940j,-91536236.9478676915168762+222599.8764816249022260j,451137.9728350490331650-1100.8963084030401660j,0.0000094071430606-0.0032560301787108j,-0.1891652169959110-77.7915093794047436j,0.1724505815771505+70.9143004865119622j,-0.0000010175821110+0.0009878721121434j,-0.0000091418701025+0.0014950183147233j,-0.0000092431516428+0.0015104778943618j,
1.500293e+01,1058311.8001806649845093+215600415.6027611494064331j,-1058309.1737826808821410-215601142.1769582629203796j,-1058310.4869816729333252-215600778.8898597061634064j,363.2787062924990664+72663.3504833463957766j,334.4649999921517178+66899.5768813371541910j,-0.0006707502302141-0.1408517138985933j,-90633950.7963626235723495+222440.9286739076196682j,-91536226.5909665524959564+224658.4344745497219265j,451137.8973019644618034-1108.7529003210511291j,0.0000075547158030-0.0021572489967366j,-0.1926861395771217-78.5119854013784817j,0.1756598893062726+71.5711153864933038j,0.0000001061293632+0.0000048371277237j,0.0000001037966390+0.0000075393764503j,0.0000001150845494+0.0000075717442898j,
1.514189e+01,1077999.5706450054422021+217597274.0387063324451447j,-1078003.3212004101369530-217598007.2970732152462006j,-1078001.4459227076731622-217597640.6678897738456726j,370.0391370403459064+73336.3470428139553405j,340.6871210456422432+67519.1902776620700024j,-0.0006948852437043-0.1421562860856672j,-90633940.3976654261350632+224504.1219139420427382j,-91536216.0677981525659561+226738.6640184548450634j,451137.8350663632154465-1117.2710522564011626j,0.0000005972709311-0.0010250019333259j,-0.1962795276005030-79.2379366246823906j,0.1789289593670380+72.2340120936077881j,-0.0000005467782279+0.0009535534634671j,-0.0000082670192029+0.0014426063065600j,-0.0000083656572304+0.0014573469996883j,
1.528214e+01,1098061.3340648352168500+219612625.6723921000957489j,-1098071.4081575989257544-219613365.7057713568210602j,-1098066.3711112169548869-219612995.6890817284584045j,376.9278117912459152+74015.5763115871232003j,347.0273456712968141+68144.5419958008860704j,-0.0006992513985737-0.1434828370982285j,-90633929.7967919260263443+226583.4174093441397417j,-91536205.3423776775598526+228835.2874527480744291j,451137.7727928757667542-1125.9350217019673437j,-0.0000062111333345+0.0010709553121533j,-0.1999389442637938-79.9706654952458251j,0.1822588246065132+72.9030485513502384j,-0.0000002888109917+0.0009355438115203j,0.0000069812937845-0.0006694655793903j,0.0000029181676949-0.0006772470724567j,
1.542369e+01,1118511.2314936954062432+221646641.7443226873874664j,-1118515.0427084013354033-221647388.6482788622379303j,-1118513.1371010483708233-221647015.1963007748126984j,383.9450606773185655+74701.0960028905683430j,353.4900100118915702+68775.6851596329215681j,-0.0007176674614904-0.1448017182290427j,-90633918.9773402214050293+228676.3562241759500466j,-91536194.4343654513359070+230952.4188159872137476j,451137.7285126149654388-1138.0312959056318505j,-0.0000003423265447+0.0009788198098354j,-0.2036530708030674-80.7125483521638643j,0.1856506958392802+73.5782821091858494j,0.0000003140568698-0.0009099371423130j,0.0000076450865526-0.0013750423237335j,0.0000077303881268-0.0013898729169652j,
1.556654e+01,1139331.2769294534809887+223699495.1043473780155182j,-1139329.1985739294905216-223700248.9438666403293610j,-1139330.2377516916021705-223699872.0241070091724396j,391.0899423382080045+75392.9643637306580786j,360.0700858301407834+69412.6734056824352592j,-0.0007352173106221-0.1461428971061480j,-90633907.9797965139150620+230790.8636245895177126j,-91536183.3438365608453751+233091.1471152160083875j,451137.6820200234651566-1150.1417453132453375j,-0.0000055699978041+0.0019942550233787j,-0.2074490153008997-81.4589793533381652j,0.1891163947890280+74.2577251684893014j,0.0000101304955156-0.0036696216931955j,0.0000001210136377+0.0000091796172453j,0.0000001106440692+0.0000085939670524j,
1.571072e+01,1160521.4692979145329446+225771360.1738999187946320j,-1160519.5896322594489902-225772121.0442320704460144j,-1160520.5294650869909674-225771740.6090660095214844j,398.3637600410398250+76091.2401861639227718j,366.7669730683987268+70055.5608683461032342j,-0.0007432245417060-0.1474964925371609j,-90633896.8469453901052475+232934.8808837180258706j,-91536172.0911357551813126+235256.5174124389595818j,451137.6220951825380325-1160.8182643604668556j,0.0000047878130904-0.0019696827454237j,-0.2112979327698483-82.2157184095928812j,0.1926249220919756+74.9475681919484629j,0.0000001285947946+0.0000049809295346j,0.0000001027755351+0.0000085829058986j,0.0000000934561919+0.0000080455955961j,
1.585624e+01,1182111.7361193222459406+227862413.0428349077701569j,-1182121.9125374306458980-227863180.8705850839614868j,-1182116.8243283764459193-227862796.9567099809646606j,405.7792404458593865+76795.9827595288224984j,373.5903139542625695+70704.4021433236339362j,-0.0007641656891727-0.1488625331508598j,-90633885.4774101227521896+235095.0009926854108926j,-91536160.5856708139181137+237431.8234091617050581j,451137.5541303455829620-1168.4112082381470827j,-0.0000050083382034+0.0009939514288077j,-0.2152412972158363-82.9749860932993073j,0.1962096964442963+75.6417358207993260j,0.0000005564031014+0.0008683702848296j,-0.0000062776917239+0.0013137105003970j,-0.0000063370783100+0.0013270104938315j,
1.600310e+01,1204125.2758177362848073+229972831.1846688985824585j,-1204129.3265735576860607-229973606.1463001370429993j,-1204127.3011956471018493-229973218.6654845178127289j,413.3332972251770343+77507.2519797454879154j,380.5471264083603842+71359.2523402378574247j,-0.0007573831485901-0.1502413322430044j,-90633873.8752288222312927+237267.1738443307403941j,-91536148.8831943273544312+239628.7471515987708699j,451137.5039827525615692-1180.7866536340152379j,0.0000005391278733+0.0009081875841150j,-0.2192415303039212-83.7446098430011858j,0.1998611611481101+76.3423350888306800j,-0.0000005049901464-0.0008440176908513j,0.0000061221798939-0.0012752907226515j,0.0000062080904050-0.0012894796622733j,
1.615133e+01,1226526.5837144113611430+232102794.0689461231231689j,-1226524.8687708985526115-232103576.2327060699462891j,-1226525.7262426549568772-232103185.1508260965347290j,421.0209258807293509+78225.1082988593552727j,387.6268801569046900+72020.1671358689927729j,-0.0007873253711715-0.1516328565681664j,-90633862.1037066280841827+239467.3927556790004019j,-91536137.0081395506858826+241853.8866466093459167j,451137.4522164613008499-1193.2469454651727574j,0.0000033208699492-0.0018630546856170j,-0.2233168333244503-84.5213113862043031j,0.2035805638181501+77.0494227653346684j,0.0000001113973964+0.0000053053265877j,0.0000000951402808+0.0000083470074419j,0.0000000909501934+0.0000076975441519j,
1.630092e+01,1249352.1454170865472406+234252482.5693988204002380j,-1249356.4418221334926784-234253271.9522733092308044j,-1249354.2936196099035442-234252877.2608360648155212j,428.8582150206605661+78949.6126546242448967j,394.8405827046541958+72687.2026512953598285j,-0.0007923746361410-0.1530372343303680j,-90633850.1089690625667572+241685.3538223722134717j,-91536124.8802753686904907+244090.9133070509415120j,451137.3856531530618668-1202.7797423393640202j,-0.0000001446540767-0.0000031368254036j,-0.2274776165089805-85.3030885664763332j,0.2073691972321901+77.7630588023130116j,0.0000001311870846+0.0000050205449752j,0.0000000923730436+0.0000102665530176j,0.0000001202418999+0.0000089147762126j,
1.645191e+01,1272624.1984670802485198+236422079.5664342343807220j,-1272600.0118527344893664-236422876.0599592924118042j,-1272612.1051599073689431-236422477.8131967782974243j,436.8369950141794220+79680.8266417333943537j,402.1864832504828087+73360.4155712473439053j,-0.0008156111879287-0.1544547273927594j,-90633837.9338126331567764+243930.0115991352940910j,-91536112.5592348873615265+246354.1942755356139969j,451137.3127111271023750-1212.0913382001599530j,-0.0000013795815379-0.0008675192216598j,-0.2317110074513241-86.0931717905908016j,0.2112283734276296+78.4833058411841336j,0.0000012785509328+0.0008065090771297j,-0.0000049152201614+0.0012215637863119j,-0.0000049780534884+0.0012342376681461j,
1.660429e+01,1296279.1270667903590947+238611768.6977132856845856j,-1296292.0323093759361655-238612572.7416366934776306j,-1296285.5796880831476301-238612170.7196750044822693j,444.9689573901734434+80418.8123455451714108j,409.6732167497451087+74039.8630643012438668j,-0.0039659838435484-0.1558891140370563j,-90633825.4605015665292740+246180.6798664105299395j,-91536099.9741123765707016+248632.3370837670809124j,451137.2568054050207138-1225.8286086782754865j,0.0000034508427427-0.0009138862802354j,-0.2360192161117340-86.8915681096158892j,0.2151593306284066+79.2102223179853837j,0.0000001319719099+0.0000039559997690j,0.0000048065790524-0.0011849257451296j,0.0000001014111049+0.0000073909004933j,
1.675808e+01,1320402.5127343873027712+240821736.7194211184978485j,-1320407.0133347602095455-240822548.2396438121795654j,-1320404.7630345737561584-240822142.4795324802398682j,453.2473793391081358+81163.6324982432706747j,417.2951741127354239+74725.6028871395683382j,-0.0008444154742326-0.1573290902324171j,-90633812.8265967816114426+248465.6532957666786388j,-91536087.2269467711448669+250938.6895694685226772j,451137.2001749947667122-1236.5181368509220192j,-0.0000017498208513-0.0008355897299458j,-0.2404155584981383-87.6953556676054262j,0.2191634591999317+79.9438717122662297j,0.0000016128387303+0.0007781405940143j,-0.0000042969234272+0.0011774762391703j,-0.0000043525640086+0.0011910167352131j,
1.691330e+01,1344981.9408739914651960+243052171.0456843972206116j,-1344992.2581029108259827-243052990.0499787032604218j,-1344987.0994884511455894-243052580.5478315353393555j,461.6864898715841719+81915.3503254412935348j,425.0630496477973566+75417.6932598587591201j,-0.0008638197434546-0.1587862062902389j,-90633799.9375806152820587+250764.5563934662495740j,-91536074.1997967660427094+253257.7230561606702395j,451137.1311080753803253-1246.5833313472103328j,-0.0000014803664849+0.0016899026962582j,-0.2448931228090913-88.5066325086652625j,0.2232421098775985+80.6843145884059680j,0.0000001162198598+0.0000038569857234j,0.0000001067219607+0.0000084772821137j,0.0000000991817854+0.0000076150072943j,
1.706995e+01,1370011.9713052827864885+245303261.2546939253807068j,-1370011.0149391822051257-245304087.9091156423091888j,-1370011.4931222326122224-245303674.5819047689437866j,470.2744426950973775+82674.0297627468826249j,432.9734388896421819+76116.1930059103324311j,-0.0008717896595917-0.1602657007961701j,-90633786.8254026323556900+253087.1516780247329734j,-91536060.9759996086359024+255608.8827997504849918j,451137.0752984881401062-1260.8655608628760092j,0.0000008537749349-0.0016660159115004j,-0.2494439299439043-89.3282987812072946j,0.2273966469400281+81.4316163095297725j,0.0000001253326589+0.0000034237340436j,0.0000016199408395+0.0000058213624620j,-0.0000016541794935+0.0000056088955077j,
1.722805e+01,1395501.0151390864048153+247575198.5918888151645660j,-1395505.8604172971099615-247576032.8692274391651154j,-1395503.4377781916409731-247575615.7305581271648407j,479.0260185203408696+83439.7351968931761803j,441.0290106030404331+76821.1614664913504384j,-0.0008975524620816-0.1617411323533430j,-90633773.4840008616447449+255433.5063184596365318j,-91536047.4927214533090591+257975.9021500615344848j,451137.0043602958321571-1271.1979158009489765j,-0.0000022074730049-0.0007917193856120j,-0.2540892837984723-90.1547103486663559j,0.2316284784266836+82.1858401022776377j,0.0000020638710192+0.0007353688900021j,-0.0000034366266443+0.0011137227549212j,-0.0000034711133653+0.0011251336999174j,
1.738762e+01,1421466.9376651893835515+249868176.0302842259407043j,-1421477.2711792523041368-249869017.9999518990516663j,-1421472.1044222209602594-249868597.0151180624961853j,487.9408973019536688+84212.5316968060506042j,449.2350032513323868+77532.6585187031596433j,-0.0009239230520705-0.1632390965386547j,-90633759.9022471904754639+257802.1619374658621382j,-91536033.7682292461395264+260365.5923222982382867j,451136.9329910278320312-1281.7151924161880743j,0.0000001393804193-0.0016070697299457j,-0.2588151868870092-90.9906359979633521j,0.2359341860526051+82.9486847290962714j,-0.0000003583974098+0.0029466214114984j,0.0000000959920855+0.0000059268616130j,0.0000001037456815+0.0000074819728698j,
1.754867e+01,1447931.3841334332246333+252182388.2566648423671722j,-1447936.3408090253360569-252183238.0593752861022949j,-1447933.8624712293967605-252182813.1580200791358948j,497.0233672006100960+84992.4849000901594991j,457.5987814188636094+78250.7445709164749132j,-0.0009242050944947-0.1647511127146667j,-90633746.0515249371528625+260184.8043916668393649j,-91536019.7871917486190796+262774.4851781473262236j,451136.8678334057331085-1294.8403932402434293j,-0.0000001334218562-0.0000036570509545j,-0.2636345190342556-91.8324770836342594j,0.2403299235940163+83.7153068304996992j,0.0000001178708013+0.0000039793135675j,0.0000001007497074+0.0000056963721610j,0.0000000995091066+0.0000063118766225j,
1.771121e+01,1474877.2079784295056015+254518032.0394555628299713j,-1474882.2529798094183207-254518889.7129447758197784j,-1474879.7304791193455458-254518460.8762001693248749j,506.2728987344581810+85779.6610878605424659j,466.1146318550507317+78975.4806800021469826j,-0.0009390956842195-0.1662770812132489j,-90633731.9655795246362686+262594.6468633657204919j,-91536005.5610920488834381+265208.3204081951989792j,451136.7977562621235847-1306.8367724147392437j,-0.0000001182327414-0.0000037506439600j,-0.2685407617352285-92.6830324971692932j,0.2448024670336749+84.4906822118863801j,0.0000001127528869+0.0000036849271876j,0.0000001079431410+0.0000062745101247j,0.0000000895400980+0.0000069036652165j,
1.787526e+01,1502318.5614255135878921+256875305.7246643006801605j,-1502341.8878360199742019-256876171.2975209057331085j,-1502330.2246307667810470-256875738.5110926032066345j,515.6966358874491334+86574.1271041755680926j,474.7889650758958737+79706.9283891527447850j,-0.0038684903150455-0.1678157060760918j,-90633717.6192831099033356+265024.7220026918221265j,-91535991.0772274434566498+267664.6871678819297813j,451136.7289721667766571-1319.9825825950538274j,0.0000025113616488+0.0007262656362741j,-0.2735383100491722-93.5414653875499909j,0.2493582520059885+85.2732369179874041j,0.0000001278342853+0.0000033524331236j,0.0000026363756690-0.0010216308632258j,0.0000001120215172+0.0000066391113510j,
1.804082e+01,1530276.2079711977858096+259254409.5930618941783905j,-1530281.4848788592498749-259255283.2269314229488373j,-1530278.8464250285178423-259254846.4099966585636139j,525.2895241096897507+87375.9504914996068692j,483.6228275029630481+80445.1498459938738961j,-0.0009852511476074-0.1693712985875620j,-90633703.0278681814670563+267483.5490077433059923j,-91535976.3354252278804779+270145.8823452290962450j,451136.6537785232067108-1331.1666687428951263j,-0.0000028809422818-0.0007211666065781j,-0.2786288767892614-94.4078484187193823j,0.2539988302795521+86.0630391443905864j,0.0000026735605897+0.0006716937420645j,-0.0000022013848368+0.0010159863721971j,-0.0000022223024664+0.0010264016040562j,
