Frequency,M2a to BHD,M2b to BHD,DARM to BHD,M6 to BHD,M7 to BHD,M9 to BHD,M2a to PDH_A,M2b to PDH_B,DARM to PDH,M6 to PDH_A,M6 to PDH_B,M7 to PDH_A,M7 to PDH_B,M9 to PDH_A,M9 to PDH_B,
6.106408e+02,1718761407.1429951190948486+8517028191.7576713562011719j,-1718767305.1141960620880127-8517056871.1293420791625977j,-1718764356.1285955905914307-8517042531.4435062408447266j,589882.2418697196990252+2868333.7835115790367126j,543092.0000442282762378+2640813.0946814431808889j,-1.1108860921099342-5.6219605341747050j,-89739133.2320070564746857+8964293.6857380364090204j,-90632502.6728748232126236+9053517.4494992401450872j,446684.7204338833689690-44611.8818806018680334j,0.0000004077148070+0.0000010829778826j,-316.0661280294220319-3163.9503677578290990j,288.1267305158638123+2884.2856534644752173j,0.0000000782078973+0.0000000800641788j,0.0000000557658899+0.0000001808041348j,0.0000000561305368+0.0000001816836622j,
6.162966e+02,1750104333.6427989006042480+8591142884.2283954620361328j,-1750110339.5163075923919678-8591171812.3826751708984375j,-1750107336.5795531272888184-8591157348.3055343627929688j,600637.1586654982529581+2893253.2014560676179826j,552993.8232317388756201+2663755.8685394795611501j,-1.1313479377291298-5.6719696235162900j,-89722638.2426410615444183+9045659.9146484751254320j,-90615843.5042472779750824+9135693.5359215941280127j,446602.6308031082153320-45016.8106365595012903j,0.0000004029500570+0.0000010617378070j,-321.8890028698638162-3192.6685076027356445j,293.4348788418874392+2910.4653721108293212j,0.0000000783432363+0.0000000801969486j,0.0000000554908801+0.0000001786224794j,0.0000000561295017+0.0000001811083961j,
6.220049e+02,1782006754.7200543880462646+8665813257.4349365234375000j,-1782012869.8382046222686768-8665842436.5792484283447266j,-1782009812.2791295051574707-8665827847.0070915222167969j,611583.9820071028079838+2918358.2739151450805366j,563072.3307616689708084+2686869.5705798072740436j,-1.1521763178131796-5.7223862030478809j,-89705842.5098908394575119+9127733.7749910112470388j,-90598880.6013376116752625+9218584.2940684873610735j,446519.0457233861088753-45425.2595387380570173j,-0.0000000842506730-0.0000000845357094j,-327.8180426052529697-3221.6364033378704335j,298.8398071776089751+2936.8727700066338002j,0.0000000782348649+0.0000000782405883j,0.0000000552330368+0.0000001765354619j,0.0000000557763998+0.0000001778435820j,
6.277660e+02,1814478208.6923003196716309+8741040931.6085243225097656j,-1814484434.9631168842315674-8741070363.9481678009033203j,-1814481321.8277087211608887-8741055647.7783470153808594j,622725.9809617621358484+2943649.5028706789016724j,573330.5323477336205542+2710154.6630020262673497j,-1.1733997756475281-5.7732079453752227j,-89688740.6698750406503677+9210520.5571264028549194j,-90581608.5399774909019470+9302195.0797537621110678j,446433.9350512251257896-45837.2613136796280742j,0.0000003928629950+0.0000010177600694j,-333.8551409572138482-3250.8559212988566287j,304.3432420584062470+2963.5095491688457514j,-0.0000007983795902-0.0000019441794833j,0.0000000552407110+0.0000001743035195j,0.0000000561270325+0.0000001779164258j,
6.335805e+02,1847528379.7181277275085449+8816827449.5845222473144531j,-1847534719.4803221225738525-8816857136.5798358917236328j,-1847531549.5992250442504883-8816842293.0821800231933594j,634066.4741332734702155+2969127.3632970950566232j,583771.4832874282728881+2733611.5831629717722535j,-1.1949998367143460-5.8244422455036933j,-89671327.2611968219280243+9294025.5807932112365961j,-90564021.8120145350694656+9386531.2471247408539057j,446347.2754088565707207-46252.8331657648086548j,-0.0000000835501701-0.0000000818211976j,-340.0022253751122321-3280.3289377653213705j,309.9469408799811276+2990.3774211602949435j,0.0000000775269672+0.0000000758688709j,0.0000000552124789+0.0000001726475431j,0.0000000558975203+0.0000001741722464j,
6.394488e+02,1881167100.3016486167907715+8893174272.8718318939208984j,-1881173556.2985842227935791-8893204216.1428775787353516j,-1881170328.3001165390014648-8893189244.5073547363281250j,645608.8310068947030231+2994792.3015681267715991j,594398.2858662378275767+2757240.7419786974787712j,-1.2170139343802215-5.8760848669308237j,-89653596.7358004450798035+9378254.1579659786075354j,-90546114.8116884976625443+9471598.1698702424764633j,446259.0379440262913704-46672.0059521319344640j,0.0000003837553646+0.0000009753577748j,-346.2612545099623844-3310.0573288211339786j,315.6526888181006711+3017.4780950660501730j,0.0000000775657952+0.0000000747959668j,0.0000000552005679+0.0000001707783891j,0.0000000557218602+0.0000001726880369j,
6.453715e+02,1915404353.2245244979858398+8970082779.4219532012939453j,-1915410926.0451955795288086-8970112981.4027786254882812j,-1915407639.6348600387573242-8970097880.4123649597167969j,657356.4714737584581599+3020644.7350246049463749j,605214.0888397588860244+2781042.5236194166354835j,-1.2394078721108583-5.9281465551817680j,-89635543.4498732686042786+9463211.6293593123555183j,-90527881.8363880664110184+9557401.2432596068829298j,446169.1932573989033699-47094.8069501472637057j,-0.0000003505652289-0.0000010626840263j,-352.6342220952456614-3340.0429810208934214j,321.4623026993828603+3044.8132890498059169j,0.0000000779291623+0.0000000739819005j,0.0000000550389415+0.0000001691655701j,0.0000000557022345+0.0000001711468189j,
6.513491e+02,1950250268.5360519886016846+9047554261.5292243957519531j,-1950256960.2000312805175781-9047584724.0162067413330078j,-1950253614.3680415153503418-9047569492.7727165222167969j,669312.8674858896993101+3046685.0502575486898422j,616222.0885180156910792+2805017.2841159487143159j,-1.2622145977832671-5.9806240227698089j,-89617161.6609252840280533+9548903.3439163863658905j,-90509317.0887800306081772+9643945.8672411981970072j,446077.7139273732900620-47521.2616624059155583j,-0.0000000833879434-0.0000000782749063j,-359.1231530522023832-3370.2877787343436466j,327.3776298507853539+3072.3847241685944027j,0.0000000776948903+0.0000000725747870j,0.0000000552456973+0.0000001675131770j,0.0000000558290071+0.0000001693132562j,
6.573820e+02,1985715131.0200114250183105+9125589920.6048831939697266j,-1985721944.9315283298492432-9125620645.2902545928955078j,-1985718537.9757699966430664-9125605282.9475688934326172j,681481.5425784187391400+3072913.6024145376868546j,627425.5291021375451237+2829165.3504103017039597j,-1.2854339159316215-6.0335209045985208j,-89598445.5320690721273422+9635334.6629878170788288j,-90490414.6735402941703796+9731237.4604960512369871j,445984.5707356110215187-47951.3987541170790792j,-0.0000000830616381-0.0000000761816763j,-365.7301092216940219-3400.7936163880312961j,333.4005488136152167+3100.1941253025852347j,0.0000000774717123+0.0000000709191337j,0.0000000550807222+0.0000001652930744j,0.0000000557243497+0.0000001672995295j,
6.634708e+02,2021809378.6395606994628906+9204190864.8410873413085938j,-2021816316.2769134044647217-9204221853.7481899261474609j,-2021812847.4582371711730957-9204206359.2946395874023438j,693866.0730247402098030+3099330.7138389176689088j,638827.7031971453689039+2853487.0192513088695705j,-1.3090822127591812-6.0868373055441012j,-89579389.1282400041818619+9722510.9555298574268818j,-90471168.5962701290845871+9819281.4412228595465422j,445889.7340150624513626-48385.2428465010598302j,0.0000003654883057+0.0000008973161341j,-372.4571855772261983-3431.5623888445284138j,339.5329695129017296+3128.2432198181491003j,-0.0000007468254962-0.0000017167054625j,0.0000000551237936+0.0000001636186348j,0.0000000556222883+0.0000001657672719j,
6.696160e+02,2058543604.2459704875946045+9283358106.4728527069091797j,-2058550667.9999074935913086-9283389361.4562740325927734j,-2058547136.1229391098022461-9283373733.9645633697509766j,706470.0879174747969955+3125936.6730824313126504j,650431.9519272276666015+2877982.5563905723392963j,-1.3331303106182975-6.1405832853165290j,-89559986.4110075682401657+9810437.6115569174289703j,-90451572.7587954103946686+9908083.2505284640938044j,445793.1738939210772514-48822.8194857733324170j,-0.0000000833375995-0.0000000756295263j,-379.3065134568619783-3462.5959974130951196j,345.7768353452170800+3156.5337425284915298j,0.0000000772718973+0.0000000691752040j,0.0000000550838907+0.0000001619885984j,0.0000000556864884+0.0000001643624823j,
6.758181e+02,2095928557.2020215988159180+9363092555.8868770599365234j,-2095935748.6209554672241211-9363124078.9653339385986328j,-2095932152.9114885330200195-9363108317.4261054992675781j,719297.2702696885680780+3152731.7333098873496056j,662241.6662903100950643+2902652.1948094326071441j,-1.3578613541877895-6.1946603826819153j,-89540231.2433402389287949+9899120.0211168471723795j,-90431620.9639024585485458+9997648.3370413538068533j,445694.8602811098098755-49264.1579622533172369j,-0.0000005223860232-0.0000010062675371j,-386.2802591824669207-3493.8963436775411537j,352.1341204949669077+3185.0674248765890297j,0.0000000769865173+0.0000000677805694j,-0.0000002248199058-0.0000008513986475j,0.0000003644217063+0.0000011791712539j,
6.820777e+02,2133975145.6592426300048828+9443395021.5966758728027344j,-2133982468.0309326648712158-9443426814.2038650512695312j,-2133978806.8450875282287598-9443410917.9002704620361328j,732351.3569285866105929+3179716.1113941227085888j,674260.2865985218668357+2927496.1342892600223422j,-1.3825915634284516-6.2493422175051112j,-89520117.3869966119527817+9988563.5745704639703035j,-90411306.9096962362527847+10087982.1441824194043875j,445594.7613498121500015-49709.2848059777170420j,-0.0000000822881122-0.0000000714881469j,-393.3806252425405319-3525.4653322503263553j,358.6068334138519162+3213.8460051738566108j,0.0000000765938352+0.0000000660832195j,0.0000000548065574+0.0000001578602324j,0.0000000553288357+0.0000001598801519j,
6.883952e+02,2172694438.0758204460144043+9524266202.8264656066894531j,-2172701893.4327597618103027-9524298267.0822048187255859j,-2172698165.7542901039123535-9524282234.9543342590332031j,745636.1393149073701352+3206889.9865889763459563j,686491.3036121648037806+2952514.5397959100082517j,-1.4080231201540794-6.3043581665842927j,-89499638.4949593693017960+10078773.6871742457151413j,-90390624.1863041371107101+10179090.1396766100078821j,445492.8456723839044571-50158.2262511821463704j,-0.0000000825605214-0.0000000710405966j,-400.6098521478969019-3557.3048729955630733j,365.1970160463554862+3242.8712229513748753j,0.0000000768314083+0.0000000655752503j,0.0000000547140563+0.0000001561924649j,0.0000000555309282+0.0000001583456747j,
6.947713e+02,2212097662.9604792594909668+9605706688.5270671844482422j,-2212105253.4814414978027344-9605739026.3313922882080078j,-2212101458.2209606170654297-9605722857.4292297363281250j,759155.4638496695552021+3234253.4990897080861032j,698938.2586481479229406+2977707.5404842314310372j,-1.4338787517508633-6.3598132611802001j,-89478788.1154018938541412+10169755.7727298606187105j,-90369566.2785020023584366+10270977.7903077937662601j,445389.0815500542521477-50611.0087889665737748j,0.0000000819198956-0.0000010462403429j,-407.9702170321002086-3589.4168762900744696j,371.9067447273498033+3272.1448206694713008j,0.0000008591548855+0.0000016752513536j,0.0000000547428739+0.0000001545678928j,0.0000000555755302+0.0000001572501326j,
7.012064e+02,2252196212.7415156364440918+9687716951.5896625518798828j,-2252203940.6140999794006348-9687749564.9531860351562500j,-2252200076.6778078079223633-9687733258.2714233398437500j,772913.2326687312452123+3261806.7488649496808648j,711604.7443106902064756+3003075.2282256749458611j,-1.4602179699049826-6.4156976253034488j,-89457559.6927234083414078+10261515.2413813117891550j,-90348126.5632120221853256+10363650.5649848990142345j,445283.4352443069219589-51067.6618017936125398j,-0.0000005042376999-0.0000009268919547j,-415.4640351473860278-3621.8032531511121306j,378.7381292909647641+3301.6685395882427656j,0.0000008507578704+0.0000016403572544j,0.0000000546117089+0.0000001531401715j,0.0000000550782634+0.0000001547822115j,
7.077011e+02,2293001641.2407631874084473+9770297346.7475566864013672j,-2293009509.1769924163818359-9770330237.5816707611083984j,-2293005575.2088775634765625-9770313792.1646137237548828j,786913.4037959009874612+3289549.7939351592212915j,724494.4047448207857087+3028617.6565465093590319j,-1.4870425552943694-6.4720144095552916j,-89435946.5566771030426025+10354057.5213883258402348j,-90326298.3064037859439850+10457113.9413860291242599j,445175.8748633414506912-51528.2099988516420126j,-0.0000004995347545-0.0000009078343298j,-423.0936601589251609-3654.4659177336334324j,385.6933155966382287+3331.4441241482704754j,0.0000000762108683+0.0000000624772232j,0.0000000547249531+0.0000001520308221j,0.0000000555195500+0.0000001544703105j,
7.142559e+02,2334525670.9228768348693848+9853448104.6624069213867188j,-2334533681.4768872261047363-9853481274.6160984039306641j,-2334529676.1998820304870605-9853464689.6392517089843750j,801159.9917338255327195+3317482.6493779956363142j,737610.9358265710761771+3054334.8394508431665599j,-1.5143390397429057-6.5287706069500366j,-89413941.9290309399366379+10447388.0371623560786247j,-90304074.6624468863010406+10551373.3953146040439606j,445066.3667079731822014-51992.6790761239826679j,0.0000003309020615+0.0000007568807162j,-430.8614846332960724-3687.4067835686482795j,392.7744855544635243+3361.4733215182545791j,0.0000000761742762+0.0000000615625670j,0.0000000546243158+0.0000001493530759j,0.0000000552862327+0.0000001521545379j,
7.208715e+02,2376780188.9120569229125977+9937169328.8894729614257812j,-2376788344.4168934822082520-9937202780.0876312255859375j,-2376784266.6644754409790039-9937186054.4885520935058594j,815657.0677154202712700+3345605.2858389341272414j,750958.0860654351999983+3080226.7497264496050775j,-1.5421537076496592-6.5859589191293306j,-89391538.9193215072154999+10541512.2142876051366329j,-90281448.6697402149438858+10646434.4143818765878677j,444954.8752093538641930-52461.1000471357256174j,-0.0000000815134363-0.0000000649381718j,-438.7699419626163149-3720.6277682348800226j,399.9838563237645985+3391.7578765897392259j,0.0000000760408649+0.0000000607411949j,0.0000000547374587+0.0000001490514498j,0.0000000553377275+0.0000001505943545j,
7.275484e+02,2419777251.0268387794494629+10021460991.1725883483886719j,-2419785554.0134115219116211-10021494725.4577484130859375j,-2419781402.5201253890991211-10021477858.3151683807373047j,830408.7606073718052357+3373917.6276609487831593j,764539.6567124072462320+3106293.3178268303163350j,-1.5704503665245908-6.6435917325773222j,-89368730.5230658948421478+10636435.4795919992029667j,-90258413.2560560405254364+10742302.4737236443907022j,444841.3664950728416443-52933.4970658225938678j,-0.0000000813810320-0.0000000633056249j,-446.8215041006445745-3754.1307849732820614j,407.3236819730799994+3422.2995353168789734j,0.0000000758619713+0.0000000589269537j,0.0000000545898741+0.0000001470184203j,0.0000000551533541+0.0000001485874648j,
7.342870e+02,2463529082.3329954147338867+10106322927.1651229858398438j,-2463537535.3078393936157227-10106356946.4599456787109375j,-2463533308.8204174041748047-10106339936.8125343322753906j,845419.2569147497415543+3402419.5517681324854493j,778359.5022279674885795+3132534.4304146771319211j,-1.5992456843823164-6.7016688909439370j,-89345509.6200332492589951+10732163.2589394412934780j,-90234961.2298181205987930+10838983.0546231660991907j,444725.8048924356698990-53409.8978418624028563j,-0.0000000814130414-0.0000000627712577j,-455.0186847175315847-3787.9177491719137834j,414.7962538189244697+3453.1000433358558439j,0.0000000754991253+0.0000000576697247j,0.0000000546857792+0.0000001457686605j,0.0000000550876094+0.0000001470884371j,
7.410882e+02,2508048078.6027932167053223+10191754831.7827129364013672j,-2508056684.0641980171203613-10191789138.1258983612060547j,-2508052381.3334956169128418-10191771984.9543056488037109j,860692.8014201577752829+3431110.8859070967882872j,792421.5307059780461714+3158949.9288873360492289j,-1.6285726202319448-6.7601861252040925j,-89321868.9739932715892792+10828700.9734439663589001j,-90211085.2825065404176712+10936481.6316345315426588j,444608.1542566344141960-53890.3290952825918794j,0.0000003150307209+0.0000006955749934j,-463.3640384453135539-3821.9905744844327273j,422.4039005070367807+3484.1611447556597341j,-0.0000006517752200-0.0000013323399114j,0.0000000545896445+0.0000001438805096j,0.0000000551032934+0.0000001452078390j,
7.479523e+02,2553346806.1458349227905273+10277756255.7691154479980469j,-2553355567.3062124252319336-10277790850.6668472290039062j,-2553351186.7260236740112305-10277773553.2179813385009766j,876233.6971721077570692+3459991.4073714106343687j,806729.7037884779274464+3185539.6082900757901371j,-1.6584484567176780-6.8191685835123073j,-89297801.2260585576295853+10926054.0522285830229521j,-90186777.9827139228582382+11034803.6895039211958647j,444488.3783276826143265-54374.8186376690864563j,-0.0000004724404505-0.0000008004195130j,-471.8601625199796672-3856.3511756142315789j,430.1489901540987262+3515.4845862534812113j,0.0000004351529814+0.0000007356632299j,0.0000001166579799+0.0000001267955333j,-0.0000000915909441+0.0000001797425547j,
7.548799e+02,2599438006.6000847816467285+10364326598.3580722808837891j,-2599446925.5735263824462891-10364361483.8596725463867188j,-2599442466.0868053436279297-10364344041.1088714599609375j,892046.3066839881939813+3489060.8407438802532852j,821288.0380598480114713+3212303.2149638789705932j,-1.6888535750369296-6.8785477208238284j,-89273298.9037669152021408+11024227.8988782502710819j,-90162031.7831904739141464+11133954.6840509120374918j,444366.4397117793560028-54863.3925863308832049j,-0.0000000807499236-0.0000000586145667j,-480.5096951915771228-3891.0014609153354286j,438.0339273529939987+3547.0721063020891961j,0.0000000753800413+0.0000000549964670j,0.0000000542654238+0.0000001405752854j,0.0000000549596486+0.0000001423165807j,
7.618718e+02,2646334592.5787940025329590+10451465105.4262771606445312j,-2646343672.6244158744812012-10451500283.5430946350097656j,-2646339132.6016049385070801-10451482694.4846858978271484j,908135.0513501076493412+3518318.8570091258734465j,836100.6041773415636271+3239240.4460234548896551j,-1.7197863388133849-6.9384049637522685j,-89248354.4074252098798752+11123227.9286441821604967j,-90136839.0080774873495102+11233940.0848057512193918j,444242.3003261387348175-55356.0780807845294476j,-0.0000000807817664-0.0000000576657384j,-489.3153193143687076-3925.9433410227816239j,446.0611579306940371+3578.9254470574510378j,0.0000000749747322+0.0000000538146530j,0.0000000545569674+0.0000001399927048j,0.0000000550333049+0.0000001411034291j,
7.689284e+02,2694049654.2309327125549316+10539170862.9518890380859375j,-2694058898.0006103515625000-10539206335.4674530029296875j,-2694054276.1157712936401367-10539188599.2096710205078125j,924504.4125029979040846+3547765.0712747224606574j,851171.5279843104071915+3266350.9471270279027522j,-1.7513010335688222-6.9987046166489781j,-89222960.0149004161357880+11223059.5408941563218832j,-90111191.8590593189001083+11334765.3450372964143753j,444115.9220794513821602-55852.9020715700462461j,-0.0000000807134112-0.0000000574514092j,-498.2797606307921683-3961.1787215032391032j,454.2331666806110206+3611.0463456648244573j,0.0000000747200591+0.0000000526274142j,0.0000000543945240+0.0000001378679833j,0.0000000549845238+0.0000001397393284j,
7.760503e+02,2742596456.4176077842712402+10627442792.2964134216308594j,-2742605866.7806253433227539-10627478561.0272102355957031j,-2742601161.5991163253784180-10627460676.6618118286132812j,941158.9313706035027280+3577399.0413024066947401j,866504.9904941399581730+3293634.3111340776085854j,-1.7833740174756911-7.0594564532678543j,-89197107.8793378323316574+11323728.1270621214061975j,-90085082.4114663600921631+11436435.9086155928671360j,443987.2660642638802528-56353.8907767357304692j,0.0000002952660992+0.0000006239225836j,-507.4057890490032037-3996.7095046377789913j,462.5524788218776280+3643.4365366409519993j,0.0000000748030148+0.0000000516737608j,0.0000000543389032+0.0000001360600804j,0.0000000548302102+0.0000001376825145j,
7.832383e+02,2791988441.3729491233825684+10716279645.0783996582031250j,-2791998021.0847592353820801-10716315712.0572338104248047j,-2791993231.2288541793823242-10716297678.5678176879882812j,958103.2094787083333358+3607220.2657351032830775j,882105.2283070951234549+3321090.0763849038630724j,-1.8160286197595399-7.1206582229519890j,-89170790.0264772176742554+11425239.0674397591501474j,-90058502.6102293729782104+11538957.2129166200757027j,443856.2918760776519775-56859.0727384304627776j,-0.0000000802331152-0.0000000548377956j,-516.6962200548879309-4032.5375904323473151j,471.0216605006193049+3676.0977509282934079j,0.0000000745542080+0.0000000509830912j,0.0000000541648072+0.0000001350019895j,0.0000000547423701+0.0000001365980897j,
7.904928e+02,2842239229.0615458488464355+10805679998.0393886566162109j,-2842248981.0867691040039062-10805716365.0701026916503906j,-2842244105.0741577148437500-10805698181.5547447204589844j,975341.9090507526416332+3637228.1820849357172847j,897976.5337650500005111+3348717.7250916780903935j,-1.8492605685337153-7.1823148632472469j,-89143998.3534806221723557+11527597.7296622898429632j,-90031444.2732813358306885+11642334.6754558496177197j,443722.9599003568291664-57368.4728967798873782j,-0.0000000801465326-0.0000000536514515j,-526.1539135245944863-4068.6648719472236735j,479.6433192397939251+3709.0317153956293623j,0.0000000743048475+0.0000000497621478j,0.0000000542674562+0.0000001336106515j,0.0000000547874999+0.0000001349316202j,
7.978145e+02,2893362618.2779831886291504+10895642247.4021701812744141j,-2893372545.9889922142028809-10895678916.3610401153564453j,-2893367582.1334877014160156-10895660581.8816051483154297j,992879.7531433185795322+3667422.1650701886974275j,914123.2553798146545887+3376516.6815775050781667j,-1.8831119410753177-7.2444190714724543j,-89116724.6280528455972672+11630809.4648212064057589j,-90003899.0852076113224030+11746573.7027880046516657j,443587.2285773828625679-57882.1189833991229534j,0.0000002836638234+0.0000005846330809j,-535.7817758381686417-4105.0932384319676203j,488.4201044678702601+3742.2401519351647039j,0.0000000805907568-0.0000011575136236j,0.0000000542463168+0.0000001321759772j,0.0000000545655475+0.0000001328816115j,
8.052040e+02,2945372587.0397429466247559+10986164604.0116691589355469j,-2945382692.4647397994995117-10986201576.9250392913818359j,-2945377639.7522411346435547-10986183090.4683532714843750j,1010721.5258195711066946+3697801.5247614751569927j,930549.7975615462055430+3404486.3105403706431389j,-1.9174914131254819-7.3070156057829321j,-89088960.4821202754974365+11734879.6165618281811476j,-89975858.5972367078065872+11851679.6877901908010244j,443449.0575582161545753-58400.0356141813099384j,-0.0000000792250304-0.0000000504977930j,-545.5827605409363059-4141.8245745678705134j,497.3547083250862784+3775.7247786290631666j,-0.0000001271379757-0.0000002091797780j,0.0000000540080595+0.0000001305515369j,-0.0000001355920253-0.0000003274204072j,
8.126619e+02,2998283293.3762016296386719+11077245086.9894161224365234j,-2998293580.8020043373107910-11077282365.3606014251708984j,-2998288437.0891027450561523-11077263726.1750087738037109j,1028872.0726919129956514+3728365.5043340432457626j,947260.6216806375887245+3432625.9153612856753170j,-1.9526182053581138-7.3699995456689047j,-89060697.4192949086427689+11839813.4976219888776541j,-89947314.2245985716581345+11957658.0017714593559504j,443308.4026518315076828-58922.2520747352391481j,-0.0000000792700839-0.0000000496040663j,-555.5598674108275645-4178.8607563904570270j,506.4498657165499367+3809.4873057215481822j,0.0000000736760530+0.0000000462258316j,0.0000000538566652+0.0000001288597579j,0.0000000544097114+0.0000001296010614j,
8.201889e+02,3052109076.7628855705261230+11168881518.0190849304199219j,-3052119548.5650935173034668-11168919103.7484931945800781j,-3052114312.6639895439147949-11168900310.8837890625000000j,1047336.3007007180713117+3759113.2784644500352442j,964260.2454892192035913+3460934.7360666198655963j,-1.9883217631092416-7.4334703858111402j,-89031926.8040682077407837+11945616.4096608776599169j,-89918257.2488994449377060+12064513.9956759903579950j,443165.2224156185984612-59448.7930075563490391j,-0.0000000790444564-0.0000000487581053j,-565.7161447031502348-4216.2036545120454321j,515.7083553354743799+3843.5294384799053660j,0.0000000733098012+0.0000000451794716j,0.0000002916548175+0.0000007963723864j,0.0000002947444415+0.0000008046222844j,
8.277857e+02,3106864457.2157349586486816+11261071516.3020153045654297j,-3106875116.9960274696350098-11261109411.1718902587890625j,-3106869787.1058812141418457-11261090463.7369537353515625j,1066119.1786237871274352+3790043.9510524454526603j,981553.2435653392458335+3489411.9477114980109036j,-2.0246530180385198-7.4974014524342723j,-89002639.8635542094707489+12052293.6324677914381027j,-89888678.8088695555925369+12172253.0014783963561058j,443019.4726576730608940-59979.6845053024590015j,-0.0000004268968312-0.0000006309254663j,-576.0546891524473949-4253.8551318495792657j,525.1330003284746226+3877.8528754801986906j,0.0000007128020461+0.0000011157466562j,0.0000000537882406+0.0000001260577333j,0.0000000543006453+0.0000001271376507j,
8.354528e+02,3162564137.0043196678161621+11353812491.2506160736083984j,-3162574988.1065030097961426-11353850697.2404632568359375j,-3162569562.5554113388061523-11353831594.2455406188964844j,1085225.7370824490208179+3821156.5531655028462410j,999144.2476134153548628+3518056.6581088271923363j,-2.0616454729930842-7.5618097695235651j,-88972827.6899024695158005+12159850.4151844475418329j,-89858569.9071302413940430+12280880.3217146564275026j,442871.1086138859391212-60514.9532651044428349j,0.0000002656465705+0.0000005235606334j,-586.5786457460508245-4291.8170412091767503j,534.7266671186830536+3912.4593045050737601j,-0.0000005597480654-0.0000010048393381j,-0.0000000797729139-0.0000005464518187j,-0.0000002464396523-0.0000005056878235j,
8.431909e+02,3219223000.7899365425109863+11447101638.1937828063964844j,-3219234045.8107948303222656-11447140157.1916065216064453j,-3219228523.3003654479980469-11447120897.6926956176757812j,1104661.0684657886158675+3852450.0412335149012506j,1017037.9459792400011793+3546867.9066020920872688j,-2.0992974418478729-7.6266323994095142j,-88942481.2286878675222397+12268291.9876775499433279j,-89827921.3998759388923645+12390401.2421034593135118j,442720.0855940356850624-61054.6272129546850920j,0.0000002621680454+0.0000005122463230j,-597.2912105159555267-4330.0912295482548870j,544.4922699216504043+3947.3504108416691452j,-0.0000005524704012-0.0000009822156374j,0.0000000538004797+0.0000001233043103j,0.0000000544171982+0.0000001247587687j,
8.510007e+02,3276856114.0935888290405273+11540935930.8305625915527344j,-3276867356.8708281517028809-11540974764.4244728088378906j,-3276861735.4822082519531250-11540955347.6275177001953125j,1124430.3273505521938205+3883923.2944847466424108j,1035239.0843850447563455+3575844.6613109270110726j,-2.1375363555481846-7.6919838584620948j,-88911591.2854565680027008+12377623.5573742855340242j,-89796724.0020541846752167+12500821.0141874421387911j,442566.3582988083362579-61598.7284065783023834j,-0.0000000784448920-0.0000000453706181j,-608.1956288640020603-4368.6795318728063648j,554.4327670776883679+3982.5278669815402282j,0.0000000729531512+0.0000000417221435j,0.0000001011126041+0.0000001083775016j,-0.0000001587043125-0.0000005065158317j,
8.588829e+02,3335478726.7017197608947754+11635312114.6114807128906250j,-3335490170.4566898345947266-11635351264.7069892883300781j,-3335484448.5792045593261719-11635331689.6592350006103516j,1144538.7303379061631858+3915575.1129435393959284j,1053752.4657107372768223+3604985.8173876218497753j,-2.1766247192061718-7.7577019111539736j,-88880148.5242766290903091+12487850.2886254005134106j,-89764968.2835330069065094+12612144.8585382942110300j,442409.8796281889081001-62147.2849564468488097j,-0.0000000782519193-0.0000000439587274j,-619.2951969020773504-4407.5837723597032891j,564.5511630802900527+4017.9933352636680866j,0.0000000726010080+0.0000000405947779j,0.0000000535747479+0.0000001200731360j,0.0000000540831800+0.0000001214160895j,
8.668380e+02,3395106270.4386882781982422+11730226701.2705154418945312j,-3395117918.7427010536193848-11730266169.5911178588867188j,-3395112094.5906944274902344-11730246435.4308166503906250j,1164991.5561727518215775+3947404.2151747676543891j,1072582.9499549972824752+3634290.1950510833412409j,-2.2163422670267838-7.8239218064754867j,-88848143.4601522833108902+12598977.3223052415996790j,-89732644.6653397977352142+12724377.9662455879151821j,442250.6025937572121620-62700.3219701731577516j,-0.0000000778209444-0.0000000423615258j,-630.5932627654598264-4446.8057648742496895j,574.8505100451612861+4053.7484692345892654j,-0.0000003870184312-0.0000004025574841j,0.0000000535562177+0.0000001188255641j,0.0000000538881496+0.0000001198591195j,
8.748668e+02,3455754359.9257268905639648+11825675961.7192077636718750j,-3455766216.0160870552062988-11825715750.1312141418457031j,-3455760287.9709072113037109-11825695855.9252109527587891j,1185794.1455195671878755+3979409.2360850912518799j,1091735.4541747798211873+3663756.5375699880532920j,-2.2567592984264087-7.8906042411491635j,-88815566.4620879888534546+12711009.7605457603931427j,-89699743.4195983260869980+12837525.4937311522662640j,442088.4787551686167717-63257.8665926959365606j,-0.0000004039133322-0.0000005523085317j,-642.0932266368713499-4486.3473111605262602j,585.3339080299658690+4089.7949120134981058j,0.0000000720798894+0.0000000383044134j,0.0000000534866821+0.0000001174294803j,0.0000000538638389+0.0000001184998782j,
8.829700e+02,3517438791.9514765739440918+11921655919.2146778106689453j,-3517450859.7149119377136230-11921696029.3223915100097656j,-3517444825.8331942558288574-11921675974.2685356140136719j,1206951.9012159195262939+4011588.7243326781317592j,1111214.9526113392785192+3693383.5087012471631169j,-2.2978889350716130-7.9577491381650463j,-88782407.7471649795770645+12823952.6791276391595602j,-89666254.6690727025270462+12951592.5567800812423229j,441923.4609538614749908-63819.9388262210413814j,-0.0000000775507540-0.0000000412341719j,-653.7985409033866517-4526.2101987520163675j,596.0045040553537774+4126.1342930979335506j,0.0000000719621008+0.0000000376690959j,0.0000000533244349+0.0000001160740981j,0.0000000539401259+0.0000001171087221j,
