All measurements 3.8Vpp sine wave injections,,,,,,
TIME,700mHz 1,700mHz 2,900mHz 1,900mHz 2,1080mHz 1,1080mHz 2
32.39,-0.065,-2.76,-0.101,-3.24,-0.056,1.36
32.4,-0.029,-2.8,-0.073,-3.28,-0.05,1.6
32.41,-0.021,-2.72,-0.101,-3.36,-0.048,1.8
32.42,-0.054,-2.56,-0.109,-3.52,-0.029,2.04
32.43,-0.033,-2.52,-0.095,-3.56,-0.045,2.28
32.44,-0.073,-2.44,-0.111,-3.6,-0.029,2.48
32.45,-0.05,-2.4,-0.107,-3.64,-0.041,2.68
32.46,-0.074,-2.36,-0.12,-3.64,-0.038,2.8
32.47,-0.052,-2.28,-0.108,-3.64,-0.04,3
32.48,-0.042,-2.08,-0.079,-3.68,-0.07,3.16
32.49,-0.054,-2.08,-0.101,-3.64,-0.028,3.4
32.5,-0.07,-2,-0.108,-3.52,-0.029,3.48
32.51,-0.067,-1.96,-0.074,-3.64,-0.062,3.52
32.52,-0.073,-1.84,-0.08,-3.52,-0.015,3.6
32.53,-0.06,-1.8,-0.121,-3.44,-0.036,3.76
32.54,-0.067,-1.68,-0.045,-3.36,-0.053,3.84
32.55,-0.094,-1.64,-0.106,-3.2,-0.042,3.92
32.56,-0.045,-1.56,-0.089,-3.2,-0.058,3.92
32.57,-0.084,-1.48,-0.057,-3,-0.071,3.96
32.58,-0.075,-1.44,-0.091,-2.96,-0.061,3.96
32.59,-0.087,-1.28,-0.108,-2.84,-0.055,3.8
32.6,-0.076,-1.24,-0.038,-2.72,-0.044,3.88
32.61,-0.054,-1.2,-0.094,-2.56,-0.043,3.72
32.62,-0.077,-1.08,-0.037,-2.32,-0.059,3.76
32.63,-0.101,-1.04,-0.076,-2.24,-0.021,3.68
32.64,-0.029,-0.96,-0.068,-2.16,-0.039,3.56
32.65,-0.079,-0.84,-0.036,-1.92,-0.089,3.44
32.66,-0.068,-0.88,-0.039,-1.68,-0.036,3.4
32.67,-0.072,-0.72,-0.079,-1.6,-0.062,3.16
32.68,-0.087,-0.76,-0.024,-1.24,-0.072,3.04
32.69,-0.06,-0.64,-0.042,-1.12,-0.039,2.92
32.7,-0.061,-0.56,-0.042,-0.88,-0.068,2.64
32.71,-0.115,-0.44,-0.017,-0.72,-0.046,2.44
32.72,-0.044,-0.48,-0.06,-0.44,-0.057,2.32
32.73,-0.107,-0.44,-0.02,-0.2,-0.086,2.12
32.74,-0.076,-0.32,0.003,-0.04,-0.078,1.8
32.75,-0.078,-0.16,-0.066,0.16,-0.073,1.52
32.76,-0.111,-0.24,-0.014,0.28,-0.084,1.32
32.77,-0.076,-0.16,-0.006,0.56,-0.072,1.04
32.78,-0.077,-0.16,-0.052,0.72,-0.054,0.76
32.79,-0.097,-0.12,-0.008,1.08,-0.057,0.44
32.8,-0.073,-0.04,-0.034,1.16,-0.062,0.28
32.81,-0.078,-0.08,-0.012,1.48,-0.068,0
32.82,-0.083,-0.04,-0.013,1.6,-0.082,-0.2
32.83,-0.078,0,-0.045,1.76,-0.089,-0.48
32.84,-0.101,0.04,-0.033,2,-0.086,-0.8
32.85,-0.071,0.08,0,2.2,-0.071,-0.96
32.86,-0.073,0.04,-0.048,2.32,-0.065,-1.24
32.87,-0.118,0.04,-0.02,2.4,-0.046,-1.44
32.88,-0.059,0.08,-0.01,2.68,-0.046,-1.72
32.89,-0.064,0.12,-0.043,2.88,-0.045,-1.92
32.9,-0.089,0.16,-0.025,2.96,-0.047,-2.16
32.91,-0.063,0.08,-0.021,3.08,-0.051,-2.28
32.92,-0.075,0.08,-0.036,3.28,-0.037,-2.48
32.93,-0.079,0.08,-0.009,3.4,-0.072,-2.64
32.94,-0.065,0.12,-0.01,3.44,-0.037,-2.8
32.95,-0.054,0.08,-0.023,3.6,-0.041,-3
32.96,-0.076,0.08,0.004,3.64,-0.032,-3.08
32.97,-0.051,0.12,-0.015,3.64,-0.012,-3.24
32.98,-0.048,0,-0.035,3.72,-0.016,-3.36
32.99,-0.072,-0.04,-0.001,3.84,-0.041,-3.44
33,-0.049,-0.04,-0.034,3.88,-0.003,-3.44
33.01,-0.043,-0.08,-0.031,3.84,-0.025,-3.64
33.02,-0.062,-0.12,0.025,3.92,-0.024,-3.56
33.03,-0.026,-0.12,-0.029,3.92,-0.018,-3.64
33.04,-0.031,-0.12,0.004,3.92,0.006,-3.68
33.05,-0.038,-0.16,0.019,3.8,-0.003,-3.56
33.06,-0.017,-0.28,-0.019,3.88,0.03,-3.68
33.07,-0.039,-0.36,0.013,3.84,-0.017,-3.6
33.08,-0.047,-0.36,0,3.76,0.017,-3.44
33.09,-0.012,-0.4,-0.003,3.76,-0.003,-3.36
33.1,-0.059,-0.52,0.034,3.6,-0.001,-3.32
33.11,-0.01,-0.56,-0.001,3.56,0.014,-3.16
33.12,-0.003,-0.6,0.002,3.4,0.014,-3.08
33.13,-0.022,-0.64,0.017,3.32,0.004,-3
33.14,0.02,-0.8,-0.014,3.2,0.017,-2.84
33.15,0.019,-0.8,-0.002,3,-0.013,-2.68
33.16,-0.043,-0.92,0.012,2.88,0.005,-2.48
33.17,0.027,-0.96,-0.012,2.76,0.008,-2.24
33.18,-0.012,-1.04,0.012,2.6,-0.022,-2.08
33.19,0.01,-1.08,0.021,2.48,-0.003,-1.84
33.2,0.032,-1.16,-0.015,2.24,0.027,-1.56
33.21,0.012,-1.28,0.005,2.04,-0.025,-1.4
33.22,0.011,-1.32,-0.001,1.84,-0.005,-1.2
33.23,0.035,-1.32,-0.015,1.76,0.006,-0.88
33.24,-0.022,-1.4,0.006,1.48,-0.043,-0.52
33.25,0.006,-1.64,-0.022,1.36,-0.022,-0.44
33.26,0.02,-1.56,-0.021,1.12,-0.038,-0.12
33.27,-0.023,-1.88,0,0.88,-0.047,0.16
33.28,0.017,-1.88,-0.019,0.64,-0.041,0.32
33.29,0.027,-1.88,-0.03,0.48,-0.054,0.64
33.3,-0.002,-1.92,-0.01,0.24,-0.045,0.88
33.31,0.025,-2.04,-0.038,0,-0.018,1.12
33.32,0.028,-2.2,-0.036,-0.2,-0.081,1.36
33.33,0.002,-2.2,-0.032,-0.48,-0.071,1.68
33.34,0.021,-2.32,-0.059,-0.6,-0.061,1.88
33.35,0.005,-2.32,-0.026,-0.8,-0.08,2.12
33.36,0.035,-2.48,-0.053,-1.04,-0.097,2.24
33.37,0.005,-2.52,-0.061,-1.24,-0.06,2.56
33.38,0.03,-2.56,-0.055,-1.44,-0.083,2.76
33.39,0.023,-2.56,-0.056,-1.52,-0.043,2.92
33.4,0.048,-2.72,-0.076,-1.72,-0.055,3
33.41,-0.01,-2.68,-0.064,-1.92,-0.095,3.28
33.42,0.007,-2.84,-0.078,-2.24,-0.065,3.36
33.43,0.009,-2.88,-0.073,-2.36,-0.098,3.48
33.44,-0.009,-3,-0.07,-2.52,-0.108,3.56
33.45,-0.014,-2.88,-0.071,-2.64,-0.07,3.64
33.46,0.016,-3.04,-0.058,-2.8,-0.086,3.76
33.47,0.001,-3.04,-0.07,-2.88,-0.083,3.8
33.48,-0.005,-3.16,-0.087,-3.04,-0.035,3.92
33.49,-0.013,-3.2,-0.062,-3.12,-0.051,3.92
33.5,0.009,-3.24,-0.07,-3.24,-0.082,3.8
33.51,-0.001,-3.2,-0.089,-3.36,-0.048,3.84
33.52,-0.025,-3.32,-0.068,-3.36,-0.11,3.84
33.53,-0.034,-3.32,-0.048,-3.44,-0.083,3.92
33.54,-0.006,-3.24,-0.097,-3.52,-0.072,3.8
33.55,-0.014,-3.44,-0.053,-3.56,-0.082,3.64
33.56,-0.02,-3.36,-0.068,-3.64,-0.025,3.6
33.57,0.009,-3.48,-0.066,-3.68,-0.033,3.52
33.58,-0.018,-3.44,-0.056,-3.68,-0.05,3.4
33.59,-0.014,-3.4,-0.053,-3.68,0.003,3.2
33.6,0.01,-3.36,-0.026,-3.6,-0.064,3.08
33.61,-0.019,-3.36,-0.026,-3.52,-0.07,2.88
33.62,-0.021,-3.32,-0.036,-3.56,-0.011,2.8
33.63,-0.033,-3.4,-0.019,-3.52,-0.04,2.56
33.64,-0.01,-3.44,0.007,-3.4,-0.056,2.36
33.65,-0.035,-3.52,-0.051,-3.36,-0.002,2.12
33.66,-0.024,-3.4,0.001,-3.36,-0.028,1.84
33.67,-0.011,-3.4,0.006,-3.2,-0.024,1.68
33.68,-0.005,-3.4,-0.002,-3,-0.009,1.48
33.69,-0.031,-3.4,0.01,-2.96,-0.057,1.2
33.7,-0.02,-3.32,0.013,-2.84,-0.015,1
33.71,-0.014,-3.28,0.024,-2.76,-0.008,0.64
33.72,-0.025,-3.28,0.056,-2.6,-0.009,0.52
33.73,-0.028,-3.24,0.005,-2.4,0.004,0.2
33.74,-0.002,-3.16,0.043,-2.2,-0.031,-0.16
33.75,0.007,-3.16,0.041,-2.08,-0.022,-0.36
33.76,0.004,-3.08,0.053,-1.96,0.013,-0.52
33.77,-0.007,-3.04,0.04,-1.72,-0.049,-0.84
33.78,0,-2.92,0.061,-1.48,-0.043,-1.08
33.79,-0.015,-3.04,0.026,-1.32,-0.027,-1.32
33.8,0,-2.84,0.066,-1.12,-0.029,-1.52
33.81,0.004,-2.88,0.052,-0.96,-0.028,-1.76
33.82,0.013,-2.8,0.041,-0.8,-0.012,-1.92
33.83,-0.018,-2.68,0.06,-0.56,-0.035,-2.2
33.84,0.014,-2.68,0.068,-0.32,-0.021,-2.4
33.85,0.026,-2.6,0.072,-0.08,-0.012,-2.68
33.86,0.001,-2.52,0.086,0.12,-0.038,-2.76
33.87,0.02,-2.48,0.054,0.32,-0.017,-2.92
33.88,0.023,-2.32,0.052,0.56,-0.034,-3.08
33.89,0.031,-2.28,0.07,0.76,-0.022,-3.12
33.9,0.03,-2.24,0.051,1,0.011,-3.28
33.91,0.046,-2.12,0.046,1.16,-0.046,-3.32
33.92,0.045,-2.04,0.062,1.36,-0.022,-3.48
33.93,0.047,-2,0.051,1.52,-0.003,-3.6
33.94,0.031,-1.96,0.035,1.84,-0.027,-3.64
33.95,0.08,-1.92,0.041,1.92,-0.018,-3.56
33.96,0.073,-1.76,0.051,2.16,0.003,-3.64
33.97,0.054,-1.72,0.019,2.32,-0.023,-3.64
33.98,0.064,-1.6,0.059,2.48,-0.001,-3.64
33.99,0.061,-1.56,0.036,2.72,0.01,-3.48
34,0.082,-1.36,0.039,2.88,-0.018,-3.52
34.01,0.069,-1.36,0.035,2.96,0.025,-3.48
34.02,0.064,-1.28,0.022,3.16,0.009,-3.36
34.03,0.077,-1.2,0.017,3.2,-0.01,-3.2
34.04,0.104,-1.24,0.043,3.4,0.032,-3.16
34.05,0.095,-1.08,0,3.44,-0.003,-3.16
34.06,0.084,-1.04,0.054,3.56,0.002,-2.92
34.07,0.096,-0.84,0.022,3.64,0.026,-2.72
34.08,0.098,-0.84,0.028,3.68,0,-2.48
34.09,0.074,-0.84,0.03,3.76,0.025,-2.32
34.1,0.075,-0.68,0.006,3.92,0.017,-2.24
34.11,0.073,-0.64,0.008,3.84,-0.024,-2
34.12,0.095,-0.56,0.029,3.92,0.034,-1.72
34.13,0.09,-0.56,0.007,3.92,-0.006,-1.48
34.14,0.103,-0.48,0.038,3.96,-0.016,-1.24
34.15,0.096,-0.4,0.053,3.8,0.054,-1.08
34.16,0.112,-0.28,-0.01,3.92,0.011,-0.8
34.17,0.096,-0.32,0.062,3.88,0.02,-0.6
34.18,0.09,-0.28,0.002,3.76,0.055,-0.28
34.19,0.102,-0.12,-0.008,3.88,-0.004,-0.08
34.2,0.104,-0.12,0.045,3.68,-0.003,0.28
34.21,0.118,-0.12,0.018,3.56,0.011,0.48
34.22,0.093,-0.08,0.016,3.48,-0.008,0.68
34.23,0.119,0,0.056,3.4,-0.015,0.96
34.24,0.102,0.04,-0.003,3.32,0.02,1.36
34.25,0.099,0.04,0.024,3.16,0.01,1.56
34.26,0.099,0,0.009,3.08,0.014,1.72
34.27,0.103,0.08,-0.022,2.92,-0.002,1.96
34.28,0.087,0.08,0.015,2.8,-0.001,2.2
34.29,0.114,0.08,0.023,2.6,-0.01,2.44
34.3,0.104,0.04,-0.001,2.48,-0.05,2.6
34.31,0.105,0.12,0.067,2.32,-0.022,2.8
34.32,0.11,0.12,0.021,2.08,-0.003,2.96
34.33,0.097,0.04,0.017,1.92,-0.02,3.04
34.34,0.077,0.16,0.012,1.8,-0.041,3.32
34.35,0.088,0.12,0.007,1.48,-0.008,3.4
34.36,0.078,0.08,0.011,1.32,-0.036,3.48
34.37,0.09,0.12,-0.006,1.04,-0.058,3.52
34.38,0.064,0.08,0.04,0.84,-0.027,3.68
34.39,0.11,0.04,0.024,0.72,-0.07,3.76
34.4,0.076,0,0.053,0.52,-0.053,3.92
34.41,0.102,-0.04,0.02,0.32,-0.016,3.92
34.42,0.095,-0.16,0,0.04,-0.05,3.92
34.43,0.07,-0.04,0.013,-0.16,-0.034,3.88
34.44,0.086,0.04,-0.015,-0.4,-0.059,3.84
34.45,0.091,-0.04,0.007,-0.52,-0.062,3.88
34.46,0.065,-0.12,0.027,-0.72,-0.035,3.84
34.47,0.079,-0.16,-0.009,-1.04,-0.072,3.8
34.48,0.087,-0.2,0.051,-1.16,-0.074,3.64
34.49,0.075,-0.24,0.029,-1.44,-0.01,3.56
34.5,0.084,-0.32,-0.021,-1.64,-0.042,3.4
34.51,0.07,-0.36,0.013,-1.68,-0.035,3.28
34.52,0.077,-0.44,0.008,-1.96,-0.005,3.2
34.53,0.076,-0.44,-0.007,-2.16,-0.051,3.16
34.54,0.034,-0.6,0.036,-2.28,-0.022,2.92
34.55,0.067,-0.6,0.027,-2.36,-0.033,2.68
34.56,0.065,-0.72,0.019,-2.64,-0.046,2.56
34.57,0.036,-0.76,0.064,-2.8,-0.01,2.24
34.58,0.088,-0.96,0.021,-2.88,-0.029,2.08
34.59,0.051,-0.88,0.043,-3,-0.001,1.76
34.6,0.047,-0.92,0.05,-3.12,0.024,1.6
34.61,0.074,-1.04,0.012,-3.2,-0.021,1.4
34.62,0.044,-1.08,0.07,-3.32,0.008,1.04
34.63,0.057,-1.16,0.054,-3.36,-0.005,0.84
34.64,0.085,-1.36,0.036,-3.56,-0.037,0.64
34.65,0.046,-1.32,0.09,-3.56,0.024,0.36
34.66,0.088,-1.48,0.049,-3.56,0.003,0.08
34.67,0.062,-1.44,0.071,-3.56,0.02,-0.16
34.68,0.079,-1.52,0.084,-3.64,0.042,-0.44
34.69,0.033,-1.68,0.057,-3.76,0.039,-0.6
34.7,0.047,-1.72,0.109,-3.68,0.038,-0.96
34.71,0.073,-1.76,0.1,-3.72,0.052,-1.16
34.72,0.065,-1.88,0.074,-3.64,0.013,-1.4
34.73,0.05,-1.96,0.115,-3.56,0.047,-1.72
34.74,0.089,-2.12,0.069,-3.6,0.032,-1.76
34.75,0.062,-2.08,0.122,-3.56,0.046,-2.04
34.76,0.073,-2.28,0.132,-3.4,0.049,-2.28
34.77,0.068,-2.28,0.108,-3.36,0.06,-2.4
34.78,0.056,-2.4,0.111,-3.2,0.074,-2.64
34.79,0.046,-2.4,0.138,-3.08,0.057,-2.72
34.8,0.068,-2.56,0.125,-3,0.06,-2.96
34.81,0.084,-2.56,0.119,-2.88,0.064,-3.12
34.82,0.1,-2.52,0.109,-2.68,0.05,-3.32
34.83,0.06,-2.72,0.157,-2.68,0.062,-3.4
34.84,0.122,-2.84,0.141,-2.48,0.064,-3.48
34.85,0.084,-2.8,0.148,-2.24,0.078,-3.52
34.86,0.096,-2.92,0.134,-2.2,0.074,-3.6
34.87,0.094,-2.88,0.136,-2,0.068,-3.64
34.88,0.08,-2.92,0.139,-1.68,0.074,-3.64
34.89,0.096,-3.12,0.133,-1.56,0.056,-3.72
34.9,0.115,-3.04,0.128,-1.32,0.005,-3.72
34.91,0.095,-3.12,0.119,-1.12,0.064,-3.6
34.92,0.128,-3.16,0.126,-0.92,0.04,-3.52
34.93,0.1,-3.24,0.119,-0.8,0.044,-3.48
34.94,0.083,-3.32,0.14,-0.56,0.074,-3.44
34.95,0.131,-3.32,0.064,-0.36,0.06,-3.32
34.96,0.097,-3.36,0.105,-0.16,0.075,-3.16
34.97,0.08,-3.44,0.097,0.08,0.07,-3.12
34.98,0.129,-3.44,0.08,0.32,0.027,-3.04
34.99,0.111,-3.44,0.105,0.56,0.04,-2.8
35,0.101,-3.28,0.086,0.76,0.038,-2.68
35.01,0.126,-3.36,0.093,0.96,0.044,-2.44
35.02,0.118,-3.36,0.097,1.2,0.074,-2.24
35.03,0.124,-3.4,0.054,1.4,0.043,-2.08
35.04,0.112,-3.36,0.071,1.6,0.04,-1.96
35.05,0.107,-3.4,0.057,1.76,0.072,-1.72
35.06,0.124,-3.48,0.024,1.96,0.044,-1.4
35.07,0.104,-3.44,0.062,2.16,0.012,-1.2
35.08,0.107,-3.48,0.054,2.32,0.06,-0.92
35.09,0.116,-3.44,0.04,2.52,0.01,-0.64
35.1,0.088,-3.4,0.067,2.6,0.062,-0.44
35.11,0.112,-3.48,0.015,2.76,0.064,-0.28
35.12,0.118,-3.36,0.058,2.92,0.054,0.12
35.13,0.101,-3.32,0.032,3.04,0.056,0.36
35.14,0.093,-3.28,-0.003,3.16,0.054,0.56
35.15,0.098,-3.28,0.045,3.4,0.041,0.92
35.16,0.09,-3.2,0.024,3.4,0.036,1
35.17,0.081,-3.2,0.038,3.52,0.025,1.36
35.18,0.098,-3.16,0.039,3.56,0.031,1.64
35.19,0.072,-3.12,0.031,3.68,0.046,1.88
35.2,0.094,-3.08,0.041,3.76,0.056,2
35.21,0.098,-3.04,0,3.8,0.058,2.24
35.22,0.08,-2.96,0.032,3.88,0.039,2.52
35.23,0.086,-2.92,0.029,3.92,0.066,2.8
35.24,0.091,-2.84,0.023,3.88,0.044,2.88
35.25,0.081,-2.84,0.038,3.92,0.034,3
35.26,0.083,-2.76,0.061,3.92,0.041,3.24
35.27,0.087,-2.64,0.014,3.88,0.036,3.4
35.28,0.068,-2.56,0.051,3.84,0.06,3.48
35.29,0.058,-2.52,0.028,3.84,0.031,3.52
35.3,0.043,-2.44,0.038,3.76,0.054,3.68
35.31,0.052,-2.4,0.04,3.64,0.055,3.76
35.32,0.047,-2.24,0.022,3.6,0.009,3.8
35.33,0.014,-2.2,0.073,3.56,0.027,3.92
35.34,0.042,-2.16,0.08,3.4,0.027,3.88
35.35,0.063,-2.08,0.054,3.36,0.01,3.88
35.36,-0.011,-2,0.055,3.2,0.043,3.92
35.37,0.046,-1.92,0.05,3.04,0.041,3.8
35.38,0.034,-1.88,0.075,3,0.036,3.8
35.39,0,-1.76,0.054,2.76,0.052,3.84
35.4,0.029,-1.72,0.049,2.68,0.02,3.76
35.41,0.013,-1.6,0.087,2.36,0.001,3.68
35.42,0.019,-1.52,0.066,2.32,0.019,3.52
35.43,0.017,-1.36,0.069,2.08,-0.016,3.4
35.44,0.007,-1.32,0.084,2,0.024,3.32
35.45,0.004,-1.24,0.053,1.76,0.03,3.2
35.46,-0.007,-1.2,0.064,1.56,0.025,3
35.47,-0.025,-1.12,0.112,1.32,0.046,2.84
35.48,-0.006,-1.04,0.044,1.16,0.043,2.6
35.49,-0.005,-1.04,0.095,0.88,0.025,2.36
35.5,-0.033,-0.88,0.072,0.72,0.012,2.12
35.51,0.013,-0.88,0.091,0.52,-0.014,1.92
35.52,-0.005,-0.68,0.1,0.28,0.014,1.72
35.53,-0.017,-0.68,0.072,0.12,0.021,1.56
35.54,-0.016,-0.68,0.081,-0.12,0.022,1.16
35.55,-0.026,-0.6,0.1,-0.32,0.048,1.04
35.56,-0.034,-0.6,0.075,-0.48,0.034,0.72
35.57,-0.038,-0.48,0.091,-0.72,0.054,0.52
35.58,-0.015,-0.32,0.069,-0.96,0.026,0.2
35.59,-0.011,-0.36,0.07,-1.16,0.019,0.04
35.6,-0.021,-0.28,0.089,-1.36,0.024,-0.16
35.61,-0.025,-0.24,0.046,-1.6,0.038,-0.52
35.62,-0.006,-0.12,0.092,-1.8,0.048,-0.8
35.63,-0.029,-0.2,0.08,-2,0.055,-1.08
35.64,-0.049,-0.04,0.058,-2.16,0.097,-1.32
35.65,-0.028,-0.08,0.093,-2.32,0.077,-1.52
35.66,-0.011,0.08,0.077,-2.4,0.064,-1.64
35.67,-0.03,0,0.062,-2.64,0.081,-2.04
35.68,-0.007,0.04,0.096,-2.76,0.054,-2.12
35.69,-0.001,-0.04,0.07,-2.92,0.052,-2.32
35.7,-0.054,0.08,0.117,-3.04,0.067,-2.56
35.71,-0.008,0.04,0.077,-3.12,0.075,-2.72
35.72,-0.034,0.08,0.082,-3.16,0.089,-2.96
35.73,-0.036,0.12,0.107,-3.4,0.105,-2.92
35.74,-0.015,0.12,0.084,-3.44,0.097,-3.16
35.75,-0.029,0.08,0.085,-3.52,0.092,-3.24
35.76,0.001,0.12,0.103,-3.56,0.121,-3.36
35.77,-0.016,0.08,0.083,-3.64,0.08,-3.48
35.78,-0.022,0.08,0.101,-3.68,0.117,-3.56
35.79,-0.011,0.08,0.099,-3.64,0.087,-3.56
35.8,-0.012,0.08,0.084,-3.72,0.105,-3.64
35.81,-0.027,0.08,0.112,-3.6,0.142,-3.68
35.82,0.002,0.04,0.092,-3.64,0.108,-3.72
35.83,-0.004,0.04,0.105,-3.56,0.115,-3.68
35.84,0.006,0.08,0.122,-3.64,0.112,-3.56
35.85,0.016,-0.04,0.081,-3.52,0.102,-3.56
35.86,-0.006,-0.04,0.103,-3.44,0.108,-3.44
35.87,0.01,-0.04,0.1,-3.4,0.084,-3.36
35.88,-0.007,-0.2,0.084,-3.28,0.089,-3.36
35.89,-0.013,-0.16,0.073,-3.24,0.112,-3.16
35.9,0.025,-0.12,0.08,-3.12,0.118,-3.04
35.91,0.002,-0.16,0.109,-3.04,0.073,-2.88
35.92,0.005,-0.28,0.103,-2.96,0.118,-2.76
35.93,0.038,-0.36,0.071,-2.72,0.098,-2.56
35.94,0.022,-0.32,0.108,-2.6,0.062,-2.36
35.95,0.007,-0.44,0.074,-2.44,0.082,-2.08
35.96,0.002,-0.52,0.068,-2.32,0.068,-1.96
35.97,0.004,-0.56,0.085,-2.08,0.07,-1.72
35.98,-0.006,-0.6,0.062,-2,0.072,-1.48
35.99,-0.005,-0.76,0.061,-1.72,0.077,-1.24
36,-0.006,-0.72,0.066,-1.52,0.04,-1
36.01,-0.009,-0.84,0.029,-1.36,0.056,-0.8
36.02,0.003,-0.92,0.065,-1.16,0.051,-0.52
36.03,0.006,-1.04,0.028,-1.04,0.014,-0.36
36.04,-0.017,-1.12,0.04,-0.8,0.024,-0.04
36.05,-0.013,-1.16,0.05,-0.56,0.032,0.2
36.06,-0.025,-1.2,0.016,-0.4,0.025,0.6
36.07,-0.014,-1.24,0.043,-0.16,0.053,0.76
36.08,-0.028,-1.32,0.01,0.16,0.012,0.96
36.09,-0.006,-1.44,0,0.28,0.041,1.24
36.1,0.009,-1.56,0.04,0.44,0.025,1.48
36.11,0.006,-1.6,-0.009,0.68,-0.007,1.72
36.12,-0.012,-1.64,0.021,0.92,0.005,2
36.13,-0.005,-1.76,0.005,1.04,0.015,2.08
36.14,-0.015,-1.76,-0.034,1.4,0.008,2.32
36.15,-0.038,-1.92,0.008,1.56,0.024,2.56
36.16,-0.008,-1.96,-0.051,1.72,0.018,2.72
36.17,-0.033,-2,-0.018,1.92,0.018,2.92
36.18,-0.029,-2.16,-0.007,2.12,0.024,3.16
36.19,-0.01,-2.2,-0.039,2.28,0.016,3.32
36.2,-0.041,-2.36,-0.029,2.48,0.007,3.28
36.21,-0.037,-2.32,-0.008,2.64,0.006,3.52
36.22,-0.031,-2.44,-0.04,2.76,0.007,3.52
36.23,-0.058,-2.56,-0.032,2.96,0.029,3.68
36.24,-0.031,-2.56,-0.044,3.04,0.039,3.8
36.25,-0.063,-2.64,-0.042,3.24,0.016,3.88
36.26,-0.076,-2.72,-0.016,3.36,0.04,3.84
36.27,-0.066,-2.84,-0.039,3.44,0.041,3.96
36.28,-0.079,-2.84,-0.027,3.48,0.005,3.96
36.29,-0.067,-2.92,-0.007,3.52,0.014,3.88
36.3,-0.067,-2.92,-0.027,3.6,0.028,3.84
36.31,-0.082,-3.04,-0.006,3.84,0.034,3.72
36.32,-0.061,-3.04,0.01,3.92,0.026,3.8
36.33,-0.085,-3.08,-0.014,3.92,0.068,3.68
36.34,-0.096,-3.16,0.015,3.88,0.058,3.48
36.35,-0.119,-3.16,0.009,3.96,0.027,3.44
36.36,-0.095,-3.12,-0.006,3.84,0.045,3.4
36.37,-0.12,-3.24,0,3.92,0.054,3.2
36.38,-0.072,-3.28,0.014,3.96,0.002,3.04
36.39,-0.115,-3.32,0.019,3.92,0.004,2.96
36.4,-0.073,-3.36,0.02,3.76,0.04,2.76
36.41,-0.089,-3.4,0.038,3.8,0.036,2.56
36.42,-0.129,-3.36,0.022,3.64,0.039,2.32
36.43,-0.114,-3.48,0.015,3.68,0.056,2.12
36.44,-0.107,-3.36,0.043,3.52,0.063,1.84
36.45,-0.114,-3.4,0.032,3.48,-0.006,1.68
36.46,-0.102,-3.36,0.062,3.4,0.05,1.4
36.47,-0.114,-3.48,0.077,3.32,0.024,1.2
36.48,-0.066,-3.48,0.05,3.12,0.009,0.92
36.49,-0.131,-3.4,0.068,2.96,0.029,0.64
36.5,-0.102,-3.4,0.07,2.8,0.043,0.44
36.51,-0.117,-3.48,0.056,2.68,0.042,0.12
36.52,-0.12,-3.44,0.047,2.52,0.055,-0.08
36.53,-0.101,-3.36,0.028,2.36,0.033,-0.44
36.54,-0.087,-3.36,0.064,2.2,0.005,-0.64
36.55,-0.074,-3.36,0.059,1.96,0.021,-0.92
36.56,-0.102,-3.4,0.034,1.76,-0.011,-1.16
36.57,-0.089,-3.36,0.056,1.56,0.006,-1.36
36.58,-0.084,-3.28,0.073,1.4,0.015,-1.56
36.59,-0.081,-3.2,0.046,1.16,0.02,-1.84
36.6,-0.128,-3.16,0.063,0.96,0.028,-2.04
36.61,-0.102,-3.12,0.046,0.76,0.043,-2.2
36.62,-0.074,-3.12,0.041,0.4,0.01,-2.36
36.63,-0.106,-3,0.07,0.28,0.019,-2.64
36.64,-0.058,-2.96,0.059,0.12,0.007,-2.72
36.65,-0.075,-3,0.012,-0.24,0.002,-2.92
36.66,-0.053,-2.84,0.045,-0.4,0.018,-3.04
36.67,-0.079,-2.84,0.033,-0.56,0.03,-3.12
36.68,-0.07,-2.84,0.017,-0.76,0.035,-3.24
36.69,-0.074,-2.72,0.04,-1,0.042,-3.44
36.7,-0.087,-2.64,0.006,-1.16,0.031,-3.48
36.71,-0.084,-2.64,0.027,-1.32,0.042,-3.6
36.72,-0.083,-2.48,0,-1.56,0.029,-3.64
36.73,-0.066,-2.36,0.023,-1.68,0.011,-3.64
36.74,-0.036,-2.4,0.012,-1.88,0.037,-3.64
36.75,-0.048,-2.32,0.012,-2.12,0.047,-3.68
36.76,-0.058,-2.2,-0.009,-2.36,0.05,-3.56
36.77,-0.054,-2.12,0.007,-2.48,0.028,-3.52
36.78,-0.058,-2.04,0.001,-2.56,0.072,-3.48
36.79,-0.067,-1.92,0.008,-2.76,0.044,-3.44
36.8,-0.054,-1.92,-0.01,-2.8,0.031,-3.4
36.81,-0.056,-1.84,-0.002,-3.04,0.045,-3.32
36.82,-0.044,-1.72,0.008,-3.12,0.031,-3.16
36.83,-0.035,-1.68,-0.021,-3.2,0.042,-2.96
36.84,-0.036,-1.6,-0.012,-3.24,0.044,-2.88
36.85,-0.045,-1.48,-0.028,-3.36,0.05,-2.68
36.86,-0.047,-1.4,-0.009,-3.44,0.06,-2.48
36.87,-0.038,-1.36,-0.021,-3.56,0.057,-2.32
36.88,-0.061,-1.24,-0.012,-3.6,0.068,-2.04
