All measurements 3.8Vpp sine wave injections,,,,,,
TIME,700mHz 1,700mHz 2,900mHz 1,900mHz 2,1080mHz 1,1080mHz 2
27.9,-0.02,-3.48,0.07,-2.72,-0.076,3.68
27.91,-0.041,-3.48,0.029,-2.88,-0.041,3.8
27.92,-0.028,-3.48,0.01,-3.04,-0.039,3.84
27.93,-0.011,-3.4,0.057,-3.08,-0.07,3.84
27.94,-0.046,-3.36,0.024,-3.16,-0.038,4
27.95,-0.026,-3.36,0.019,-3.28,-0.037,3.84
27.96,-0.035,-3.4,0.049,-3.4,-0.07,3.92
27.97,-0.01,-3.32,-0.008,-3.52,-0.038,3.92
27.98,-0.042,-3.36,0.034,-3.48,-0.058,3.76
27.99,-0.027,-3.28,0.04,-3.56,-0.061,3.8
28,-0.024,-3.32,-0.014,-3.56,-0.021,3.68
28.01,-0.038,-3.24,0.021,-3.72,-0.059,3.6
28.02,-0.037,-3.2,0.021,-3.56,-0.019,3.4
28.03,-0.016,-3.16,-0.009,-3.68,-0.068,3.4
28.04,-0.051,-3.2,0.05,-3.56,-0.048,3.16
28.05,-0.06,-3.08,-0.023,-3.68,-0.049,2.96
28.06,-0.036,-3.04,-0.002,-3.56,-0.045,2.72
28.07,-0.041,-3.04,0.062,-3.56,-0.06,2.72
28.08,-0.05,-2.92,-0.015,-3.48,-0.03,2.44
28.09,-0.057,-2.8,0.027,-3.48,-0.005,2.24
28.1,-0.044,-2.88,0.055,-3.28,-0.011,2.08
28.11,-0.056,-2.72,-0.007,-3.24,-0.015,1.72
28.12,-0.069,-2.68,0.058,-3.08,0.005,1.56
28.13,-0.045,-2.6,0.043,-3.04,-0.035,1.32
28.14,-0.058,-2.56,0.005,-2.92,-0.011,1.04
28.15,-0.058,-2.52,0.065,-2.76,-0.023,0.84
28.16,-0.047,-2.4,0.032,-2.64,-0.023,0.48
28.17,-0.055,-2.28,0.051,-2.44,0.01,0.24
28.18,-0.074,-2.36,0.075,-2.32,-0.011,0.04
28.19,-0.049,-2.16,0.044,-2.16,-0.009,-0.16
28.2,-0.061,-2.12,0.078,-1.92,0.03,-0.44
28.21,-0.093,-2.04,0.098,-1.84,-0.018,-0.76
28.22,-0.056,-1.96,0.07,-1.6,0,-1
28.23,-0.061,-1.92,0.081,-1.44,0.034,-1.24
28.24,-0.038,-1.76,0.125,-1.24,-0.021,-1.44
28.25,-0.048,-1.68,0.089,-1,0.029,-1.64
28.26,-0.058,-1.6,0.105,-0.84,0.038,-1.84
28.27,-0.051,-1.52,0.116,-0.56,0.01,-2.08
28.28,-0.054,-1.52,0.101,-0.4,0.044,-2.32
28.29,-0.05,-1.48,0.113,-0.2,0.016,-2.48
28.3,-0.049,-1.36,0.129,0.04,-0.01,-2.72
28.31,-0.054,-1.24,0.106,0.12,0.034,-2.88
28.32,-0.053,-1.24,0.117,0.48,0.015,-2.96
28.33,-0.029,-1.08,0.117,0.64,0.009,-3.08
28.34,-0.034,-1.04,0.103,0.84,0.047,-3.2
28.35,-0.049,-0.92,0.151,1.08,0.007,-3.36
28.36,-0.041,-0.88,0.111,1.36,0.055,-3.4
28.37,-0.023,-0.88,0.13,1.48,0.047,-3.56
28.38,-0.047,-0.76,0.181,1.64,0,-3.6
28.39,-0.023,-0.6,0.124,1.92,0.044,-3.56
28.4,-0.004,-0.56,0.129,2.08,0.033,-3.64
28.41,-0.028,-0.52,0.156,2.28,0.011,-3.68
28.42,-0.013,-0.6,0.099,2.4,0.048,-3.6
28.43,-0.006,-0.44,0.141,2.56,0.021,-3.56
28.44,-0.024,-0.28,0.139,2.68,0.032,-3.6
28.45,-0.028,-0.28,0.074,2.92,0.058,-3.52
28.46,-0.009,-0.28,0.144,3.08,0.019,-3.36
28.47,-0.014,-0.16,0.125,3.24,0.026,-3.32
28.48,0.019,-0.16,0.081,3.28,0.037,-3.28
28.49,0.002,-0.16,0.135,3.48,0.009,-3.12
28.5,0.03,-0.12,0.083,3.56,0.02,-2.88
28.51,0.02,-0.08,0.08,3.64,0.055,-2.76
28.52,0.018,-0.04,0.12,3.64,0.018,-2.64
28.53,0.034,0.04,0.07,3.72,0.064,-2.4
28.54,0.031,0.04,0.1,3.8,0.053,-2.2
28.55,0.008,0.08,0.103,3.8,0.054,-2.04
28.56,0.058,0.08,0.065,3.92,0.062,-1.84
28.57,0.024,0.12,0.112,3.92,0.045,-1.68
28.58,0.041,0.12,0.075,3.96,0.017,-1.32
28.59,0.052,0.16,0.027,3.96,0.056,-1.04
28.6,0.052,0.04,0.072,3.88,0.047,-0.76
28.61,0.042,0.24,0.045,3.92,0.046,-0.64
28.62,0.052,0.16,0.044,3.92,0.072,-0.4
28.63,0.054,0.16,0.069,3.8,0.059,-0.2
28.64,0.046,0.12,0.055,3.76,0.071,0.12
28.65,0.045,0.16,0.061,3.68,0.078,0.36
28.66,0.056,0.08,0.074,3.6,0.03,0.64
28.67,0.08,0.04,0.02,3.44,0.018,0.88
28.68,0.047,0.12,0.042,3.36,0.061,1.24
28.69,0.084,0.08,0.036,3.24,0.043,1.44
28.7,0.069,0,0.01,3.04,0.061,1.64
28.71,0.049,0,0.058,2.96,0.068,1.88
28.72,0.071,-0.08,0.056,2.88,0.065,2.12
28.73,0.048,-0.04,0.018,2.68,0.06,2.32
28.74,0.081,-0.12,0.053,2.6,0.039,2.52
28.75,0.066,-0.2,0.042,2.36,0.021,2.8
28.76,0.055,-0.24,0.003,2.04,0.046,2.88
28.77,0.089,-0.24,0.016,1.96,0.046,3.04
28.78,0.061,-0.36,0.044,1.8,0.048,3.2
28.79,0.058,-0.24,0.005,1.64,0.074,3.4
28.8,0.073,-0.4,0.062,1.48,0.05,3.44
28.81,0.049,-0.52,0.038,1.2,0.042,3.56
28.82,0.053,-0.52,0.026,1,0.048,3.72
28.83,0.076,-0.52,0.058,0.8,0.019,3.84
28.84,0.067,-0.72,0.012,0.64,0.002,3.76
28.85,0.064,-0.72,0.021,0.44,0.001,3.84
28.86,0.04,-0.8,0.036,0.08,-0.006,3.92
28.87,0.041,-0.88,0.005,-0.04,0.034,3.92
28.88,0.044,-0.92,0.049,-0.24,0.019,3.92
28.89,0.034,-0.92,0.081,-0.52,0.008,3.92
28.9,0.055,-1.12,0.017,-0.72,0.041,3.72
28.91,0.05,-1.12,0.083,-0.92,-0.006,3.76
28.92,0.048,-1.24,0.034,-1.16,-0.009,3.72
28.93,0.059,-1.32,0.012,-1.28,0.01,3.64
28.94,0.056,-1.44,0.058,-1.44,-0.024,3.52
28.95,0.04,-1.48,0.003,-1.6,-0.013,3.4
28.96,0.047,-1.52,0.019,-1.8,0.036,3.24
28.97,0.027,-1.56,0.058,-2,0.01,3.16
28.98,0.065,-1.68,0.021,-2.24,0.015,2.88
28.99,0.039,-1.8,0.044,-2.4,0.009,2.76
29,0.033,-1.84,0.052,-2.6,0.005,2.6
29.01,0.06,-1.88,0.003,-2.68,-0.01,2.36
29.02,0.023,-1.96,0.042,-2.84,-0.001,2.16
29.03,0.042,-2.08,0.049,-3,-0.013,1.96
29.04,0.025,-2.16,-0.018,-3.04,0.015,1.72
29.05,0.028,-2.16,0.036,-3.2,0.04,1.48
29.06,0.024,-2.2,0.044,-3.24,0.02,1.32
29.07,0.026,-2.36,0.019,-3.4,0.044,0.92
29.08,0.025,-2.44,0.05,-3.48,-0.003,0.64
29.09,0.052,-2.6,0.013,-3.44,-0.002,0.52
29.1,0.045,-2.56,0.012,-3.56,0.03,0.12
29.11,0.044,-2.72,0.05,-3.6,0.008,-0.12
29.12,0.045,-2.68,0.009,-3.6,0.025,-0.36
29.13,0.013,-2.76,0.02,-3.6,0.065,-0.56
29.14,0.038,-2.84,0.056,-3.72,0.051,-0.76
29.15,0.025,-2.8,0.051,-3.64,0.061,-1.08
29.16,0.009,-2.92,0.041,-3.64,0.056,-1.36
29.17,0.044,-3,0.042,-3.6,0.029,-1.56
29.18,0.036,-3.08,0.018,-3.56,0.056,-1.76
29.19,0.05,-3.12,0.062,-3.44,0.052,-1.88
29.2,0.034,-3.16,0.051,-3.44,0.061,-2.24
29.21,0.022,-3.28,0.035,-3.32,0.092,-2.32
29.22,0.046,-3.24,0.092,-3.24,0.082,-2.56
29.23,0.017,-3.24,0.065,-3.16,0.079,-2.76
29.24,0.044,-3.36,0.05,-3.08,0.109,-2.88
29.25,0.039,-3.32,0.089,-2.92,0.062,-3
29.26,0.054,-3.36,0.04,-2.84,0.057,-3.16
29.27,0.06,-3.36,0.041,-2.64,0.088,-3.36
29.28,0.043,-3.36,0.089,-2.56,0.086,-3.44
29.29,0.041,-3.4,0.061,-2.36,0.095,-3.52
29.3,0.075,-3.36,0.089,-2.16,0.106,-3.52
29.31,0.058,-3.36,0.11,-1.88,0.094,-3.64
29.32,0.036,-3.52,0.076,-1.8,0.098,-3.68
29.33,0.086,-3.44,0.116,-1.68,0.11,-3.56
29.34,0.05,-3.48,0.116,-1.4,0.07,-3.68
29.35,0.094,-3.36,0.084,-1.28,0.094,-3.64
29.36,0.062,-3.48,0.098,-1,0.102,-3.6
29.37,0.077,-3.4,0.097,-0.92,0.092,-3.56
29.38,0.106,-3.48,0.075,-0.64,0.12,-3.48
29.39,0.095,-3.36,0.133,-0.4,0.101,-3.36
29.4,0.078,-3.32,0.074,-0.24,0.085,-3.36
29.41,0.117,-3.32,0.068,-0.04,0.106,-3.16
29.42,0.088,-3.32,0.107,0.2,0.093,-3.04
29.43,0.084,-3.32,0.063,0.36,0.052,-2.96
29.44,0.083,-3.24,0.077,0.64,0.107,-2.72
29.45,0.102,-3.16,0.086,0.92,0.081,-2.6
29.46,0.096,-3.16,0.043,1.04,0.095,-2.28
29.47,0.1,-3.24,0.063,1.32,0.125,-2.16
29.48,0.105,-3.08,0.1,1.48,0.058,-1.92
29.49,0.141,-2.96,0.02,1.72,0.091,-1.68
29.5,0.112,-3,0.073,1.88,0.069,-1.6
29.51,0.138,-2.88,0.061,2.04,0.038,-1.28
29.52,0.138,-2.88,0.034,2.28,0.087,-1
29.53,0.104,-2.8,0.075,2.4,0.045,-0.8
29.54,0.131,-2.72,-0.004,2.52,0.07,-0.6
29.55,0.112,-2.64,0.024,2.8,0.101,-0.24
29.56,0.117,-2.64,0.051,2.88,0.04,-0.08
29.57,0.106,-2.64,0.01,3.04,0.077,0.28
29.58,0.111,-2.52,-0.002,3.16,0.1,0.52
29.59,0.145,-2.48,0.045,3.24,-0.003,0.8
29.6,0.122,-2.28,-0.037,3.4,0.055,0.96
29.61,0.122,-2.32,0.013,3.48,0.065,1.24
29.62,0.131,-2.2,-0.002,3.6,0.023,1.56
29.63,0.12,-2.24,-0.047,3.68,0.088,1.68
29.64,0.108,-2.04,0.01,3.72,0.059,1.96
29.65,0.128,-1.96,-0.024,3.84,0.06,2.28
29.66,0.131,-1.92,-0.041,3.92,0.058,2.44
29.67,0.139,-1.8,0,3.88,0.044,2.56
29.68,0.129,-1.72,-0.057,3.92,0.031,2.8
29.69,0.107,-1.64,-0.036,3.88,0.041,2.96
29.7,0.141,-1.52,-0.033,3.92,0.021,3.04
29.71,0.091,-1.52,-0.052,3.96,0.059,3.24
29.72,0.097,-1.44,-0.058,3.96,0.068,3.4
29.73,0.108,-1.36,-0.013,3.84,0.031,3.44
29.74,0.104,-1.24,-0.075,3.76,0.08,3.68
29.75,0.123,-1.16,-0.038,3.68,0.066,3.76
29.76,0.109,-1.04,-0.041,3.6,0.024,3.84
29.77,0.106,-1.08,-0.089,3.6,0.045,3.88
29.78,0.095,-0.88,-0.028,3.56,0.046,3.92
29.79,0.084,-0.88,-0.023,3.32,0.027,3.92
29.8,0.08,-0.8,-0.073,3.16,0.045,3.96
29.81,0.092,-0.88,-0.011,3.16,0.049,3.88
29.82,0.079,-0.68,-0.034,2.96,0.036,3.8
29.83,0.101,-0.6,-0.05,2.88,0.052,3.76
29.84,0.086,-0.6,-0.021,2.68,0.042,3.8
29.85,0.089,-0.52,-0.056,2.48,0.024,3.76
29.86,0.109,-0.4,-0.06,2.32,0.057,3.56
29.87,0.07,-0.4,-0.018,2.28,0.029,3.48
29.88,0.062,-0.36,-0.034,2,0.017,3.32
29.89,0.064,-0.28,0.004,1.88,0.063,3.28
29.9,0.066,-0.2,-0.022,1.64,0.016,3.12
29.91,0.062,-0.2,-0.034,1.44,0.05,2.8
29.92,0.057,-0.12,0.004,1.24,0.057,2.6
29.93,0.055,-0.16,-0.006,1,-0.007,2.52
29.94,0.054,-0.08,-0.07,0.8,0.056,2.32
29.95,0.066,0,0.014,0.56,0.035,2.16
29.96,0.043,0,0.013,0.44,-0.021,1.84
29.97,0.034,0.04,-0.038,0.12,0.051,1.64
29.98,0.034,0,0.045,0,0.013,1.36
29.99,0.054,0.04,0.002,-0.32,0.017,1.2
30,0.049,0.04,-0.005,-0.48,0.051,0.96
30.01,0.062,0.16,0.043,-0.64,0.012,0.68
30.02,0.053,0.04,0.004,-0.88,0.037,0.4
30.03,0.05,0.08,0.018,-1.08,0.05,0.12
30.04,0.067,0.08,0.009,-1.28,-0.003,-0.2
30.05,0.052,0.12,0.009,-1.48,0.048,-0.44
30.06,0.035,0.16,0.061,-1.68,0.015,-0.68
30.07,0.046,0.16,0.025,-1.88,0.031,-0.92
30.08,0.042,0.16,-0.008,-2.08,0.056,-1.16
30.09,0.057,0.16,0.068,-2.28,0.014,-1.36
30.1,0.041,0.08,0.021,-2.32,0.023,-1.6
30.11,0.047,0.08,-0.019,-2.52,0.052,-1.8
30.12,0.079,0.04,0.025,-2.64,-0.022,-2
30.13,0.031,0.12,0.009,-2.92,0.023,-2.32
30.14,0.048,-0.04,0.004,-2.92,0.054,-2.4
30.15,0.041,-0.08,0.021,-3.08,0.028,-2.56
30.16,0.051,-0.08,0.018,-3.12,0.041,-2.88
30.17,0.055,-0.12,0.009,-3.28,0.051,-2.88
30.18,0.059,-0.12,0.027,-3.36,0.048,-3.04
30.19,0.066,-0.12,-0.025,-3.56,0.034,-3.24
30.2,0.053,-0.24,0.02,-3.4,0.031,-3.36
30.21,0.067,-0.32,0.006,-3.6,0.04,-3.48
30.22,0.06,-0.32,-0.022,-3.72,0.058,-3.48
30.23,0.053,-0.48,0.032,-3.72,0.054,-3.56
30.24,0.049,-0.44,0.015,-3.64,0.046,-3.52
30.25,0.049,-0.52,-0.018,-3.64,0.066,-3.56
30.26,0.062,-0.64,0.012,-3.68,0.07,-3.72
30.27,0.056,-0.6,-0.008,-3.6,0.073,-3.68
30.28,0.066,-0.84,-0.034,-3.56,0.049,-3.52
30.29,0.052,-0.8,0.007,-3.64,0.072,-3.56
30.3,0.08,-1,-0.005,-3.52,0.069,-3.48
30.31,0.051,-1,-0.016,-3.44,0.102,-3.44
30.32,0.065,-1,0.021,-3.32,0.084,-3.36
30.33,0.054,-1.08,-0.01,-3.24,0.066,-3.2
30.34,0.071,-1.12,-0.001,-3.2,0.115,-3.16
30.35,0.026,-1.2,0.005,-3.12,0.065,-2.96
30.36,0.099,-1.36,-0.035,-2.96,0.078,-2.8
30.37,0.059,-1.48,0,-2.84,0.052,-2.72
30.38,0.07,-1.44,-0.006,-2.68,0.052,-2.48
30.39,0.052,-1.52,-0.014,-2.52,0.092,-2.32
30.4,0.075,-1.68,0.007,-2.4,0.046,-2.08
30.41,0.087,-1.68,-0.009,-2.2,0.062,-1.84
30.42,0.059,-1.84,-0.018,-1.96,0.113,-1.6
30.43,0.075,-1.88,0.035,-1.84,0.043,-1.4
30.44,0.091,-1.92,-0.042,-1.72,0.055,-1.16
30.45,0.097,-2,-0.015,-1.44,0.104,-0.88
30.46,0.07,-2.04,0.054,-1.28,0.023,-0.72
30.47,0.097,-2.2,-0.052,-1.08,0.048,-0.52
30.48,0.082,-2.24,-0.006,-0.96,0.066,-0.2
30.49,0.08,-2.24,0.007,-0.56,0.025,0.08
30.5,0.097,-2.32,-0.044,-0.48,0.058,0.32
30.51,0.08,-2.48,-0.011,-0.24,0.034,0.64
30.52,0.082,-2.56,-0.026,0,0.038,0.88
30.53,0.065,-2.64,-0.04,0.24,0.031,1.12
30.54,0.068,-2.64,0,0.4,0.004,1.36
30.55,0.082,-2.72,-0.028,0.68,0.037,1.6
30.56,0.047,-2.84,-0.048,0.92,0.011,1.84
30.57,0.077,-2.84,-0.029,1.08,-0.002,2.12
30.58,0.082,-2.92,-0.032,1.28,0.029,2.24
30.59,0.074,-2.92,-0.057,1.52,0.015,2.4
30.6,0.068,-3,-0.026,1.68,-0.002,2.76
30.61,0.075,-3.08,-0.088,1.88,-0.006,2.8
30.62,0.07,-3.04,-0.047,2,-0.018,3.04
30.63,0.048,-3.16,-0.059,2.28,-0.013,3.2
30.64,0.042,-3.24,-0.092,2.4,-0.024,3.24
30.65,0.054,-3.16,-0.068,2.56,-0.037,3.48
30.66,0.028,-3.2,-0.073,2.76,-0.028,3.56
30.67,0.027,-3.32,-0.116,2.92,-0.02,3.64
30.68,0.04,-3.4,-0.09,3,0.003,3.8
30.69,0.047,-3.36,-0.099,3.08,-0.026,3.76
30.7,0.011,-3.48,-0.137,3.36,-0.02,3.84
30.71,0.028,-3.36,-0.089,3.4,-0.008,3.92
30.72,0.044,-3.36,-0.115,3.56,-0.076,3.88
30.73,0.013,-3.36,-0.097,3.6,-0.028,3.92
30.74,0.008,-3.48,-0.075,3.68,-0.037,3.96
30.75,0.001,-3.48,-0.121,3.72,-0.039,3.8
30.76,-0.01,-3.48,-0.122,3.8,-0.011,3.76
30.77,0,-3.44,-0.09,3.84,-0.027,3.72
30.78,-0.007,-3.44,-0.144,3.88,-0.024,3.64
30.79,-0.006,-3.36,-0.126,3.96,-0.012,3.52
30.8,-0.023,-3.4,-0.073,3.92,-0.04,3.44
30.81,0.006,-3.48,-0.135,3.92,-0.062,3.32
30.82,-0.024,-3.4,-0.071,3.92,-0.006,3
30.83,-0.017,-3.32,-0.083,3.92,-0.054,2.96
30.84,-0.055,-3.4,-0.14,3.8,0,2.84
30.85,-0.033,-3.28,-0.059,3.8,0.002,2.6
30.86,-0.02,-3.2,-0.097,3.76,-0.007,2.44
30.87,-0.063,-3.32,-0.097,3.68,0.008,2.2
30.88,-0.051,-3.28,-0.068,3.6,-0.032,2
30.89,-0.025,-3.08,-0.086,3.56,-0.01,1.8
30.9,-0.048,-3.28,-0.042,3.4,-0.014,1.48
30.91,-0.037,-3.04,-0.043,3.32,-0.035,1.32
30.92,-0.053,-3,-0.094,3.2,0.004,1
30.93,-0.043,-3.04,-0.046,3.08,0.003,0.8
30.94,-0.048,-2.92,-0.041,2.8,-0.006,0.52
30.95,-0.061,-2.84,-0.076,2.72,0.028,0.28
30.96,-0.065,-2.8,0.001,2.48,0.012,0
30.97,-0.035,-2.76,-0.017,2.4,-0.006,-0.28
30.98,-0.071,-2.72,-0.042,2.2,-0.012,-0.52
30.99,-0.061,-2.56,0.021,1.92,-0.012,-0.8
31,-0.046,-2.52,-0.027,1.8,-0.017,-0.96
31.01,-0.051,-2.52,-0.037,1.68,-0.013,-1.24
31.02,-0.046,-2.4,0.018,1.48,-0.011,-1.48
31.03,-0.042,-2.28,0.001,1.28,0.001,-1.6
31.04,-0.056,-2.24,0.002,1.04,0,-1.96
31.05,-0.075,-2.16,0.005,0.92,0.034,-2.08
31.06,-0.045,-2.08,-0.009,0.48,-0.012,-2.28
31.07,-0.058,-2.08,0.019,0.44,0.003,-2.48
31.08,-0.079,-1.92,-0.003,0.16,-0.011,-2.72
31.09,-0.056,-1.88,-0.026,-0.04,-0.013,-2.96
31.1,-0.052,-1.8,0.001,-0.2,-0.005,-3.04
31.11,-0.048,-1.76,0.005,-0.4,-0.003,-3.04
31.12,-0.046,-1.64,0.005,-0.68,0.015,-3.28
31.13,-0.03,-1.6,-0.005,-0.96,0.032,-3.4
31.14,-0.045,-1.48,0.009,-1.08,-0.004,-3.48
31.15,-0.039,-1.44,-0.01,-1.24,0.032,-3.6
31.16,-0.043,-1.32,0,-1.48,-0.005,-3.64
31.17,-0.022,-1.2,-0.017,-1.64,-0.051,-3.64
31.18,-0.035,-1.24,-0.029,-1.92,-0.012,-3.72
31.19,-0.044,-1.12,0.027,-1.96,-0.001,-3.76
31.2,-0.048,-0.96,-0.041,-2.24,-0.025,-3.68
31.21,-0.05,-0.88,-0.029,-2.36,0.051,-3.68
31.22,-0.047,-0.84,0.03,-2.56,0.005,-3.52
31.23,-0.038,-0.8,-0.074,-2.72,0.02,-3.44
31.24,-0.047,-0.76,-0.051,-2.72,0.022,-3.4
31.25,-0.038,-0.64,-0.036,-2.96,0,-3.36
31.26,-0.016,-0.72,-0.068,-3.16,-0.025,-3.16
31.27,-0.039,-0.64,-0.051,-3.16,-0.004,-3.04
31.28,-0.032,-0.48,-0.029,-3.32,-0.038,-2.84
31.29,-0.026,-0.36,-0.08,-3.28,0.039,-2.72
31.3,-0.042,-0.28,-0.006,-3.44,0.014,-2.56
31.31,-0.037,-0.36,-0.025,-3.48,-0.002,-2.4
31.32,-0.012,-0.2,-0.094,-3.52,0.038,-2.2
31.33,-0.016,-0.24,-0.026,-3.56,-0.014,-2
31.34,-0.021,-0.24,-0.107,-3.56,-0.005,-1.72
31.35,-0.017,-0.2,-0.071,-3.68,-0.027,-1.6
31.36,-0.016,-0.12,-0.057,-3.76,-0.038,-1.36
31.37,-0.006,-0.08,-0.094,-3.72,0.011,-1.08
31.38,-0.015,0,-0.034,-3.64,0.01,-0.88
31.39,-0.024,-0.04,-0.058,-3.68,0.02,-0.56
31.4,-0.008,0.04,-0.066,-3.56,0.048,-0.32
31.41,-0.02,0.12,-0.055,-3.48,0.013,0
31.42,-0.008,-0.04,-0.096,-3.48,0.002,0.2
31.43,-0.012,0.12,-0.076,-3.32,0.001,0.48
31.44,-0.02,0.04,-0.05,-3.32,-0.019,0.76
31.45,-0.026,0.08,-0.093,-3.24,-0.024,1
31.46,-0.026,0.08,-0.066,-3.12,-0.004,1.2
31.47,-0.027,0.16,-0.036,-3.12,-0.001,1.44
31.48,-0.029,0.16,-0.116,-2.8,0.016,1.68
31.49,-0.012,0.12,-0.06,-2.64,0.018,1.88
31.5,-0.032,0.12,-0.088,-2.56,-0.005,2.16
31.51,-0.022,0.08,-0.112,-2.36,-0.021,2.36
31.52,-0.017,0.08,-0.07,-2.24,-0.03,2.52
31.53,-0.02,0.16,-0.063,-2.12,-0.04,2.68
31.54,-0.055,0.04,-0.087,-1.8,-0.042,2.88
31.55,-0.024,0,-0.039,-1.68,-0.042,3.08
31.56,-0.022,0,-0.067,-1.48,-0.011,3.32
31.57,-0.052,-0.04,-0.076,-1.24,-0.001,3.36
31.58,-0.015,0,-0.086,-1.12,0.006,3.44
31.59,-0.046,-0.12,-0.08,-0.96,-0.032,3.76
31.6,-0.04,-0.24,-0.102,-0.68,-0.026,3.72
31.61,-0.057,-0.24,-0.061,-0.52,-0.047,3.72
31.62,-0.046,-0.2,-0.082,-0.28,-0.064,3.88
31.63,-0.044,-0.28,-0.073,-0.04,-0.058,3.92
31.64,-0.075,-0.32,-0.078,0.16,-0.077,3.92
31.65,-0.05,-0.36,-0.069,0.36,-0.051,3.88
31.66,-0.062,-0.52,-0.094,0.6,-0.027,3.88
31.67,-0.059,-0.52,-0.063,0.68,-0.068,3.84
31.68,-0.065,-0.52,-0.098,1,-0.072,3.8
31.69,-0.059,-0.64,-0.073,1.24,-0.05,3.76
31.7,-0.084,-0.68,-0.079,1.4,-0.097,3.76
31.71,-0.065,-0.72,-0.104,1.68,-0.093,3.56
31.72,-0.06,-0.72,-0.069,1.8,-0.078,3.44
31.73,-0.095,-0.8,-0.073,1.88,-0.088,3.4
31.74,-0.041,-1.04,-0.129,2.16,-0.082,3.32
31.75,-0.093,-1.16,-0.06,2.44,-0.073,3.12
31.76,-0.095,-1,-0.086,2.6,-0.068,2.88
31.77,-0.067,-1.24,-0.114,2.72,-0.074,2.76
31.78,-0.116,-1.24,-0.069,2.76,-0.075,2.6
31.79,-0.104,-1.36,-0.112,2.96,-0.074,2.28
31.8,-0.105,-1.36,-0.098,3.12,-0.081,2.04
31.81,-0.093,-1.56,-0.046,3.28,-0.066,1.84
31.82,-0.068,-1.56,-0.118,3.36,-0.055,1.64
31.83,-0.08,-1.64,-0.082,3.44,-0.052,1.44
31.84,-0.094,-1.76,-0.064,3.56,-0.041,1.16
31.85,-0.084,-1.72,-0.094,3.68,-0.028,0.92
31.86,-0.133,-1.88,-0.087,3.68,-0.035,0.72
31.87,-0.096,-2,-0.086,3.8,-0.067,0.36
31.88,-0.113,-2,-0.091,3.84,-0.064,0.16
31.89,-0.123,-2.12,-0.043,3.88,-0.045,-0.12
31.9,-0.099,-2.2,-0.087,3.88,-0.068,-0.4
31.91,-0.115,-2.24,-0.053,3.92,-0.047,-0.6
31.92,-0.099,-2.32,-0.025,3.96,-0.042,-0.76
31.93,-0.117,-2.36,-0.064,3.76,-0.016,-1.12
31.94,-0.134,-2.52,-0.033,3.92,-0.006,-1.32
31.95,-0.118,-2.64,-0.029,3.76,-0.014,-1.6
31.96,-0.115,-2.64,-0.054,3.8,-0.028,-1.76
31.97,-0.107,-2.68,-0.001,3.8,-0.017,-2
31.98,-0.087,-2.64,-0.028,3.64,-0.023,-2.24
31.99,-0.099,-2.72,-0.039,3.52,-0.011,-2.44
32,-0.116,-2.88,-0.025,3.48,-0.012,-2.68
32.01,-0.08,-2.96,-0.007,3.36,0,-2.72
32.02,-0.141,-3,-0.054,3.4,0.017,-2.88
32.03,-0.087,-3.04,0.006,3.2,0.008,-3.04
32.04,-0.121,-3,-0.021,3.08,-0.02,-3.16
32.05,-0.084,-3.16,-0.006,2.88,0.005,-3.32
32.06,-0.07,-3.12,0.008,2.76,-0.016,-3.4
32.07,-0.127,-3.16,0.003,2.52,0.007,-3.52
32.08,-0.065,-3.24,0.016,2.44,0.014,-3.68
32.09,-0.079,-3.2,0.026,2.28,0.007,-3.72
32.1,-0.107,-3.24,-0.005,2.04,0.006,-3.64
32.11,-0.062,-3.32,0.004,1.84,-0.003,-3.56
32.12,-0.079,-3.36,0.035,1.68,-0.015,-3.68
32.13,-0.05,-3.36,0.004,1.48,-0.006,-3.68
32.14,-0.068,-3.44,0.015,1.24,-0.008,-3.56
32.15,-0.053,-3.4,0.027,1.16,-0.011,-3.48
32.16,-0.076,-3.36,0,0.8,-0.003,-3.48
32.17,-0.066,-3.48,0.016,0.56,-0.021,-3.4
32.18,-0.08,-3.4,0.003,0.52,0.012,-3.2
32.19,-0.031,-3.44,-0.046,0.16,-0.025,-3.16
32.2,-0.083,-3.36,0.002,-0.04,-0.028,-3.08
32.21,-0.045,-3.44,-0.029,-0.28,-0.018,-2.76
32.22,-0.023,-3.4,-0.015,-0.44,-0.009,-2.68
32.23,-0.065,-3.36,-0.015,-0.72,-0.023,-2.52
32.24,-0.024,-3.36,-0.036,-0.8,0,-2.32
32.25,-0.005,-3.36,-0.014,-1.08,-0.019,-2.08
32.26,-0.068,-3.4,-0.01,-1.2,-0.027,-1.8
32.27,-0.02,-3.36,-0.082,-1.48,-0.019,-1.68
32.28,-0.046,-3.36,-0.056,-1.56,-0.033,-1.36
32.29,-0.037,-3.28,-0.025,-1.8,-0.072,-1.16
32.3,-0.027,-3.16,-0.067,-2.04,-0.053,-0.96
32.31,-0.065,-3.24,-0.052,-2.16,-0.054,-0.68
32.32,-0.016,-3.16,-0.051,-2.36,-0.043,-0.44
32.33,-0.014,-3.16,-0.065,-2.52,-0.056,-0.16
32.34,-0.051,-3,-0.057,-2.68,-0.043,0.12
32.35,-0.016,-3.04,-0.1,-2.84,-0.015,0.24
32.36,-0.062,-2.88,-0.104,-2.88,-0.037,0.56
32.37,-0.035,-2.96,-0.054,-3.08,-0.05,0.8
32.38,-0.029,-2.88,-0.099,-3.2,-0.04,1.04
