Frequency [Hz],Both dewhiteners magnitude,Both dewhiteners phase [deg],First dewhitener magnitude,First dewhitener phase [deg],Second dewhitener magnitude,Second dewhitener phase [deg],No dewhiteners magnitude,No dewhiteners phase [deg]
7441,0.025379701,-126.41342,0.079896674,54.074169,0.078779764,54.100079,0.24782954,-125.38961
7442,0.02540426,-126.56053,0.079918943,53.936031,0.078689888,54.26247,0.24786913,-125.46811
7443,0.025447546,-126.69309,0.079923682,53.891602,0.078782707,54.095875,0.24785684,-125.53437
7444,0.025352212,-126.62161,0.079935148,53.871914,0.078855924,54.014351,0.24750963,-125.57944
7445,0.025360787,-126.65795,0.079851866,53.801914,0.078702249,54.002678,0.2472304,-125.62427
7446,0.025357725,-126.71974,0.07988786,53.725067,0.078452349,53.894405,0.24734619,-125.69578
7447,0.025405254,-126.75056,0.079865314,53.661518,0.078622825,53.758339,0.24762221,-125.78543
7448,0.025447704,-126.7659,0.079833962,53.603268,0.078694858,53.60339,0.24766576,-125.86626
7449,0.025462346,-126.73657,0.079843611,53.52916,0.07826823,53.487286,0.24744855,-125.97504
7450,0.02541155,-126.92659,0.07988254,53.469124,0.078620337,53.421791,0.24727333,-125.99421
7451,0.025395542,-127.11817,0.079873011,53.361687,0.07862699,53.383739,0.24735723,-126.03677
7452,0.025433255,-127.05473,0.079851605,53.292629,0.078465208,53.425781,0.24741797,-126.1455
7453,0.02536967,-127.03125,0.079779521,53.248692,0.078338683,53.405334,0.24729559,-126.23022
7454,0.025396515,-127.16048,0.079820722,53.200851,0.078651942,53.25584,0.24728161,-126.30011
7455,0.025356248,-127.21049,0.079760037,53.127903,0.078675285,53.124146,0.24724421,-126.30302
7456,0.025384711,-127.35361,0.079817332,53.046032,0.078681789,52.873463,0.24726458,-126.37337
7457,0.025408616,-127.32996,0.079799846,53.004078,0.078494892,52.950932,0.24745946,-126.42474
7458,0.02535069,-127.44384,0.079701088,52.895245,0.078394309,52.981266,0.24717157,-126.54128
7459,0.025308745,-127.54232,0.079768635,52.79364,0.078778334,52.917202,0.24711584,-126.60055
7460,0.025334485,-127.66811,0.079839773,52.778423,0.078845464,52.785503,0.24715704,-126.69181
7461,0.025334906,-127.72282,0.079841331,52.71714,0.078432411,52.671188,0.24688128,-126.78213
7462,0.025404721,-127.74358,0.079760507,52.633324,0.078396052,52.632019,0.24712987,-126.83868
7463,0.025364563,-127.78117,0.079678394,52.517487,0.078475147,52.681725,0.24722227,-126.93365
7464,0.025277194,-128.03189,0.079685867,52.469097,0.078415975,52.503372,0.24698018,-126.94736
7465,0.025349008,-128.23947,0.079755917,52.42786,0.078350715,52.438824,0.24698935,-126.96349
7466,0.025376711,-128.23918,0.079767235,52.348701,0.078500062,52.526707,0.24704427,-127.06395
7467,0.02529398,-128.18019,0.079763249,52.316563,0.078542754,52.45237,0.24694851,-127.16666
7468,0.025363373,-128.27673,0.079712346,52.231647,0.078396611,52.204819,0.24685028,-127.26445
7469,0.025358474,-128.40834,0.079757042,52.145588,0.078228638,52.134403,0.24673983,-127.37748
7470,0.02530265,-128.50487,0.079655938,52.055386,0.078379661,52.173866,0.2467493,-127.43581
7471,0.025275499,-128.51663,0.079667978,51.980495,0.078547478,52.090508,0.24671784,-127.43801
7472,0.025356669,-128.49861,0.079655834,51.931767,0.078506179,52.125301,0.2466833,-127.49702
7473,0.02535836,-128.57468,0.079664357,51.834278,0.078332447,51.873112,0.24668443,-127.59213
7474,0.025290331,-128.55852,0.079651438,51.796391,0.078370653,51.83186,0.2467096,-127.66272
7475,0.025348678,-128.81436,0.079635873,51.752594,0.078479007,51.799992,0.24682589,-127.72951
7476,0.025394687,-128.86925,0.079604246,51.692318,0.07847283,51.671597,0.24668868,-127.78745
7477,0.025376331,-128.81126,0.079580858,51.59869,0.078354798,51.506542,0.24656154,-127.82695
7478,0.025313849,-129.03897,0.079630166,51.525635,0.078325145,51.383133,0.24671094,-127.89668
7479,0.02527873,-129.13336,0.079553448,51.465008,0.078242168,51.340237,0.24656707,-128.0425
7480,0.025318362,-129.16252,0.079550572,51.401726,0.078335732,51.264965,0.24648388,-128.10484
7481,0.025296079,-129.18579,0.079554781,51.349762,0.078413874,51.384563,0.24647197,-128.12636
7482,0.025281848,-129.23572,0.079513893,51.233837,0.078448452,51.296509,0.2463842,-128.18259
7483,0.025285412,-129.13364,0.079550125,51.151333,0.078585789,51.161106,0.24654225,-128.25117
7484,0.025236467,-129.42177,0.07955952,51.100216,0.078474969,51.205711,0.24650981,-128.3071
7485,0.025261447,-129.4491,0.079506733,51.029373,0.078223705,51.013866,0.24633379,-128.37206
7486,0.02530946,-129.38365,0.079568878,50.930542,0.078201242,50.923862,0.24621034,-128.43788
7487,0.025241682,-129.45938,0.079520613,50.886669,0.078355148,50.916996,0.24617273,-128.56281
7488,0.025216911,-129.40752,0.079504237,50.852928,0.078206651,50.960445,0.24606575,-128.6449
7489,0.025197955,-129.57544,0.079507224,50.784859,0.078123562,50.800976,0.24597041,-128.72427
7490,0.025201313,-129.67999,0.07948453,50.714626,0.078099817,50.681332,0.2462212,-128.77652
7491,0.025292182,-129.85995,0.079489991,50.673592,0.078196675,50.487572,0.24613918,-128.81235
7492,0.025312951,-129.94597,0.079428986,50.627312,0.078218937,50.524811,0.24576817,-128.86458
7493,0.025222817,-129.91946,0.079393677,50.551594,0.078286521,50.535942,0.24597065,-129.01228
7494,0.025154071,-129.7569,0.079394095,50.445671,0.078239158,50.534466,0.24608436,-129.10492
7495,0.025167147,-129.93878,0.079416968,50.396793,0.078074634,50.539837,0.24601135,-129.08473
7496,0.025249945,-130.12642,0.079438843,50.33857,0.078020714,50.497551,0.24591343,-129.1429
7497,0.025252627,-130.35454,0.07940463,50.249783,0.078245245,50.279095,0.24601004,-129.21182
7498,0.025238208,-130.2977,0.079447858,50.153961,0.078262471,50.224434,0.24594454,-129.28145
7499,0.025241937,-130.40297,0.079396501,50.053123,0.078173675,50.164669,0.24574398,-129.39494
7500,0.025275772,-130.43416,0.07938531,49.968555,0.078251801,50.152508,0.24578881,-129.44664
7501,0.025295952,-130.44922,0.079354823,49.901867,0.078270406,50.147648,0.24574159,-129.49077
7502,0.025309844,-130.53444,0.079347305,49.875034,0.078279741,49.768768,0.24585621,-129.59407
7503,0.025192864,-130.52344,0.079366058,49.860126,0.078271054,49.698448,0.24575718,-129.65201
7504,0.025258461,-130.47653,0.079344496,49.772327,0.078304924,49.754143,0.24579728,-129.70357
7505,0.025213322,-130.57483,0.0792851,49.67276,0.078107156,49.820938,0.24592333,-129.82124
7506,0.025118036,-130.82626,0.079202019,49.643993,0.078021728,49.702099,0.24572508,-129.87944
7507,0.025206992,-130.73451,0.079199746,49.590935,0.078073464,49.656483,0.2455983,-129.90691
7508,0.025259284,-130.90131,0.079232626,49.489674,0.078139968,49.560928,0.24550988,-129.95999
7509,0.025274098,-130.95638,0.079215325,49.40699,0.077921025,49.416569,0.24547428,-130.07152
7510,0.025235374,-131.14845,0.079304963,49.359993,0.078106537,49.379898,0.24553753,-130.14104
7511,0.02520158,-131.23849,0.079285532,49.255985,0.078008503,49.243984,0.24565813,-130.18916
7512,0.0252137,-131.36388,0.079250664,49.179844,0.078132227,49.40176,0.24559407,-130.21686
7513,0.025189094,-131.20151,0.079246685,49.103115,0.07804887,49.221363,0.24560921,-130.29938
7514,0.025203686,-131.16302,0.079249822,49.060219,0.07794866,49.023952,0.24566193,-130.42058
7515,0.025228787,-131.30724,0.079258651,48.966373,0.077899776,49.139217,0.2456129,-130.42204
7516,0.025210029,-131.44931,0.07923691,48.886326,0.077955,49.199669,0.24550214,-130.45078
7517,0.02516743,-131.70369,0.079162888,48.823677,0.078016073,49.046875,0.24528769,-130.59641
7518,0.025182007,-131.68567,0.079122834,48.791405,0.077937715,48.864918,0.24511211,-130.69193
7519,0.025178637,-131.70627,0.07922411,48.735252,0.077917077,48.808159,0.24550399,-130.67992
7520,0.025296642,-131.74721,0.07922323,48.669376,0.077817783,48.734177,0.24540001,-130.75534
7521,0.025250383,-131.76692,0.079189554,48.559402,0.077937476,48.738564,0.24545805,-130.89478
7522,0.025182378,-131.87646,0.079191901,48.506344,0.077928476,48.684097,0.24543421,-130.97946
7523,0.025093792,-132.10452,0.079165682,48.435764,0.077974685,48.514832,0.24516103,-131.05605
7524,0.025218878,-131.89586,0.079114333,48.353416,0.077831291,48.230244,0.24519184,-131.08672
7525,0.025210908,-131.99623,0.079074457,48.260456,0.077758163,48.283421,0.24513961,-131.1507
7526,0.025188871,-132.20361,0.079069041,48.203583,0.077719003,48.287205,0.24517472,-131.17688
7527,0.025172682,-132.31245,0.079091534,48.172421,0.07766901,48.115448,0.24539708,-131.21732
7528,0.025103079,-132.418,0.079033956,48.141167,0.077854939,48.152111,0.24508984,-131.30101
7529,0.025071118,-132.48909,0.079061046,48.015408,0.077898979,48.104897,0.24494585,-131.42276
7530,0.025122138,-132.50902,0.079170503,47.919399,0.077914156,47.887344,0.2451434,-131.50294
7531,0.025118642,-132.61111,0.079135053,47.823921,0.077876911,47.953815,0.24506849,-131.57254
7532,0.025114901,-132.58607,0.079011746,47.775829,0.077790961,47.970375,0.24489416,-131.61041
7533,0.025138933,-132.54886,0.079085752,47.777576,0.077966698,47.942978,0.24504562,-131.75011
7534,0.025189541,-132.78314,0.079106688,47.658062,0.07806363,47.710808,0.24501626,-131.82205
7535,0.025179589,-133.00854,0.078993745,47.577503,0.077909879,47.501472,0.24479108,-131.84038
7536,0.025170192,-133.03902,0.078989193,47.525013,0.077847749,47.259445,0.24482274,-131.88129
7537,0.025143819,-132.99579,0.079016425,47.447472,0.077711076,47.519241,0.24491329,-131.99535
7538,0.025118954,-133.02359,0.078999892,47.330807,0.0779192,47.507519,0.24468145,-132.07913
7539,0.025140377,-133.08272,0.078993224,47.278854,0.077869497,47.34687,0.24477154,-132.14825
7540,0.025097281,-133.35353,0.079003617,47.242634,0.077831022,47.226528,0.24467832,-132.24846
7541,0.025094794,-133.45459,0.078971617,47.164577,0.077607259,47.316757,0.24461128,-132.24841
7542,0.025106747,-133.32904,0.078913689,47.097305,0.077418365,47.237988,0.24472627,-132.31674
7543,0.025196517,-133.34422,0.078912452,47.045158,0.077526048,47.021252,0.24478208,-132.44725
7544,0.02513672,-133.63846,0.07899718,47.015301,0.077747427,46.960983,0.24469973,-132.48503
7545,0.025088396,-133.54585,0.078981116,46.962955,0.077826068,46.899391,0.24471006,-132.52472
7546,0.025089977,-133.69356,0.078955926,46.847984,0.077847034,47.036236,0.24460272,-132.60785
7547,0.025179734,-133.66608,0.07889042,46.729084,0.077692747,46.961193,0.24457739,-132.64948
7548,0.025103606,-133.81708,0.078886338,46.696861,0.077702336,46.846909,0.24441655,-132.72707
7549,0.025055161,-133.89954,0.078934379,46.653286,0.07752122,46.701752,0.24449944,-132.80884
7550,0.025074961,-133.81694,0.078912556,46.589375,0.077383935,46.608219,0.24449719,-132.86974
7551,0.025052484,-134.02066,0.078867182,46.534168,0.077426627,46.587799,0.24430569,-132.94844
7552,0.025070397,-133.96516,0.078900315,46.439842,0.077510878,46.462708,0.24408981,-133.03946
7553,0.025155716,-133.95064,0.078850962,46.403645,0.077762417,46.339153,0.24413508,-133.02357
7554,0.025095696,-134.21101,0.078871481,46.309677,0.077774778,46.345158,0.24420789,-133.0932
7555,0.025075901,-134.2032,0.07886634,46.216976,0.077719718,46.265591,0.24396777,-133.1909
7556,0.025112361,-134.34209,0.078881532,46.154896,0.077408515,46.079262,0.24417593,-133.24016
7557,0.02511549,-134.36836,0.078877941,46.07132,0.077583671,46.140171,0.24413349,-133.28656
7558,0.025115538,-134.40523,0.078821369,46.029572,0.077680469,46.069546,0.24400382,-133.40462
7559,0.025141483,-134.43988,0.078759395,45.974033,0.077522472,45.867088,0.24426939,-133.50266
7560,0.025119497,-134.43289,0.078757532,45.916824,0.077587686,45.970078,0.24410316,-133.54387
7561,0.025082218,-134.46439,0.078745529,45.795689,0.077526614,46.022179,0.24406861,-133.61734
7562,0.0251195,-134.58307,0.078726344,45.705513,0.077416785,45.820869,0.2439439,-133.66656
7563,0.025063405,-134.66205,0.078741342,45.689178,0.077396132,45.653954,0.24403624,-133.70766
7564,0.025095558,-134.77489,0.078778312,45.608376,0.077499829,45.519531,0.2441601,-133.81862
7565,0.025069937,-134.76668,0.078758404,45.54858,0.077457361,45.56329,0.2439623,-133.9043
7566,0.02506852,-135.04102,0.078696571,45.438465,0.077352516,45.406528,0.2438603,-133.99083
7567,0.025008779,-135.01639,0.078775205,45.39325,0.077346839,45.312836,0.24391213,-134.01515
7568,0.024981657,-135.04242,0.078785963,45.30135,0.077469006,45.272038,0.24378611,-134.11505
7569,0.024979159,-135.18402,0.078708328,45.254162,0.07754378,45.359322,0.24367504,-134.13556
7570,0.024975715,-135.23528,0.078697219,45.198643,0.077404156,45.3549,0.24376227,-134.20592
7571,0.024977449,-135.32684,0.07867109,45.083015,0.077437133,45.274017,0.24387176,-134.33965
7572,0.024983959,-135.26276,0.078683652,45.032616,0.077427134,45.104904,0.24391551,-134.39629
7573,0.025047164,-135.39743,0.078660421,44.977493,0.077475607,44.966984,0.2437062,-134.45784
7574,0.025084022,-135.39206,0.07861378,44.857624,0.077498175,45.009903,0.2436762,-134.54337
7575,0.025119878,-135.46936,0.078673393,44.764214,0.07747826,44.968666,0.24355684,-134.63362
7576,0.025037009,-135.5834,0.078660667,44.733383,0.077566624,44.763062,0.24358387,-134.67532
7577,0.025004048,-135.59875,0.078603238,44.721035,0.077391677,44.715923,0.24346359,-134.74504
7578,0.025090473,-135.82741,0.07856667,44.65604,0.0773995,44.612469,0.24343717,-134.83063
7579,0.025025481,-135.99095,0.078566052,44.584763,0.077423021,44.719048,0.24353203,-134.9077
7580,0.024973266,-135.91675,0.078615151,44.454842,0.077449679,44.63377,0.24348658,-134.91583
7581,0.024986651,-135.99506,0.078600645,44.41074,0.077341959,44.416367,0.2434773,-134.98605
7582,0.024975173,-136.20473,0.078633189,44.380138,0.077336423,44.242496,0.24357167,-135.08421
7583,0.024978414,-136.1851,0.078596056,44.324348,0.077432729,44.266319,0.24360968,-135.14122
7584,0.024964919,-136.13037,0.07856518,44.271191,0.077230997,44.232582,0.24351935,-135.22084
7585,0.024897991,-136.13983,0.078541562,44.162899,0.077199236,44.206543,0.24362333,-135.3437
7586,0.0249587,-136.25493,0.078515872,44.114483,0.07728865,44.203682,0.24343744,-135.36292
7587,0.024997877,-136.35129,0.078533322,44.036842,0.077379078,44.086643,0.24334073,-135.39955
7588,0.024998916,-136.33563,0.078592941,43.940109,0.077257149,44.013622,0.24338631,-135.52039
7589,0.025015419,-136.44199,0.078492858,43.877853,0.077357292,43.956615,0.24321795,-135.58147
7590,0.024908748,-136.54036,0.078489356,43.814568,0.077299424,43.841637,0.24321672,-135.62143
7591,0.024920268,-136.60376,0.0784427,43.742638,0.077201769,43.84618,0.24337383,-135.69731
7592,0.025014369,-136.68907,0.078445978,43.639351,0.077281021,43.718456,0.24337156,-135.73013
7593,0.025053937,-136.82747,0.078500852,43.601154,0.077145882,43.574146,0.24328177,-135.82397
7594,0.025021316,-137.07384,0.07848651,43.54702,0.077144653,43.449501,0.24310312,-135.88287
7595,0.024946708,-137.13409,0.078444235,43.462227,0.077126808,43.432613,0.24290243,-135.94037
7596,0.025016161,-137.01329,0.078411914,43.367531,0.077067949,43.404751,0.24298896,-136.01263
7597,0.024949642,-137.14915,0.078473248,43.339146,0.077024296,43.563461,0.24310599,-136.09253
7598,0.024985222,-137.10384,0.078511499,43.275593,0.077172168,43.206146,0.24301802,-136.23354
7599,0.024949973,-137.20972,0.078371577,43.162243,0.077202111,43.044636,0.24301918,-136.24937
7600,0.024961974,-137.3644,0.078376167,43.114544,0.077013187,43.132679,0.24294573,-136.27643
7601,0.024965238,-137.33138,0.078436747,43.081196,0.0770723,43.173988,0.24292873,-136.33012
7602,0.024963066,-137.61148,0.078435861,42.973576,0.077278063,42.926842,0.24293381,-136.48302
7603,0.024971707,-137.57954,0.078394867,42.875237,0.077478968,42.917068,0.24291013,-136.51817
7604,0.024909431,-137.68578,0.078388162,42.807526,0.077258825,42.838894,0.24283926,-136.52701
7605,0.024913801,-137.70155,0.078310408,42.733685,0.077053383,42.846718,0.24269286,-136.63303
7606,0.024943352,-137.82745,0.078368448,42.678036,0.077015758,42.757477,0.24273233,-136.69836
7607,0.024933156,-137.7796,0.078409359,42.604725,0.077007353,42.659824,0.24282393,-136.79063
7608,0.024897741,-137.67068,0.078315094,42.558311,0.077121072,42.588852,0.24273705,-136.90092
7609,0.024865773,-138.03563,0.07833609,42.533928,0.077213474,42.602085,0.24265306,-136.95439
7610,0.024913689,-137.88939,0.078428403,42.421272,0.077072375,42.62104,0.24255002,-137.04799
7611,0.02491547,-137.75417,0.078413233,42.363647,0.077174328,42.463005,0.24247828,-137.08342
7612,0.02484004,-137.97473,0.078330062,42.297188,0.076864265,42.452324,0.24257715,-137.11511
7613,0.024914766,-138.16125,0.07831113,42.225266,0.07694333,42.340534,0.24243927,-137.20604
7614,0.024872467,-138.21291,0.078312978,42.209858,0.07707116,42.440659,0.24240455,-137.21611
7615,0.024851896,-138.24989,0.078286283,42.110825,0.076922596,42.27346,0.24252412,-137.30605
7616,0.024830857,-138.4052,0.078205317,42.030716,0.076752611,42.001175,0.24255875,-137.45061
7617,0.024880337,-138.36131,0.078210935,41.938885,0.076918483,41.924362,0.24242923,-137.53465
7618,0.02491389,-138.49843,0.078228258,41.836636,0.077192858,41.964294,0.24234407,-137.5397
7619,0.02483766,-138.65021,0.078187779,41.772442,0.077222601,41.887535,0.2423767,-137.60843
7620,0.024808845,-138.55942,0.078242294,41.709248,0.07708846,41.746181,0.24244119,-137.7281
7621,0.024864858,-138.66563,0.078247905,41.647331,0.07725472,41.708729,0.24229833,-137.77859
7622,0.024929216,-138.68968,0.078234948,41.621864,0.077050246,41.583717,0.24236345,-137.80252
7623,0.024858555,-138.82153,0.078199022,41.559689,0.076964587,41.495384,0.24259095,-137.87407
7624,0.02480882,-138.96321,0.078164302,41.472725,0.077115841,41.552799,0.24232273,-137.98462
7625,0.024808466,-139.11142,0.078179829,41.365292,0.076956064,41.53867,0.24218349,-138.02547
7626,0.024843741,-139.03807,0.078187689,41.29512,0.076854564,41.358097,0.24216683,-138.10066
7627,0.024891131,-139.2556,0.078152828,41.239143,0.077074848,41.299881,0.24201302,-138.18886
7628,0.024828263,-139.22273,0.078134254,41.182938,0.076914139,41.132946,0.24202614,-138.26003
7629,0.024792757,-139.26329,0.078113817,41.119888,0.076749273,41.07354,0.24200045,-138.33513
7630,0.024810186,-139.51205,0.078173615,41.073345,0.076800123,41.108833,0.24221887,-138.40292
7631,0.024842586,-139.53304,0.07810384,40.988174,0.076955765,40.987133,0.24212986,-138.47234
7632,0.024899401,-139.51137,0.078073584,40.951439,0.07678844,40.939915,0.24199133,-138.58298
7633,0.024827469,-139.4894,0.078078672,40.865925,0.076613478,40.830711,0.24200806,-138.6617
7634,0.02482326,-139.76804,0.078081168,40.747902,0.076812863,40.862946,0.24194016,-138.68318
7635,0.024785668,-139.76932,0.07811974,40.690392,0.077004977,40.754139,0.24196862,-138.66574
7636,0.024757572,-139.73643,0.078104474,40.666241,0.076889381,40.618702,0.24191165,-138.75034
7637,0.024800733,-139.92686,0.078013495,40.62698,0.076617241,40.622108,0.24184041,-138.8755
7638,0.024920732,-139.96434,0.078016773,40.502132,0.076691262,40.666443,0.2417649,-138.98013
7639,0.024900822,-140.13219,0.078045055,40.408352,0.076862842,40.581837,0.24163145,-139.02306
7640,0.024809852,-140.2002,0.078095041,40.354156,0.076957181,40.39856,0.24149752,-139.05595
7641,0.02478447,-140.10669,0.078051791,40.324886,0.076711297,40.441013,0.24174301,-139.15004
7642,0.024772188,-140.07393,0.07793384,40.231419,0.076739758,40.526886,0.24174866,-139.20842
7643,0.024763288,-140.17941,0.077910848,40.12352,0.076754265,40.412636,0.2417846,-139.30649
7644,0.02486321,-140.27014,0.077919945,40.05352,0.076848887,40.066448,0.24157174,-139.35995
7645,0.024822015,-140.22348,0.077878118,40.032616,0.07690987,39.974468,0.24154191,-139.42645
7646,0.024739441,-140.30765,0.077932768,39.962925,0.076698169,39.879768,0.24159668,-139.50623
7647,0.02474492,-140.43436,0.078011274,39.868317,0.076659657,39.849712,0.24135841,-139.55148
7648,0.024802523,-140.66949,0.077961989,39.84219,0.076616168,39.779778,0.24127935,-139.62816
7649,0.024792673,-140.62021,0.077948727,39.752586,0.07683228,39.663849,0.24131352,-139.71552
7650,0.024832288,-140.69884,0.077994332,39.655571,0.076798052,39.628387,0.24137384,-139.77031
7651,0.024874549,-140.89383,0.077968277,39.583939,0.076711863,39.724068,0.24134074,-139.87617
7652,0.024800366,-140.94458,0.077923357,39.488541,0.076302715,39.595955,0.24116655,-139.97029
7653,0.024795562,-141.04755,0.077900209,39.474731,0.076483071,39.575184,0.24108286,-139.98094
7654,0.024826003,-141.04167,0.077891886,39.41396,0.076527804,39.532387,0.24115226,-140.06216
7655,0.024807509,-141.21527,0.077889711,39.35046,0.076524615,39.446762,0.24121895,-140.13057
7656,0.02481422,-141.33562,0.077906318,39.291725,0.076656558,39.277927,0.24127224,-140.18985
7657,0.024776937,-141.32785,0.077855937,39.215397,0.076548606,39.258064,0.24114418,-140.21751
7658,0.024691792,-141.29951,0.077819213,39.16378,0.076450333,39.05246,0.24125168,-140.30487
7659,0.024742406,-141.26562,0.077844396,39.048359,0.076746337,39.001545,0.24115065,-140.4003
7660,0.024628699,-141.53194,0.07781408,38.95977,0.076613501,38.953777,0.2411764,-140.48326
7661,0.024779795,-141.54228,0.077858612,38.955391,0.076470427,38.885406,0.24106859,-140.57201
7662,0.024751458,-141.73634,0.077857263,38.872517,0.076580867,39.031708,0.24095796,-140.61861
7663,0.024789844,-141.89967,0.077787392,38.765415,0.076682612,38.828743,0.24098298,-140.68454
7664,0.024808362,-141.81467,0.077742822,38.713951,0.076570012,38.783939,0.24100597,-140.76105
7665,0.024754189,-141.9135,0.077817619,38.619576,0.076567337,38.905529,0.24092199,-140.80135
7666,0.024751674,-141.97736,0.077784941,38.502178,0.076334767,38.915718,0.24100262,-140.85139
7667,0.024721339,-141.82172,0.077800624,38.464027,0.076388806,38.732281,0.24084783,-140.93042
7668,0.024757788,-141.79092,0.077762447,38.417313,0.076409347,38.602692,0.24078457,-141.02931
7669,0.024700698,-141.89767,0.077763505,38.352703,0.076524481,38.328709,0.24089104,-141.08771
7670,0.024679404,-142.13924,0.077781856,38.301258,0.076468334,38.311279,0.24093089,-141.11617
7671,0.024745995,-142.10973,0.077744089,38.210228,0.0764146,38.300194,0.24104598,-141.20518
7672,0.024715956,-142.15852,0.077689759,38.163239,0.076544926,38.278404,0.24101838,-141.30438
7673,0.024640124,-142.2569,0.077648789,38.123173,0.076482713,38.117962,0.2407804,-141.4008
7674,0.024593355,-142.3165,0.077694647,38.010403,0.076530822,37.957943,0.24070762,-141.47702
7675,0.024638623,-142.30923,0.077640928,37.96336,0.076387919,38.002052,0.24059589,-141.51393
7676,0.024685889,-142.59984,0.077614889,37.91634,0.076326177,37.844536,0.240604,-141.56776
7677,0.024644971,-142.71764,0.077676587,37.842861,0.076609239,37.736984,0.24066724,-141.67657
7678,0.024649037,-142.7999,0.077667609,37.745098,0.076569274,37.742249,0.24060765,-141.72589
7679,0.024626728,-142.62001,0.077653527,37.672535,0.076633453,37.830009,0.2404734,-141.76447
7680,0.024635617,-142.83229,0.077578284,37.577412,0.07675989,37.743641,0.24058822,-141.85799
7681,0.024603285,-142.94041,0.077553228,37.526512,0.076463968,37.619324,0.24055403,-141.96371
7682,0.024616586,-142.92253,0.077615649,37.453575,0.076004267,37.502655,0.24053216,-142.01067
7683,0.024679376,-142.99876,0.077700377,37.39983,0.076247804,37.453308,0.24049193,-142.021
7684,0.024594462,-143.08585,0.077666126,37.295532,0.076366171,37.476784,0.24021229,-142.11113
7685,0.024627021,-143.24344,0.077610634,37.278374,0.076317988,37.328842,0.24019507,-142.22403
7686,0.02466297,-143.24762,0.07760638,37.228634,0.076338299,37.166321,0.24018635,-142.25055
7687,0.024601333,-143.37892,0.077518158,37.145172,0.076184928,37.134354,0.2403703,-142.28842
7688,0.024611972,-143.48567,0.077503897,37.047279,0.076058805,37.1236,0.24027427,-142.3647
7689,0.024674742,-143.5732,0.077570029,36.992191,0.076191172,37.01276,0.24019341,-142.48817
7690,0.024684917,-143.43626,0.077611007,36.906799,0.076382272,36.757469,0.24027157,-142.55902
7691,0.024705749,-143.65648,0.077559106,36.826786,0.076109961,36.949711,0.24001996,-142.61458
7692,0.024665127,-143.8582,0.077505171,36.73859,0.075933136,36.776287,0.2401717,-142.67984
7693,0.024675645,-143.85637,0.077471055,36.669453,0.075916819,36.585251,0.24016494,-142.72084
7694,0.024652354,-143.83302,0.077476189,36.654778,0.076114602,36.654774,0.24004151,-142.8176
7695,0.024684684,-144.01952,0.077468313,36.562778,0.076173291,36.457146,0.23989537,-142.88963
7696,0.024629464,-144.2097,0.07742703,36.447727,0.076195374,36.445599,0.23985799,-142.90733
7697,0.024564611,-144.08698,0.077394329,36.401154,0.076245233,36.65588,0.23982489,-142.98459
7698,0.024597935,-143.9982,0.077397741,36.358715,0.076267101,36.55661,0.23981896,-143.05586
7699,0.024610549,-144.06819,0.077425979,36.275307,0.076397344,36.444172,0.23974238,-143.11505
7700,0.024594944,-143.89662,0.077411339,36.154339,0.076199256,36.381855,0.23974866,-143.20433
7701,0.024569012,-144.26151,0.077319622,36.121761,0.0761251,36.245361,0.23999719,-143.32291
7702,0.024620492,-144.45369,0.077387244,36.102856,0.076204382,35.976753,0.23994534,-143.39226
7703,0.024668174,-144.2874,0.077397406,36.042568,0.076205261,36.001945,0.23945899,-143.48283
7704,0.024616553,-144.28342,0.077328041,35.982399,0.076196954,35.890728,0.23960997,-143.52699
7705,0.024555067,-144.49597,0.077350684,35.901165,0.076178938,35.804455,0.23969422,-143.62662
7706,0.024648296,-144.58029,0.077363729,35.794472,0.076069251,35.906109,0.23960435,-143.689
7707,0.024697097,-144.73228,0.077378303,35.739651,0.075955518,35.837925,0.23969878,-143.74989
7708,0.024595842,-144.77942,0.077405594,35.695274,0.07595975,35.729851,0.23959042,-143.77345
7709,0.024562767,-144.9552,0.077359132,35.60997,0.076115757,35.536869,0.23967895,-143.83723
7710,0.024573348,-144.92378,0.077329509,35.531368,0.076215036,35.544197,0.23964582,-143.91696
7711,0.024614843,-144.87,0.077341929,35.453053,0.076298282,35.485855,0.23946002,-143.98723
7712,0.024630483,-144.97099,0.077382199,35.371887,0.076322146,35.497646,0.23970357,-144.07556
7713,0.024636241,-145.0211,0.077366903,35.294334,0.07613007,35.512611,0.23968744,-144.13112
7714,0.024676256,-145.17969,0.077360243,35.274029,0.076113313,35.270763,0.23947383,-144.20189
7715,0.024623539,-145.32509,0.077253409,35.154106,0.07613989,35.117027,0.23932047,-144.2966
7716,0.024537927,-145.26413,0.077219307,35.069305,0.076090634,35.107876,0.23950419,-144.33441
7717,0.024507497,-145.37123,0.077223018,35.024807,0.075963117,35.099167,0.2393796,-144.3674
7718,0.024570951,-145.52243,0.077219076,34.964989,0.076074831,34.86729,0.23931184,-144.45511
7719,0.024472253,-145.67113,0.07730405,34.913212,0.076247282,34.863956,0.23943767,-144.5751
7720,0.024468519,-145.66331,0.077301964,34.840645,0.075889304,34.793682,0.23931125,-144.63087
7721,0.02448399,-145.61845,0.077222727,34.760605,0.076030426,34.795006,0.23909771,-144.69849
7722,0.024531594,-145.69795,0.077228695,34.730221,0.076067999,34.850746,0.23924875,-144.72578
7723,0.024554152,-145.81052,0.077217616,34.659977,0.076035947,34.938377,0.23930569,-144.75565
